"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Numerator","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Bury","Country","E08000002","All","10-11","78","%","1793","2297"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Calderdale","Country","E08000033","All","10-11","74","%","1949","2627"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cambridgeshire","Country","E10000003","All","10-11","75","%","5089","6769"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Camden","Country","E09000007","All","10-11","82","%","1232","1501"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Central Bedfordshire","Country","E06000056","All","10-11","78","%","2571","3291"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cheshire East","Country","E06000049","All","10-11","80","%","3229","4036"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cheshire West and Chester","Country","E06000050","All","10-11","75","%","2860","3808"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","City of London","Country","E09000001","All","10-11","90","%","26","29"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cornwall","Country","E06000052","All","10-11","77","%","4451","5779"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","County Durham","Country","E06000047","All","10-11","81","%","4476","5559"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Coventry","Country","E08000026","All","10-11","77","%","3231","4179"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Croydon","Country","E09000008","All","10-11","80","%","3555","4460"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cumbria","Country","E10000006","All","10-11","80","%","4118","5123"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Darlington","Country","E06000005","All","10-11","82","%","1009","1231"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Derby","Country","E06000015","All","10-11","74","%","2389","3217"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Derbyshire","Country","E10000007","All","10-11","79","%","6478","8223"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Devon","Country","E10000008","All","10-11","78","%","6053","7789"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Doncaster","Country","E08000017","All","10-11","77","%","2708","3506"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Dorset","Country","E10000009","All","10-11","76","%","3264","4323"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Dudley","Country","E08000027","All","10-11","77","%","2803","3659"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Ealing","Country","E09000009","All","10-11","79","%","3242","4098"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","East Riding of Yorkshire","Country","E06000011","All","10-11","79","%","2799","3549"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","East Sussex","Country","E10000011","All","10-11","79","%","4217","5326"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Enfield","Country","E09000010","All","10-11","79","%","3499","4436"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Essex","Country","E10000012","All","10-11","80","%","12829","16112"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Gateshead","Country","E08000037","All","10-11","83","%","1721","2085"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Gloucestershire","Country","E10000013","All","10-11","77","%","4987","6460"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Greenwich","Country","E09000011","All","10-11","82","%","2655","3247"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hackney","Country","E09000012","All","10-11","84","%","2109","2516"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Halton","Country","E06000006","All","10-11","75","%","1103","1467"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hammersmith and Fulham","Country","E09000013","All","10-11","82","%","1094","1340"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hampshire","Country","E10000014","All","10-11","82","%","11843","14458"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Haringey","Country","E09000014","All","10-11","82","%","2509","3071"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Harrow","Country","E09000015","All","10-11","84","%","2308","2753"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hartlepool","Country","E06000001","All","10-11","82","%","925","1133"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Havering","Country","E09000016","All","10-11","83","%","2462","2961"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Herefordshire, County of","Country","E06000019","All","10-11","79","%","1493","1881"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hertfordshire","Country","E10000015","All","10-11","79","%","10798","13616"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hillingdon","Country","E09000017","All","10-11","81","%","2968","3665"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hounslow","Country","E09000018","All","10-11","83","%","2455","2957"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Isle of Wight","Country","E06000046","All","10-11","73","%","964","1318"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Isles of Scilly","Country","E06000053","All","10-11","71","%","24","34"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Islington","Country","E09000019","All","10-11","81","%","1505","1862"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kensington and Chelsea","Country","E09000020","All","10-11","87","%","832","960"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kent","Country","E10000016","All","10-11","82","%","14132","17320"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kingston upon Hull, City of","Country","E06000010","All","10-11","78","%","2434","3119"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kingston upon Thames","Country","E09000021","All","10-11","81","%","1455","1789"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kirklees","Country","E08000034","All","10-11","76","%","4024","5281"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Knowsley","Country","E08000011","All","10-11","74","%","1271","1720"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lambeth","Country","E09000022","All","10-11","83","%","2459","2962"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lancashire","Country","E10000017","All","10-11","78","%","10651","13624"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Leeds","Country","E08000035","All","10-11","74","%","6664","8955"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Leicester","Country","E06000016","All","10-11","76","%","3399","4479"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Leicestershire","Country","E10000018","All","10-11","80","%","6049","7535"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lewisham","Country","E09000023","All","10-11","79","%","2675","3372"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lincolnshire","Country","E10000019","All","10-11","76","%","5852","7698"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Liverpool","Country","E08000012","All","10-11","75","%","3708","4916"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Luton","Country","E06000032","All","10-11","75","%","2324","3090"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Manchester","Country","E08000003","All","10-11","75","%","4955","6583"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Medway","Country","E06000035","All","10-11","78","%","2573","3281"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Merton","Country","E09000024","All","10-11","79","%","1819","2308"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Middlesbrough","Country","E06000002","All","10-11","81","%","1454","1794"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Milton Keynes","Country","E06000042","All","10-11","79","%","2779","3526"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Newcastle upon Tyne","Country","E08000021","All","10-11","81","%","2249","2777"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Newham","Country","E09000025","All","10-11","85","%","3924","4594"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Norfolk","Country","E10000020","All","10-11","75","%","6594","8788"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North East Lincolnshire","Country","E06000012","All","10-11","81","%","1527","1896"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Lincolnshire","Country","E06000013","All","10-11","80","%","1563","1954"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Somerset","Country","E06000024","All","10-11","80","%","1896","2384"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Tyneside","Country","E08000022","All","10-11","82","%","1834","2228"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Yorkshire","Country","E10000023","All","10-11","78","%","4536","5849"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Northamptonshire","Country","E10000021","All","10-11","77","%","6962","9000"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Northumberland","Country","E06000057","All","10-11","81","%","2704","3347"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Nottingham","Country","E06000018","All","10-11","75","%","2601","3455"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Nottinghamshire","Country","E10000024","All","10-11","79","%","7208","9096"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Oldham","Country","E08000004","All","10-11","77","%","2593","3351"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Oxfordshire","Country","E10000025","All","10-11","77","%","5465","7062"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Peterborough","Country","E06000031","All","10-11","70","%","1937","2771"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Plymouth","Country","E06000026","All","10-11","76","%","2177","2879"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Poole","Country","E06000029","All","10-11","79","%","1114","1407"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Portsmouth","Country","E06000044","All","10-11","73","%","1561","2132"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Reading","Country","E06000038","All","10-11","74","%","1212","1637"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Redbridge","Country","E09000026","All","10-11","85","%","3314","3897"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Redcar and Cleveland","Country","E06000003","All","10-11","83","%","1319","1589"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Richmond upon Thames","Country","E09000027","All","10-11","88","%","1869","2130"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Rochdale","Country","E08000005","All","10-11","75","%","2190","2901"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Rotherham","Country","E08000018","All","10-11","80","%","2584","3244"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Rutland","Country","E06000017","All","10-11","81","%","319","395"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Salford","Country","E08000006","All","10-11","78","%","2216","2847"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sandwell","Country","E08000028","All","10-11","77","%","3327","4318"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sefton","Country","E08000014","All","10-11","80","%","2314","2908"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sheffield","Country","E08000019","All","10-11","77","%","4679","6090"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Shropshire","Country","E06000051","All","10-11","78","%","2296","2941"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Slough","Country","E06000039","All","10-11","82","%","1866","2271"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Solihull","Country","E08000029","All","10-11","80","%","2123","2661"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Somerset","Country","E10000027","All","10-11","77","%","4329","5589"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","South Gloucestershire","Country","E06000025","All","10-11","81","%","2540","3120"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","South Tyneside","Country","E08000023","All","10-11","81","%","1302","1616"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Southampton","Country","E06000045","All","10-11","79","%","2054","2586"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Southend-on-Sea","Country","E06000033","All","10-11","82","%","1711","2097"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Southwark","Country","E09000028","All","10-11","80","%","2565","3190"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","St. Helens","Country","E08000013","All","10-11","79","%","1617","2046"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Staffordshire","Country","E10000028","All","10-11","80","%","7498","9425"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Stockport","Country","E08000007","All","10-11","80","%","2676","3333"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Stockton-on-Tees","Country","E06000004","All","10-11","83","%","1983","2401"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Stoke-on-Trent","Country","E06000021","All","10-11","74","%","2283","3083"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Suffolk","Country","E10000029","All","10-11","75","%","5821","7719"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sunderland","Country","E08000024","All","10-11","81","%","2595","3185"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Surrey","Country","E10000030","All","10-11","81","%","9770","12119"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sutton","Country","E09000029","All","10-11","84","%","1920","2286"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Swindon","Country","E06000030","All","10-11","78","%","2179","2784"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Tameside","Country","E08000008","All","10-11","79","%","2210","2799"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Telford and Wrekin","Country","E06000020","All","10-11","80","%","1779","2232"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Thurrock","Country","E06000034","All","10-11","81","%","1897","2354"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Torbay","Country","E06000027","All","10-11","75","%","1045","1386"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Tower Hamlets","Country","E09000030","All","10-11","82","%","2654","3241"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Trafford","Country","E08000009","All","10-11","85","%","2493","2925"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wakefield","Country","E08000036","All","10-11","77","%","2960","3851"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Walsall","Country","E08000030","All","10-11","77","%","2739","3580"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Waltham Forest","Country","E09000031","All","10-11","83","%","2686","3223"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wandsworth","Country","E09000032","All","10-11","82","%","2002","2428"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Warrington","Country","E06000007","All","10-11","82","%","2055","2515"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Warwickshire","Country","E10000031","All","10-11","80","%","4856","6061"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","West Berkshire","Country","E06000037","All","10-11","78","%","1389","1770"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","West Sussex","Country","E10000032","All","10-11","75","%","6611","8765"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Westminster","Country","E09000033","All","10-11","83","%","1190","1428"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wigan","Country","E08000010","All","10-11","81","%","2908","3572"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wiltshire","Country","E06000054","All","10-11","78","%","4039","5173"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Windsor and Maidenhead","Country","E06000040","All","10-11","80","%","1212","1517"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wirral","Country","E08000015","All","10-11","76","%","2840","3754"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wokingham","Country","E06000041","All","10-11","83","%","1643","1981"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wolverhampton","Country","E08000031","All","10-11","81","%","2621","3246"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Worcestershire","Country","E10000034","All","10-11","77","%","4765","6220"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","York","Country","E06000014","All","10-11","80","%","1508","1894"
"Percentage of pupils reaching the key stage 2 expected standard in writing by ethnicity ","Asian","ONS 2011 5+1","2017-2018","Academic Year","Barking and Dagenham","Country","E09000002","All","10-11","85","%","588","691"
