"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","84","%","10368","8701"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","79","%","6187","4902"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","69","%","864","592"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","81","%","5323","4310"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","86","%","5772","4948"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","77","%","727","557"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","87","%","5045","4391"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","80","%","10849","8666"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","76","%","2045","1551"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","81","%","8804","7115"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","76","%","5555","4206"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","73","%","1053","765"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","76","%","4502","3441"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","84","%","5294","4460"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","79","%","992","786"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","85","%","4302","3674"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","80","%","34906","28038"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","76","%","8712","6617"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","82","%","26194","21421"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","76","%","17719","13464"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","72","%","4491","3212"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","78","%","13228","10252"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","85","%","17187","14574"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","81","%","4221","3405"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","86","%","12966","11169"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","81","%","23752","19343"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","78","%","5560","4352"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","82","%","18192","14991"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","77","%","12110","9351"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","74","%","2855","2107"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","78","%","9255","7244"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","86","%","11642","9992"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","83","%","2705","2245"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","87","%","8937","7747"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","77","%","6083","4688"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","71","%","1918","1355"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","80","%","4165","3333"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","72","%","3069","2218"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","66","%","975","644"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","75","%","2094","1574"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","82","%","3014","2470"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","75","%","943","711"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","85","%","2071","1759"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","79","%","5071","4007"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","74","%","1234","910"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","81","%","3837","3097"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","75","%","2540","1895"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","70","%","661","461"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","76","%","1879","1434"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","83","%","2531","2112"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","78","%","573","449"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","85","%","1958","1663"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","89","%","3327","2966"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","86","%","241","208"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","89","%","3086","2758"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","87","%","1709","1491"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","82","%","116","95"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","88","%","1593","1396"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","91","%","1618","1475"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","90","%","125","113"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","91","%","1493","1362"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","87","%","21443","18696"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","79","%","990","786"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","88","%","20453","17910"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","84","%","11056","9329"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","75","%","541","406"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","85","%","10515","8923"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","90","%","10387","9367"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","85","%","449","380"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","90","%","9938","8987"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","83","%","42696","35597"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","73","%","9341","6862"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","86","%","33355","28735"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","81","%","21896","17700"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","70","%","4799","3345"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","84","%","17097","14355"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","86","%","20800","17897"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","77","%","4542","3517"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","88","%","16258","14380"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","83","%","15822","13211"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","73","%","3046","2228"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","86","%","12776","10983"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","81","%","8162","6584"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","69","%","1639","1132"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","84","%","6523","5452"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","87","%","7660","6627"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","78","%","1407","1096"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","88","%","6253","5531"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","87","%","10377","9021"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","75","%","1564","1175"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","89","%","8813","7846"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","85","%","5325","4541"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","72","%","773","559"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","87","%","4552","3982"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","89","%","5052","4480"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","78","%","791","616"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","91","%","4261","3864"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","83","%","5875","4898"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","77","%","1292","991"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","85","%","4583","3907"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","81","%","2979","2414"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","71","%","648","462"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","84","%","2331","1952"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","86","%","2896","2484"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","82","%","644","529"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","87","%","2252","1955"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","80","%","10622","8467"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","72","%","3439","2468"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","84","%","7183","5999"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","77","%","5430","4161"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","69","%","1739","1192"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","80","%","3691","2969"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","83","%","5192","4306"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","75","%","1700","1276"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","87","%","3492","3030"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","75","%","12672","9524"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","68","%","2911","1985"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","77","%","9761","7539"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","72","%","6561","4740"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","66","%","1512","993"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","74","%","5049","3747"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","78","%","6111","4784"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","71","%","1399","992"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","80","%","4712","3792"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","78","%","28870","22378"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","73","%","4694","3423"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","78","%","24176","18955"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","74","%","14580","10746"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","69","%","2334","1611"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","75","%","12246","9135"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","81","%","14290","11632"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","77","%","2360","1812"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","82","%","11930","9820"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","63","%","9213","5788"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","65","%","1080","698"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","63","%","8133","5090"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","60","%","4685","2825"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","59","%","561","331"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","60","%","4124","2494"
