"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bournemouth","Local authority","E06000028","Girls","88","%","957","840"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","All","86","%","1468","1260"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","Boys","82","%","741","606"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","Girls","90","%","727","654"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","All","81","%","7822","6319"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","Boys","76","%","3969","3030"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","Girls","85","%","3853","3289"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Brent","Local authority","E09000005","All","83","%","3892","3227"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Brent","Local authority","E09000005","Boys","79","%","1981","1573"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Brent","Local authority","E09000005","Girls","87","%","1911","1654"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","All","83","%","2696","2230"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","Boys","78","%","1333","1044"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","Girls","87","%","1363","1186"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","All","83","%","5420","4485"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","Boys","80","%","2740","2183"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","Girls","86","%","2680","2302"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bromley","Local authority","E09000006","All","88","%","4028","3548"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bromley","Local authority","E09000006","Boys","85","%","2002","1704"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bromley","Local authority","E09000006","Girls","91","%","2026","1844"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","All","84","%","6567","5534"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","Boys","81","%","3356","2722"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","Girls","88","%","3211","2812"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","All","82","%","2458","2024"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","Boys","78","%","1249","979"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","Girls","86","%","1209","1045"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","All","82","%","2834","2326"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","Boys","81","%","1437","1159"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","Girls","84","%","1397","1167"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","All","81","%","7583","6149"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","77","%","3867","2981"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","85","%","3716","3168"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","All","83","%","1560","1299"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","Boys","81","%","780","633"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","Girls","85","%","780","666"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","All","84","%","3648","3064"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","81","%","1859","1501"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","87","%","1789","1563"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","All","84","%","4312","3633"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Boys","82","%","2227","1818"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Girls","87","%","2085","1815"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","80","%","4018","3225"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","77","%","2099","1609"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","84","%","1919","1616"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","All","!","%","!","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","Boys","!","%","!","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","Girls","!","%","!","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","All","82","%","6089","4967"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","Boys","78","%","3090","2418"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","Girls","85","%","2999","2549"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","All","84","%","5652","4756"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","Boys","81","%","2975","2395"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","Girls","88","%","2677","2361"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","All","81","%","4631","3765"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","Boys","78","%","2372","1843"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","Girls","85","%","2259","1922"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","All","85","%","4891","4138"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","Boys","81","%","2433","1973"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","Girls","88","%","2458","2165"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","All","82","%","4712","3857"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Boys","78","%","2376","1859"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Girls","86","%","2336","1998"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","All","86","%","1313","1125"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","Boys","82","%","653","536"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","Girls","89","%","660","589"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","All","82","%","3513","2880"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Boys","79","%","1788","1417"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Girls","85","%","1725","1463"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","All","81","%","8680","7032"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Boys","78","%","4427","3431"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Girls","85","%","4253","3601"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","All","84","%","8141","6824"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","Boys","80","%","4205","3356"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","Girls","88","%","3936","3468"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","All","79","%","3740","2954"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Boys","75","%","1904","1433"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Girls","83","%","1836","1521"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","All","82","%","4149","3391"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","Boys","78","%","2171","1691"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","Girls","86","%","1978","1700"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","All","80","%","4105","3275"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","Boys","77","%","2101","1621"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","Girls","83","%","2004","1654"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","All","86","%","4464","3820"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","Boys","82","%","2256","1854"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","Girls","89","%","2208","1966"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","82","%","3753","3095"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","79","%","1998","1586"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","86","%","1755","1509"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","All","83","%","5662","4684"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","Boys","79","%","2926","2297"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","Girls","87","%","2736","2387"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","All","80","%","4597","3700"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","Boys","78","%","2365","1841"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","Girls","83","%","2232","1859"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","All","84","%","16884","14116"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","Boys","81","%","8603","6963"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","Girls","86","%","8281","7153"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","All","84","%","2163","1815"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Boys","81","%","1118","902"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Girls","87","%","1045","913"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","All","81","%","7013","5709"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Boys","78","%","3615","2822"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Girls","85","%","3398","2887"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","All","84","%","3660","3071"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","Boys","80","%","1888","1508"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","Girls","88","%","1772","1563"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","All","86","%","2724","2333"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","Boys","83","%","1400","1157"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","Girls","89","%","1324","1176"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","All","79","%","1565","1241"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Boys","76","%","835","633"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Girls","83","%","730","608"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All","88","%","1390","1223"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys","87","%","682","596"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls","89","%","708","627"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","All","84","%","15859","13368"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","Boys","81","%","8177","6620"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","Girls","88","%","7682","6748"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","All","85","%","3067","2612"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","Boys","84","%","1601","1342"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","Girls","87","%","1466","1270"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","All","87","%","3141","2729"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","Boys","85","%","1612","1364"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","Girls","89","%","1529","1365"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","All","82","%","1197","982"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","Boys","77","%","632","486"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","Girls","88","%","565","496"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","All","85","%","3283","2801"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","Boys","82","%","1675","1381"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","Girls","88","%","1608","1420"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","All","84","%","1958","1648"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys","80","%","999","796"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls","89","%","959","852"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","All","84","%","14792","12468"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","Boys","82","%","7576","6176"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","Girls","87","%","7216","6292"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","All","85","%","4166","3521"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","Boys","82","%","2204","1812"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","Girls","87","%","1962","1709"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","All","84","%","3607","3016"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","Boys","81","%","1847","1505"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","Girls","86","%","1760","1511"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","All","81","%","1351","1095"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","Boys","77","%","714","552"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","Girls","85","%","637","543"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","All","!","%","!","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","Boys","!","%","!","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","Girls","!","%","!","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","All","84","%","1941","1623"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","Boys","80","%","1004","802"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","Girls","88","%","937","821"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","All","86","%","975","842"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys","85","%","516","440"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","Girls","88","%","459","402"
