"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Age","Age_Type","Sex","Disability","Value","confidence_interval","Numerator","denominator","samp_size"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","25-49","16-64","Female","unknown","31.3","5","20700","66100","336"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","25-49","16-64","Male","All","7.4","0.2","765100","10391600","44458"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","25-49","16-64","Male","Disabled","35.7","1.2","471500","1320900","5996"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","25-49","16-64","Male","Non-disabled","3.1","0.2","283200","9014400","38205"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","25-49","16-64","Male","unknown","18.6","4.8","10500","56300","257"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","All","All","28.8","0.4","3281700","11405400","62914"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","All","Disabled","55.4","0.7","1679100","3029600","17263"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","All","Non-disabled","19","0.4","1575400","8294600","45176"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","All","unknown","33.7","4.2","27300","81100","475"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Female","All","34.7","0.5","2009800","5799500","32972"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Female","Disabled","58.7","1","960600","1636800","9586"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Female","Non-disabled","25.1","0.6","1032100","4115800","23110"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Female","unknown","36.6","5.7","17100","46800","276"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Male","All","22.7","0.5","1271900","5605900","29942"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Male","Disabled","51.6","1.1","718400","1392800","7677"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Male","Non-disabled","13","0.4","543300","4178800","22066"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","50-64","16-64","Male","unknown","29.6","6.3","10200","34300","199"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","All","All","22.7","0.2","8957700","39490700","187019"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","All","Disabled","47.5","0.5","3240800","6821000","34901"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","All","Non-disabled","17.4","0.2","5625200","32417900","150844"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","All","unknown","36.4","2.6","91700","251800","1274"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Female","All","28.1","0.3","5595100","19901800","98361"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Female","Disabled","49.6","0.7","1864000","3759800","19797"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Female","Non-disabled","23","0.3","3674500","16004100","77842"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Female","unknown","41.1","3.6","56600","137900","722"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Male","All","17.2","0.2","3362600","19588900","88658"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Male","Disabled","45","0.8","1376800","3061100","15104"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Male","Non-disabled","11.9","0.2","1950600","16413800","73002"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","All","All","16-64","Male","unknown","30.8","3.9","35100","114000","552"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East Midlands","All","16-64","All","All","22","0.8","636700","2895400","9463"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East Midlands","All","16-64","All","Disabled","45.6","2.3","238400","522400","1733"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East Midlands","All","16-64","All","Non-disabled","16.7","0.8","393200","2357000","7675"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East Midlands","All","16-64","All","unknown","31.6","12.3","5100","16100","55"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East of England","All","16-64","All","All","20","0.7","741500","3699500","12012"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East of England","All","16-64","All","Disabled","40.5","2.1","241600","597300","2030"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East of England","All","16-64","All","Non-disabled","16","0.7","492200","3079500","9904"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","East of England","All","16-64","All","unknown","33.8","10.5","7700","22700","78"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","London","All","16-64","All","All","23.2","0.6","1345900","5789600","17947"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","London","All","16-64","All","Disabled","46.3","1.8","390900","843900","2809"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","London","All","16-64","All","Non-disabled","19.1","0.6","935800","4898000","14978"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","London","All","16-64","All","unknown","40.3","7.6","19200","47700","160"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North East","All","16-64","All","All","25.1","0.8","414500","1651100","12767"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North East","All","16-64","All","Disabled","51.6","1.9","180900","350500","2791"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North East","All","16-64","All","Non-disabled","17.7","0.8","228700","1291800","9898"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North East","All","16-64","All","unknown","55.6","11","4900","8800","78"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North West","All","16-64","All","All","25.3","0.6","1135000","4478200","23093"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North West","All","16-64","All","Disabled","54.9","1.4","490200","892800","4891"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North West","All","16-64","All","Non-disabled","17.9","0.6","636700","3559600","18063"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","North West","All","16-64","All","unknown","31.7","7.7","8200","25700","139"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Scotland","All","16-64","All","All","22.5","0.5","769300","3414600","24566"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Scotland","All","16-64","All","Disabled","52","1.5","315200","606500","4504"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Scotland","All","16-64","All","Non-disabled","16.1","0.5","448500","2788900","19910"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Scotland","All","16-64","All","unknown","29.1","7.2","5600","19200","152"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South East","All","16-64","All","All","20.3","0.5","1109600","5470900","22615"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South East","All","16-64","All","Disabled","40.5","1.6","333500","823000","3547"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South East","All","16-64","All","Non-disabled","16.6","0.5","765500","4612800","18913"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South East","All","16-64","All","unknown","30.2","7.2","10600","35100","155"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South West","All","16-64","All","All","19.8","0.6","649400","3280900","14772"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South West","All","16-64","All","Disabled","41.4","1.9","225600","545000","2610"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South West","All","16-64","All","Non-disabled","15.3","0.6","416000","2715100","12057"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","South West","All","16-64","All","unknown","37.3","9.2","7700","20700","105"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Wales","All","16-64","All","All","25.3","0.6","483700","1909300","20398"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Wales","All","16-64","All","Disabled","50.7","1.5","199600","393800","4454"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Wales","All","16-64","All","Non-disabled","18.6","0.6","278700","1501100","15780"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Wales","All","16-64","All","unknown","37.1","7.4","5400","14500","164"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","West Midlands","All","16-64","All","All","24.8","0.7","876900","3539900","14257"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","West Midlands","All","16-64","All","Disabled","50.6","1.9","321900","636200","2692"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","West Midlands","All","16-64","All","Non-disabled","18.9","0.7","546200","2883700","11486"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","West Midlands","All","16-64","All","unknown","43.5","10.9","8700","20000","79"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","All","23.7","0.7","795200","3361300","15129"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Disabled","49.7","1.8","302900","609600","2840"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Non-disabled","17.7","0.7","483600","2730500","12180"
"Inactive","Percentage of individuals inactive","All","All","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","unknown","41.1","9.2","8700","21200","109"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","All","59.5","3.3","344700","579600","2087"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","Disabled","66.3","12.2","27600","41600","145"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","Non-disabled","58.8","3.5","314800","535300","1932"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","All","60.8","4.8","169200","278300","1011"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","Disabled","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","Non-disabled","60.7","5","153800","253300","925"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Female","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","All","58.2","4.7","175500","301300","1076"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","Disabled","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","Non-disabled","57.1","4.8","161000","282000","1007"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","Male","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","All","22.8","1.5","429000","1881700","7687"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","Disabled","41.8","4.9","97500","232900","985"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","Non-disabled","20.1","1.5","329400","1640100","6660"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","All","38.2","2.4","358800","939900","4084"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","Disabled","55.1","6.5","72600","131600","568"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","Non-disabled","35.4","2.5","285000","804700","3497"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Female","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","All","7.5","1.4","70200","941800","3603"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","Disabled","24.6","6.5","24900","101400","417"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","Non-disabled","5.3","1.2","44400","835500","3163"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","25-49","16-64","Male","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","All","36.1","3.2","169500","470000","2143"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","Disabled","63","5.5","100300","159300","729"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","Non-disabled","21.8","3.4","67100","307400","1397"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","All","49.5","4.7","114600","231500","1080"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","Disabled","71.6","6.8","64100","89400","417"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","Non-disabled","35","5.8","49100","140100","653"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Female","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","All","23","4","54900","238500","1063"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","Disabled","51.9","8.8","36300","69900","312"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","Non-disabled","10.8","3.5","18100","167300","744"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","50-64","16-64","Male","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","All","32.2","1.3","943200","2931300","11917"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","Disabled","51.9","3.6","225400","433900","1859"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","Non-disabled","28.6","1.4","711300","2482900","9989"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Female","All","44.3","2","642600","1449700","6175"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Female","Disabled","61.7","4.6","150900","244500","1065"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Female","Non-disabled","40.7","2.1","487900","1198100","5075"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Female","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Male","All","20.3","1.6","300600","1481600","5742"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Male","Disabled","39.3","5.4","74500","189300","794"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Male","Non-disabled","17.4","1.7","223400","1284800","4914"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","All","All","16-64","Male","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East Midlands","All","16-64","All","All","30","4.9","55100","183400","829"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East Midlands","All","16-64","All","Disabled","47","12.9","14100","30000","144"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East Midlands","All","16-64","All","Non-disabled","26.5","5.2","40400","152400","681"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East of England","All","16-64","All","All","29.1","5","53700","184700","780"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East of England","All","16-64","All","Disabled","42.5","13.6","10800","25300","127"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East of England","All","16-64","All","Non-disabled","26.9","5.4","42700","158500","649"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","East of England","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","London","All","16-64","All","All","30","2.5","309100","1029600","3150"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","London","All","16-64","All","Disabled","48.9","6.9","73500","150300","502"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","London","All","16-64","All","Non-disabled","26.6","2.7","232000","872900","2626"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","London","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North East","All","16-64","All","All","35.5","7.7","16500","46500","373"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North East","All","16-64","All","Disabled","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North East","All","16-64","All","Non-disabled","33.2","8.1","13700","41100","324"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North East","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North West","All","16-64","All","All","36.9","3.7","109100","295300","1672"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North West","All","16-64","All","Disabled","60.4","8.8","30900","51100","293"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North West","All","16-64","All","Non-disabled","31.9","3.9","77400","242300","1367"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","North West","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Scotland","All","16-64","All","All","31.5","7.3","27700","87900","390"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Scotland","All","16-64","All","Disabled","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Scotland","All","16-64","All","Non-disabled","26.7","7.5","20000","75000","334"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Scotland","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South East","All","16-64","All","All","28.6","3.5","87900","307700","1604"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South East","All","16-64","All","Disabled","44.1","10.9","14300","32500","199"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South East","All","16-64","All","Non-disabled","26.7","3.7","73200","273800","1397"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South East","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South West","All","16-64","All","All","23.3","7","18900","80800","354"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South West","All","16-64","All","Disabled","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South West","All","16-64","All","Non-disabled","23","7.3","17200","74800","322"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","South West","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Wales","All","16-64","All","All","36.3","8.4","13300","36600","318"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Wales","All","16-64","All","Disabled","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Wales","All","16-64","All","Non-disabled","34.3","8.8","11000","31900","277"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Wales","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","West Midlands","All","16-64","All","All","35.5","3.7","153900","433700","1566"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","West Midlands","All","16-64","All","Disabled","55.9","9.5","40800","73000","264"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","West Midlands","All","16-64","All","Non-disabled","31.3","4","112600","359500","1296"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","West Midlands","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","All","40","5.1","98000","245000","881"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Disabled","60.2","11.9","26500","44000","163"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","Non-disabled","35.5","5.5","71200","200500","716"
"Inactive","Percentage of individuals inactive","Asian","ONS 2011 5+1","Jan14-Dec14","year","Yorkshire and The Humber","All","16-64","All","unknown","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Black","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","All","54.2","5.2","142600","263200","894"
"Inactive","Percentage of individuals inactive","Black","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","Disabled","!","!","!","!","!"
"Inactive","Percentage of individuals inactive","Black","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","Non-disabled","53.2","5.4","128200","241200","813"
"Inactive","Percentage of individuals inactive","Black","ONS 2011 5+1","Jan14-Dec14","year","All","16-24","16-64","All","unknown","!","!","!","!","!"
