"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Blackpool","Local authority","E06000009","Boys","70","%","822","575"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Blackpool","Local authority","E06000009","Girls","76","%","861","653"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bolton","Local authority","E08000001","All","73","%","4041","2943"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bolton","Local authority","E08000001","Boys","68","%","2069","1416"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bolton","Local authority","E08000001","Girls","77","%","1972","1527"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bournemouth","Local authority","E06000028","All","78","%","1991","1547"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bournemouth","Local authority","E06000028","Boys","73","%","1013","743"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bournemouth","Local authority","E06000028","Girls","82","%","978","804"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","All","78","%","1457","1133"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","Boys","72","%","733","531"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bracknell Forest","Local authority","E06000036","Girls","83","%","724","602"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","All","71","%","8037","5741"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","Boys","67","%","4125","2745"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","Girls","77","%","3912","2996"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Brent","Local authority","E09000005","All","75","%","3891","2917"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Brent","Local authority","E09000005","Boys","70","%","2066","1449"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Brent","Local authority","E09000005","Girls","80","%","1825","1468"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","All","74","%","2745","2039"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","Boys","70","%","1395","974"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Brighton and Hove","Local authority","E06000043","Girls","79","%","1350","1065"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","All","73","%","5261","3844"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","Boys","70","%","2668","1856"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bristol, City of","Local authority","E06000023","Girls","77","%","2593","1988"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bromley","Local authority","E09000006","All","81","%","4065","3275"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bromley","Local authority","E09000006","Boys","79","%","2078","1635"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bromley","Local authority","E09000006","Girls","83","%","1987","1640"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","All","79","%","6585","5227"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","Boys","76","%","3368","2544"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Buckinghamshire","Local authority","E10000002","Girls","83","%","3217","2683"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","All","73","%","2446","1782"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","Boys","70","%","1244","873"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","Girls","76","%","1202","909"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","All","71","%","2724","1941"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","Boys","66","%","1372","903"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","Girls","77","%","1352","1038"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","All","74","%","7485","5539"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","70","%","3917","2750"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","78","%","3568","2789"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","All","77","%","1678","1290"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","Boys","73","%","829","605"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","Girls","81","%","849","685"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","All","79","%","3699","2939"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","76","%","1914","1450"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","83","%","1785","1489"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","All","77","%","4267","3274"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Boys","73","%","2180","1597"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Girls","80","%","2087","1677"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","74","%","4029","2987"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","70","%","2029","1414"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","79","%","2000","1573"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","All","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","Boys","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","Girls","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","All","72","%","6157","4424"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","Boys","67","%","3203","2147"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","Girls","77","%","2954","2277"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","All","76","%","5834","4462"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","Boys","73","%","2991","2170"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","Girls","81","%","2843","2292"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","All","72","%","4631","3313"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","Boys","67","%","2429","1624"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","Girls","77","%","2202","1689"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","All","77","%","4822","3737"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","Boys","74","%","2461","1814"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","Girls","81","%","2361","1923"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","All","75","%","5184","3889"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Boys","70","%","2640","1856"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Girls","80","%","2544","2033"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","All","76","%","1316","1002"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","Boys","72","%","672","486"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","Girls","80","%","644","516"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","All","72","%","3381","2419"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Boys","67","%","1713","1149"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Girls","76","%","1668","1270"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","All","76","%","8768","6629"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Boys","71","%","4468","3177"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Girls","80","%","4300","3452"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","All","75","%","8194","6125"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","Boys","71","%","4220","2977"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","Girls","79","%","3974","3148"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","All","72","%","3885","2806"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Boys","67","%","1988","1339"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Girls","77","%","1897","1467"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","All","76","%","4202","3198"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","Boys","72","%","2107","1524"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","Girls","80","%","2095","1674"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","All","74","%","3893","2891"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","Boys","70","%","1998","1390"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","Girls","79","%","1895","1501"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","All","75","%","4505","3396"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","Boys","72","%","2327","1669"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","Girls","79","%","2178","1727"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","76","%","3533","2683"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","72","%","1812","1312"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","80","%","1721","1371"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","All","77","%","5731","4410"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","Boys","72","%","2943","2132"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","Girls","82","%","2788","2278"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","All","73","%","4642","3370"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","Boys","69","%","2371","1637"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","Girls","76","%","2271","1733"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","All","77","%","17002","13078"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","Boys","73","%","8797","6442"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","Girls","81","%","8205","6636"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","All","78","%","2260","1764"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Boys","74","%","1160","858"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Girls","82","%","1100","906"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","All","75","%","6949","5235"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Boys","71","%","3516","2503"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Girls","80","%","3433","2732"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","All","79","%","3644","2879"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","Boys","75","%","1846","1376"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","Girls","84","%","1798","1503"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","All","81","%","2728","2209"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","Boys","77","%","1401","1076"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","Girls","85","%","1327","1133"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","All","73","%","1510","1102"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Boys","69","%","761","524"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Girls","77","%","749","578"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All","80","%","1465","1165"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys","77","%","709","546"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls","82","%","756","619"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","All","81","%","15802","12787"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","Boys","78","%","8110","6300"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","Girls","84","%","7692","6487"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","All","77","%","3143","2422"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","Boys","73","%","1588","1164"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","Girls","81","%","1555","1258"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","All","79","%","3186","2504"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","Boys","75","%","1611","1212"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","Girls","82","%","1575","1292"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","All","75","%","1208","912"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","Boys","71","%","618","441"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","Girls","80","%","590","471"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","All","77","%","3208","2464"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","Boys","72","%","1669","1204"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","Girls","82","%","1539","1260"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","All","79","%","2006","1584"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys","74","%","1005","739"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls","84","%","1001","845"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","All","78","%","14921","11649"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","Boys","74","%","7623","5665"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","Girls","82","%","7298","5984"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","All","76","%","4148","3159"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","Boys","71","%","2136","1526"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","Girls","81","%","2012","1633"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","All","80","%","3419","2745"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","Boys","76","%","1782","1363"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","Girls","84","%","1637","1382"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","All","70","%","1341","940"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","Boys","64","%","669","430"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","Girls","76","%","672","510"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","All","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","Boys","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","Girls","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","All","76","%","2048","1548"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","Boys","71","%","1063","760"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","Girls","80","%","985","788"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","All","81","%","998","805"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys","77","%","524","402"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","Girls","85","%","474","403"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kent","Local authority","E10000016","All","78","%","18351","14330"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kent","Local authority","E10000016","Boys","74","%","9482","6984"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kent","Local authority","E10000016","Girls","83","%","8869","7346"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All","72","%","3429","2456"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2017-18","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Boys","68","%","1784","1209"
