"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","75","%","9708","7275"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","11974","9852"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","77","%","2479","1914"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","84","%","9495","7938"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","73","%","6409","4707"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","1587","1061"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","76","%","4822","3646"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","68","%","3182","2179"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","62","%","742","463"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","70","%","2440","1716"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","3227","2528"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","71","%","845","598"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","81","%","2382","1930"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","75","%","5023","3748"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","68","%","1040","712"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","76","%","3983","3036"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","70","%","2563","1796"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","64","%","530","340"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","72","%","2033","1456"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","79","%","2460","1952"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","73","%","510","372"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","81","%","1950","1580"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","84","%","3082","2588"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","72","%","210","152"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","85","%","2872","2436"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","81","%","1609","1302"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","67","%","121","81"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","82","%","1488","1221"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","87","%","1473","1286"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","80","%","89","71"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","88","%","1384","1215"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","84","%","20428","17182"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","75","%","787","592"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","84","%","19641","16590"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","81","%","10531","8484"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","69","%","416","286"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","81","%","10115","8198"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","88","%","9897","8698"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","82","%","371","306"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","88","%","9526","8392"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","77","%","41906","32386"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","66","%","8122","5329"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","80","%","33784","27057"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","73","%","21280","15589"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","60","%","4064","2429"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","76","%","17216","13160"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","81","%","20626","16797"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","71","%","4058","2900"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","84","%","16568","13897"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","78","%","15399","12017"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","2675","1803"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","80","%","12724","10214"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","75","%","7927","5911"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","62","%","1338","836"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","77","%","6589","5075"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","7472","6106"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","72","%","1337","967"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","84","%","6135","5139"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","81","%","9937","8083"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","1342","902"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","84","%","8595","7181"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","78","%","5056","3933"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","62","%","688","424"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","80","%","4368","3509"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","85","%","4881","4150"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","73","%","654","478"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","87","%","4227","3672"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","78","%","5866","4575"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","69","%","1106","764"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","80","%","4760","3811"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","74","%","2916","2164"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","64","%","532","338"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","77","%","2384","1826"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","2950","2411"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","74","%","574","426"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","84","%","2376","1985"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","72","%","10704","7711"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","62","%","2999","1860"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","76","%","7705","5851"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","67","%","5381","3581"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","55","%","1506","831"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","71","%","3875","2750"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","5323","4130"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","69","%","1493","1029"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","81","%","3830","3101"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","69","%","12481","8581"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","60","%","2475","1482"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","71","%","10006","7099"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","65","%","6556","4269"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","56","%","1324","736"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","68","%","5232","3533"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","73","%","5925","4312"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","65","%","1151","746"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","75","%","4774","3566"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","73","%","27862","20272"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","3862","2569"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","74","%","24000","17703"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","67","%","14146","9547"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","61","%","1954","1190"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","69","%","12192","8357"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","13716","10725"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","72","%","1908","1379"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","79","%","11808","9346"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","58","%","7888","4600"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","58","%","811","473"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","58","%","7077","4127"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","55","%","4111","2253"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","52","%","424","219"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","55","%","3687","2034"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","62","%","3777","2347"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","66","%","387","254"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","62","%","3390","2093"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","75","%","493332","371175"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","57","%","64386","36710"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","78","%","428946","334465"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","71","%","253297","180027"
"Percentage of pupils reaching the expected standard in key stage 1 reading","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","52","%","33300","17178"
