"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","Girls","All Pupils","66.7","%","12"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","All Pupils","All Pupils","25","%","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","Girls","All Pupils","25","%","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","All Pupils","All Pupils","0","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","Girls","All Pupils","0","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","All Pupils","All Pupils","47.1","%","17"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","Boys","All Pupils","44.4","%","9"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","Girls","All Pupils","50","%","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","All Pupils","All Pupils","37.2","%","966"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","Boys","All Pupils","31.3","%","485"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Hartlepool","Local authority","E06000001","Girls","All Pupils","43","%","481"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Middlesbrough","Local authority","E06000002","All Pupils","All Pupils","37","%","1337"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Middlesbrough","Local authority","E06000002","Boys","All Pupils","35.1","%","678"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Middlesbrough","Local authority","E06000002","Girls","All Pupils","39","%","659"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","All Pupils","All Pupils","44.6","%","177"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Boys","All Pupils","42.2","%","83"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Girls","All Pupils","46.8","%","94"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","All Pupils","All Pupils","50","%","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Boys","All Pupils","12.5","%","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Girls","All Pupils","80","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","All Pupils","All Pupils","100","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Boys","All Pupils","100","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","All Pupils","All Pupils","40.9","%","44"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Boys","All Pupils","43.8","%","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Girls","All Pupils","39.3","%","28"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","All Pupils","All Pupils","36","%","1021"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Boys","All Pupils","34.9","%","536"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local authority","E06000002","Girls","All Pupils","37.3","%","485"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Redcar and Cleveland","Local authority","E06000003","All Pupils","All Pupils","40.7","%","1517"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Redcar and Cleveland","Local authority","E06000003","Boys","All Pupils","37.8","%","784"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Redcar and Cleveland","Local authority","E06000003","Girls","All Pupils","43.9","%","733"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","All Pupils","All Pupils","57.7","%","26"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Boys","All Pupils","62.5","%","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Girls","All Pupils","50","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","All Pupils","All Pupils","50","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Boys","All Pupils","50","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","All Pupils","All Pupils","33.3","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Boys","All Pupils","33.3","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","All Pupils","All Pupils","56.3","%","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Boys","All Pupils","44.4","%","9"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Girls","All Pupils","71.4","%","7"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","All Pupils","All Pupils","40.4","%","1459"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Boys","All Pupils","37.2","%","747"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local authority","E06000003","Girls","All Pupils","43.7","%","712"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Stockton-on-Tees","Local authority","E06000004","All Pupils","All Pupils","47.9","%","1929"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Stockton-on-Tees","Local authority","E06000004","Boys","All Pupils","46.6","%","1025"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Stockton-on-Tees","Local authority","E06000004","Girls","All Pupils","49.3","%","904"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","All Pupils","All Pupils","56.4","%","117"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Boys","All Pupils","54.5","%","66"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Girls","All Pupils","58.8","%","51"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","All Pupils","All Pupils","66.7","%","15"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Boys","All Pupils","80","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Girls","All Pupils","60","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","All Pupils","All Pupils","60","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Boys","All Pupils","50","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Girls","All Pupils","66.7","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","All Pupils","All Pupils","63.4","%","41"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Boys","All Pupils","52.2","%","23"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Girls","All Pupils","77.8","%","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","All Pupils","All Pupils","46.8","%","1739"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Boys","All Pupils","45.5","%","921"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local authority","E06000004","Girls","All Pupils","48.2","%","818"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Darlington","Local authority","E06000005","All Pupils","All Pupils","44.9","%","1097"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Darlington","Local authority","E06000005","Boys","All Pupils","42.7","%","574"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Darlington","Local authority","E06000005","Girls","All Pupils","47.4","%","523"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","All Pupils","All Pupils","43.8","%","32"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Boys","All Pupils","45.5","%","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Girls","All Pupils","42.9","%","21"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","All Pupils","All Pupils","60","%","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Boys","All Pupils","50","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Girls","All Pupils","66.7","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","All Pupils","All Pupils","50","%","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Boys","All Pupils","0","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Girls","All Pupils","66.7","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","All Pupils","All Pupils","62.5","%","32"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Boys","All Pupils","53.8","%","13"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Girls","All Pupils","68.4","%","19"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","All Pupils","All Pupils","44.3","%","1008"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Boys","All Pupils","42","%","538"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Darlington","Local authority","E06000005","Girls","All Pupils","47","%","470"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","County Durham","Local authority","E06000047","All Pupils","All Pupils","39.2","%","4614"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","County Durham","Local authority","E06000047","Boys","All Pupils","36.1","%","2361"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","County Durham","Local authority","E06000047","Girls","All Pupils","42.4","%","2253"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","All Pupils","All Pupils","53.1","%","32"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","County Durham","Local authority","E06000047","Boys","All Pupils","56.5","%","23"
