"Ethnicity","Geography","%","Pupils"
"All","Warwickshire","49.5","5,623"
"All","West Berkshire","45.8","1,851"
"All","West Midlands","40.0","60,984"
"All","West Sussex","42.7","8,002"
"All","Westminster","53.5","1,655"
"All","Wigan","39.6","3,352"
"All","Wiltshire","46.6","4,806"
"All","Windsor and Maidenhead","48.4","1,494"
"All","Wirral","45.6","3,388"
"All","Wokingham","52.9","1,744"
"All","Wolverhampton","35.1","2,770"
"All","Worcestershire","42.5","5,439"
"All","York","50.9","1,699"
"All","Yorkshire and The Humber","41.1","54,441"
"Asian","All - England","52.3","57,606"
"Asian","Barking and Dagenham","57.7","530"
"Asian","Barnet","81.2","536"
"Asian","Barnsley","42.9","7"
"Asian","Bath and North East Somerset","50.0","38"
"Asian","Bedford","34.7","271"
"Asian","Bexley","68.3","221"
"Asian","Birmingham","45.2","5,206"
"Asian","Blackburn with Darwen","50.4","889"
"Asian","Blackpool","55.6","27"
"Asian","Bolton","53.5","731"
"Asian","Bournemouth, Christchurch and Poole","64.8","88"
"Asian","Bracknell Forest","50.9","55"
"Asian","Bradford","35.0","2,774"
"Asian","Brent","56.6","876"
"Asian","Brighton and Hove","46.9","81"
"Asian","Bristol, City of","40.3","268"
"Asian","Bromley","79.1","206"
"Asian","Buckinghamshire","64.7","1,148"
"Asian","Bury","42.5","339"
"Asian","Calderdale","49.4","429"
"Asian","Cambridgeshire","61.9","194"
"Asian","Camden","46.8","278"
"Asian","Central Bedfordshire","58.0","50"
"Asian","Cheshire East","60.5","43"
"Asian","Cheshire West and Chester","52.2","46"
"Asian","Cornwall","40.0","15"
"Asian","County Durham","58.8","34"
"Asian","Coventry","52.6","683"
"Asian","Croydon","53.9","477"
"Asian","Cumbria","46.9","32"
"Asian","Darlington","36.8","19"
"Asian","Derby","47.5","528"
"Asian","Derbyshire","50.7","69"
"Asian","Devon","79.5","39"
"Asian","Doncaster","55.4","92"
"Asian","Dorset","48.6","37"
"Asian","Dudley","38.7","310"
"Asian","Ealing","58.8","906"
"Asian","East Midlands","51.5","4,087"
"Asian","East Riding of Yorkshire","80.0","10"
"Asian","East Sussex","62.8","86"
"Asian","East of England","54.7","3,873"
"Asian","Enfield","65.9","308"
"Asian","Essex","70.3","354"
"Asian","Gateshead","67.4","46"
"Asian","Gloucestershire","67.0","206"
"Asian","Greenwich","59.6","178"
"Asian","Hackney","56.1","280"
"Asian","Halton","50.0","6"
"Asian","Hammersmith and Fulham","60.8","120"
"Asian","Hampshire","60.6","327"
"Asian","Haringey","59.1","127"
"Asian","Harrow","62.3","939"
"Asian","Hartlepool","35.3","17"
"Asian","Havering","61.7","162"
"Asian","Herefordshire, County of","80.0","5"
"Asian","Hertfordshire","69.0","970"
"Asian","Hillingdon","60.0","760"
"Asian","Hounslow","58.1","833"
"Asian","Inner London","54.0","5,764"
"Asian","Isle of Wight","100.0","1"
"Asian","Isles of Scilly","NA","NA"
"Asian","Islington","54.4","171"
"Asian","Kensington and Chelsea","62.2","37"
"Asian","Kent","72.6","649"
"Asian","Kingston upon Hull, City of","65.0","40"
"Asian","Kingston upon Thames","77.2","404"
"Asian","Kirklees","44.7","1,272"
"Asian","Knowsley","40.0","5"
"Asian","Lambeth","61.5","91"
"Asian","Lancashire","44.1","1,366"
"Asian","Leeds","39.6","891"
"Asian","Leicester","46.7","1,736"
"Asian","Leicestershire","63.0","583"
"Asian","Lewisham","57.3","131"
"Asian","Lincolnshire","83.7","135"
"Asian","Liverpool","74.3","144"
"Asian","Luton","42.8","1,163"
"Asian","Manchester","44.7","1,179"
"Asian","Medway","68.7","182"
"Asian","Merton","54.6","249"
"Asian","Middlesbrough","42.0","157"
"Asian","Milton Keynes","49.1","273"
"Asian","Newcastle upon Tyne","46.2","249"
"Asian","Newham","55.7","1,852"
"Asian","Norfolk","63.8","94"
"Asian","North East","48.1","902"
"Asian","North East Lincolnshire","27.3","11"
"Asian","North Lincolnshire","47.7","65"
"Asian","North Somerset","50.0","24"
"Asian","North Tyneside","45.5","55"
"Asian","North West","47.2","7,488"
"Asian","North Yorkshire","60.8","130"
"Asian","Northamptonshire","57.7","338"
"Asian","Northumberland","48.7","39"
"Asian","Nottingham","42.1","494"
"Asian","Nottinghamshire","61.4","202"
"Asian","Oldham","33.4","964"
"Asian","Outer London","63.7","11,060"
"Asian","Oxfordshire","44.9","363"
"Asian","Peterborough","33.5","388"
"Asian","Plymouth","62.5","24"
"Asian","Portsmouth","57.3","96"
"Asian","Reading","60.8","283"
"Asian","Redbridge","66.7","1,961"
"Asian","Redcar and Cleveland","52.4","21"
"Asian","Richmond upon Thames","48.2","112"
"Asian","Rochdale","35.0","605"
"Asian","Rotherham","39.7","290"
"Asian","Rutland","50.0","2"
"Asian","Salford","56.1","57"
"Asian","Sandwell","38.8","1,052"
"Asian","Sefton","75.0","20"
"Asian","Sheffield","36.0","581"
"Asian","Shropshire","48.0","25"
"Asian","Slough","64.8","957"
"Asian","Solihull","52.7","374"
"Asian","Somerset","63.0","46"
"Asian","South East","59.6","6,176"
"Asian","South Gloucestershire","44.7","85"
"Asian","South Tyneside","50.8","65"
"Asian","South West","52.6","1,174"
"Asian","Southampton","49.1","212"
"Asian","Southend-on-Sea","81.5","189"
"Asian","Southwark","63.9","144"
"Asian","St. Helens","70.0","20"
"Asian","Staffordshire","43.4","279"
"Asian","Stockport","58.3","180"
"Asian","Stockton-on-Tees","46.7","105"
"Asian","Stoke-on-Trent","38.4","370"
"Asian","Suffolk","55.0","109"
"Asian","Sunderland","54.7","95"
"Asian","Surrey","55.5","647"
"Asian","Sutton","89.8","636"
"Asian","Swindon","39.8","221"
"Asian","Tameside","46.4","263"
"Asian","Telford and Wrekin","53.7","134"
"Asian","Thurrock","61.5","91"
"Asian","Torbay","91.7","12"
"Asian","Tower Hamlets","50.1","1,962"
"Asian","Trafford","76.2","407"
"Asian","Wakefield","47.2","142"
"Asian","Walsall","49.9","754"
"Asian","Waltham Forest","51.4","766"
"Asian","Wandsworth","52.3","354"
"Asian","Warrington","50.0","46"
"Asian","Warwickshire","64.2","327"
"Asian","West Berkshire","43.2","44"
"Asian","West Midlands","46.1","10,314"
"Asian","West Sussex","52.6","333"
"Asian","Westminster","65.0","217"
"Asian","Wigan","55.9","34"
"Asian","Wiltshire","67.6","71"
"Asian","Windsor and Maidenhead","48.1","208"
"Asian","Wirral","65.9","85"
"Asian","Wokingham","53.2","231"
"Asian","Wolverhampton","49.9","619"
"Asian","Worcestershire","42.6","176"
"Asian","York","64.7","34"
"Asian","Yorkshire and The Humber","40.2","6,768"
"Black","All - England","38.2","30,819"
"Black","Barking and Dagenham","44.9","642"
"Black","Barnet","50.4","532"
"Black","Barnsley","27.8","18"
"Black","Bath and North East Somerset","22.7","22"
"Black","Bedford","27.0","122"
"Black","Bexley","60.1","612"
"Black","Birmingham","32.2","1,708"
"Black","Blackburn with Darwen","36.8","19"
"Black","Blackpool","20.0","5"
"Black","Bolton","41.8","170"
"Black","Bournemouth, Christchurch and Poole","41.7","24"
"Black","Bracknell Forest","42.4","33"
"Black","Bradford","29.9","97"
"Black","Brent","40.5","703"
"Black","Brighton and Hove","37.7","53"
"Black","Bristol, City of","24.7","385"
"Black","Bromley","47.6","338"
"Black","Buckinghamshire","49.4","156"
"Black","Bury","31.4","51"
"Black","Calderdale","31.8","44"
"Black","Cambridgeshire","36.9","65"
"Black","Camden","38.8","402"
"Black","Central Bedfordshire","27.4","62"
"Black","Cheshire East","30.8","13"
"Black","Cheshire West and Chester","12.5","16"
"Black","Cornwall","25.0","8"
"Black","County Durham","33.3","15"
"Black","Coventry","33.7","365"
"Black","Croydon","31.6","1,130"
"Black","Cumbria","30.0","10"
"Black","Darlington","0.0","3"
"Black","Derby","34.7","95"
"Black","Derbyshire","41.2","17"
"Black","Devon","18.2","11"
"Black","Doncaster","34.5","29"
"Black","Dorset","42.9","7"
"Black","Dudley","33.0","100"
"Black","Ealing","45.5","560"
"Black","East Midlands","34.0","1,440"
"Black","East Riding of Yorkshire","0.0","3"
"Black","East Sussex","41.9","31"
"Black","East of England","41.8","2,134"
"Black","Enfield","37.5","890"
"Black","Essex","44.2","477"
"Black","Gateshead","57.9","19"
"Black","Gloucestershire","37.2","86"
"Black","Greenwich","42.1","708"
"Black","Hackney","38.0","849"
"Black","Halton","NA","NA"
"Black","Hammersmith and Fulham","40.7","305"
"Black","Hampshire","33.3","105"
"Black","Haringey","29.8","634"
"Black","Harrow","31.3","326"
"Black","Hartlepool","0.0","3"
"Black","Havering","49.4","340"
"Black","Herefordshire, County of","NA","NA"
"Black","Hertfordshire","43.3","545"
"Black","Hillingdon","38.8","379"
"Black","Hounslow","43.5","352"
"Black","Inner London","37.2","8,148"
"Black","Isle of Wight","33.3","3"
"Black","Isles of Scilly","NA","NA"
"Black","Islington","36.0","414"
"Black","Kensington and Chelsea","45.6","169"
"Black","Kent","64.1","423"
"Black","Kingston upon Hull, City of","30.0","50"
"Black","Kingston upon Thames","35.5","76"
"Black","Kirklees","26.3","95"
"Black","Knowsley","55.6","9"
"Black","Lambeth","35.0","1,058"
"Black","Lancashire","38.6","44"
"Black","Leeds","33.9","466"
"Black","Leicester","27.4","405"
"Black","Leicestershire","37.2","94"
"Black","Lewisham","31.3","999"
"Black","Lincolnshire","47.7","44"
"Black","Liverpool","30.7","163"
"Black","Luton","32.8","323"
"Black","Manchester","32.5","952"
"Black","Medway","56.5","177"
"Black","Merton","34.2","263"
"Black","Middlesbrough","50.0","26"
"Black","Milton Keynes","29.3","392"
"Black","Newcastle upon Tyne","27.2","92"
"Black","Newham","38.1","978"
"Black","Norfolk","40.7","54"
"Black","North East","36.7","218"
"Black","North East Lincolnshire","0.0","2"
"Black","North Lincolnshire","44.4","9"
"Black","North Somerset","30.8","13"
"Black","North Tyneside","21.4","14"
"Black","North West","35.5","2,003"
"Black","North Yorkshire","56.5","23"
"Black","Northamptonshire","41.5","364"
"Black","Northumberland","50.0","6"
"Black","Nottingham","28.9","308"
"Black","Nottinghamshire","37.8","111"
"Black","Oldham","33.0","94"
"Black","Outer London","41.8","9,205"
"Black","Oxfordshire","36.9","149"
"Black","Peterborough","32.3","62"
"Black","Plymouth","46.2","13"
"Black","Portsmouth","33.3","48"
"Black","Reading","31.1","90"
"Black","Redbridge","42.2","486"
"Black","Redcar and Cleveland","33.3","3"
"Black","Richmond upon Thames","23.8","63"
"Black","Rochdale","35.4","82"
"Black","Rotherham","34.0","47"
"Black","Rutland","0.0","2"
"Black","Salford","38.6","101"
"Black","Sandwell","22.9","319"
"Black","Sefton","36.4","11"
"Black","Sheffield","32.3","316"
"Black","Shropshire","0.0","5"
"Black","Slough","48.8","164"
"Black","Solihull","33.7","92"
"Black","Somerset","35.7","14"
"Black","South East","43.6","2,330"
"Black","South Gloucestershire","35.4","48"
"Black","South Tyneside","50.0","2"
"Black","South West","30.4","741"
"Black","Southampton","45.3","53"
"Black","Southend-on-Sea","73.5","162"
"Black","Southwark","42.8","1,146"
"Black","St. Helens","16.7","12"
"Black","Staffordshire","26.6","79"
"Black","Stockport","30.0","30"
"Black","Stockton-on-Tees","62.5","16"
"Black","Stoke-on-Trent","35.6","73"
"Black","Suffolk","21.7","69"
"Black","Sunderland","42.1","19"
"Black","Surrey","40.2","179"
"Black","Sutton","57.7","234"
"Black","Swindon","38.9","54"
"Black","Tameside","51.7","60"
"Black","Telford and Wrekin","39.3","56"
"Black","Thurrock","46.6","193"
"Black","Torbay","0.0","3"
"Black","Tower Hamlets","37.6","346"
"Black","Trafford","60.6","94"
"Black","Wakefield","47.6","42"
"Black","Walsall","31.3","160"
"Black","Waltham Forest","33.3","571"
"Black","Wandsworth","37.4","452"
"Black","Warrington","33.3","24"
"Black","Warwickshire","39.7","58"
"Black","West Berkshire","43.9","41"
"Black","West Midlands","31.7","3,355"
"Black","West Sussex","26.6","128"
"Black","Westminster","42.4","396"
"Black","Wigan","30.0","30"
"Black","Wiltshire","43.4","53"
"Black","Windsor and Maidenhead","42.9","28"
"Black","Wirral","61.5","13"
"Black","Wokingham","39.0","77"
"Black","Wolverhampton","34.0","312"
"Black","Worcestershire","25.0","28"
"Black","York","50.0","4"
"Black","Yorkshire and The Humber","33.2","1,245"
"Chinese","All - England","76.7","1,996"
"Chinese","Barking and Dagenham","100.0","3"
"Chinese","Barnet","88.6","44"
"Chinese","Barnsley","100.0","1"
"Chinese","Bath and North East Somerset","75.0","8"
"Chinese","Bedford","66.7","3"
"Chinese","Bexley","90.3","31"
"Chinese","Birmingham","92.1","38"
"Chinese","Blackburn with Darwen","66.7","3"
"Chinese","Blackpool","33.3","3"
"Chinese","Bolton","62.5","8"
"Chinese","Bournemouth, Christchurch and Poole","77.8","18"
"Chinese","Bracknell Forest","100.0","1"
"Chinese","Bradford","83.3","6"
"Chinese","Brent","75.0","4"
"Chinese","Brighton and Hove","55.6","9"
"Chinese","Bristol, City of","90.0","10"
"Chinese","Bromley","83.3","36"
"Chinese","Buckinghamshire","94.3","35"
"Chinese","Bury","77.8","9"
"Chinese","Calderdale","75.0","4"
"Chinese","Cambridgeshire","74.1","27"
"Chinese","Camden","88.9","9"
"Chinese","Central Bedfordshire","80.0","10"
"Chinese","Cheshire East","81.3","16"
"Chinese","Cheshire West and Chester","37.5","8"
"Chinese","Cornwall","50.0","4"
"Chinese","County Durham","57.1","7"
"Chinese","Coventry","88.9","9"
"Chinese","Croydon","82.4","17"
"Chinese","Cumbria","82.4","17"
"Chinese","Darlington","0.0","3"
"Chinese","Derby","75.0","8"
"Chinese","Derbyshire","68.8","16"
"Chinese","Devon","65.0","20"
"Chinese","Doncaster","100.0","9"
"Chinese","Dorset","50.0","8"
"Chinese","Dudley","50.0","8"
"Chinese","Ealing","100.0","7"
"Chinese","East Midlands","67.5","123"
"Chinese","East Riding of Yorkshire","50.0","2"
"Chinese","East Sussex","60.0","10"
"Chinese","East of England","78.4","245"
"Chinese","Enfield","84.2","19"
"Chinese","Essex","78.3","60"
"Chinese","Gateshead","100.0","6"
"Chinese","Gloucestershire","80.0","20"
"Chinese","Greenwich","64.3","28"
"Chinese","Hackney","80.0","10"
"Chinese","Halton","100.0","1"
"Chinese","Hammersmith and Fulham","80.0","5"
"Chinese","Hampshire","61.9","42"
"Chinese","Haringey","69.2","13"
"Chinese","Harrow","54.5","11"
"Chinese","Hartlepool","100.0","2"
"Chinese","Havering","75.0","16"
"Chinese","Herefordshire, County of","100.0","1"
"Chinese","Hertfordshire","78.2","78"
"Chinese","Hillingdon","77.8","9"
"Chinese","Hounslow","25.0","4"
"Chinese","Inner London","74.9","183"
"Chinese","Isle of Wight","NA","NA"
"Chinese","Isles of Scilly","NA","NA"
"Chinese","Islington","85.7","7"
"Chinese","Kensington and Chelsea","100.0","4"
"Chinese","Kent","80.3","66"
"Chinese","Kingston upon Hull, City of","0.0","2"
"Chinese","Kingston upon Thames","89.5","19"
"Chinese","Kirklees","63.6","11"
"Chinese","Knowsley","50.0","2"
"Chinese","Lambeth","66.7","18"
"Chinese","Lancashire","81.0","42"
"Chinese","Leeds","82.9","35"
"Chinese","Leicester","80.0","10"
"Chinese","Leicestershire","63.6","22"
"Chinese","Lewisham","61.9","21"
"Chinese","Lincolnshire","80.0","10"
"Chinese","Liverpool","70.5","44"
"Chinese","Luton","100.0","2"
"Chinese","Manchester","72.5","40"
"Chinese","Medway","83.3","12"
"Chinese","Merton","80.0","5"
"Chinese","Middlesbrough","NA","NA"
"Chinese","Milton Keynes","83.3","12"
"Chinese","Newcastle upon Tyne","85.7","14"
"Chinese","Newham","71.4","14"
"Chinese","Norfolk","80.8","26"
"Chinese","North East","76.7","60"
"Chinese","North East Lincolnshire","NA","NA"
"Chinese","North Lincolnshire","66.7","3"
"Chinese","North Somerset","66.7","6"
"Chinese","North Tyneside","77.8","9"
"Chinese","North West","75.2","319"
"Chinese","North Yorkshire","85.7","7"
"Chinese","Northamptonshire","47.6","21"
"Chinese","Northumberland","72.7","11"
"Chinese","Nottingham","37.5","8"
"Chinese","Nottinghamshire","82.1","28"
"Chinese","Oldham","57.1","7"
"Chinese","Outer London","81.7","344"
"Chinese","Oxfordshire","56.3","16"
"Chinese","Peterborough","85.7","7"
"Chinese","Plymouth","60.0","10"
"Chinese","Portsmouth","70.0","10"
"Chinese","Reading","100.0","13"
"Chinese","Redbridge","77.8","18"
"Chinese","Redcar and Cleveland","NA","NA"
"Chinese","Richmond upon Thames","83.3","6"
"Chinese","Rochdale","100.0","4"
"Chinese","Rotherham","83.3","6"
"Chinese","Rutland","NA","NA"
"Chinese","Salford","0.0","1"
"Chinese","Sandwell","83.3","6"
"Chinese","Sefton","70.0","10"
"Chinese","Sheffield","84.2","19"
"Chinese","Shropshire","70.0","10"
"Chinese","Slough","100.0","2"
"Chinese","Solihull","71.4","7"
"Chinese","Somerset","66.7","6"
"Chinese","South East","74.5","325"
"Chinese","South Gloucestershire","83.3","6"
"Chinese","South Tyneside","NA","NA"
"Chinese","South West","74.3","140"
"Chinese","Southampton","50.0","12"
"Chinese","Southend-on-Sea","92.9","14"
"Chinese","Southwark","71.0","31"
"Chinese","St. Helens","100.0","2"
"Chinese","Staffordshire","83.3","12"
"Chinese","Stockport","84.6","13"
"Chinese","Stockton-on-Tees","100.0","4"
"Chinese","Stoke-on-Trent","85.7","7"
"Chinese","Suffolk","88.9","9"
"Chinese","Sunderland","75.0","4"
"Chinese","Surrey","72.9","48"
"Chinese","Sutton","88.5","52"
"Chinese","Swindon","83.3","6"
"Chinese","Tameside","87.5","8"
"Chinese","Telford and Wrekin","80.0","10"
"Chinese","Thurrock","44.4","9"
"Chinese","Torbay","83.3","6"
"Chinese","Tower Hamlets","73.3","15"
"Chinese","Trafford","82.9","41"
"Chinese","Wakefield","75.0","4"
"Chinese","Walsall","80.0","10"
"Chinese","Waltham Forest","73.3","15"
"Chinese","Wandsworth","81.8","11"
"Chinese","Warrington","88.9","9"
"Chinese","Warwickshire","55.6","9"
"Chinese","West Berkshire","66.7","6"
"Chinese","West Midlands","79.9","144"
"Chinese","West Sussex","65.0","20"
"Chinese","Westminster","84.0","25"
"Chinese","Wigan","77.8","9"
"Chinese","Wiltshire","91.7","12"
"Chinese","Windsor and Maidenhead","66.7","6"
"Chinese","Wirral","68.2","22"
"Chinese","Wokingham","100.0","5"
"Chinese","Wolverhampton","66.7","6"
"Chinese","Worcestershire","81.8","11"
"Chinese","York","75.0","4"
"Chinese","Yorkshire and The Humber","79.6","113"
"Mixed","All - England","44.0","26,905"
"Mixed","Barking and Dagenham","35.7","227"
"Mixed","Barnet","62.6","398"
"Mixed","Barnsley","44.4","36"
"Mixed","Bath and North East Somerset","41.4","87"
"Mixed","Bedford","30.4","148"
"Mixed","Bexley","53.2","216"
"Mixed","Birmingham","39.3","1,015"
"Mixed","Blackburn with Darwen","44.4","54"
"Mixed","Blackpool","15.6","32"
"Mixed","Bolton","39.1","128"
"Mixed","Bournemouth, Christchurch and Poole","53.9","165"
"Mixed","Bracknell Forest","44.6","56"
"Mixed","Bradford","33.1","248"
"Mixed","Brent","48.1","216"
"Mixed","Brighton and Hove","46.0","198"
"Mixed","Bristol, City of","36.4","280"
"Mixed","Bromley","55.7","323"
"Mixed","Buckinghamshire","57.4","366"
"Mixed","Bury","39.4","104"
"Mixed","Calderdale","45.6","114"
"Mixed","Cambridgeshire","49.4","243"
"Mixed","Camden","49.7","195"
"Mixed","Central Bedfordshire","44.5","146"
"Mixed","Cheshire East","49.1","114"
"Mixed","Cheshire West and Chester","47.9","71"
"Mixed","Cornwall","46.8","94"
"Mixed","County Durham","53.3","60"
"Mixed","Coventry","31.2","221"
"Mixed","Croydon","37.4","570"
"Mixed","Cumbria","50.0","66"
"Mixed","Darlington","52.0","25"
"Mixed","Derby","30.2","179"
"Mixed","Derbyshire","42.3","163"
"Mixed","Devon","40.8","120"
"Mixed","Doncaster","32.9","73"
"Mixed","Dorset","48.3","89"
"Mixed","Dudley","33.3","231"
"Mixed","Ealing","53.9","204"
"Mixed","East Midlands","39.3","2,028"
"Mixed","East Riding of Yorkshire","47.2","53"
"Mixed","East Sussex","44.6","204"
"Mixed","East of England","44.2","2,895"
"Mixed","Enfield","48.1","318"
"Mixed","Essex","46.0","507"
"Mixed","Gateshead","36.4","22"
"Mixed","Gloucestershire","48.9","225"
"Mixed","Greenwich","40.1","247"
"Mixed","Hackney","46.0","200"
"Mixed","Halton","40.0","20"
"Mixed","Hammersmith and Fulham","52.9","140"
"Mixed","Hampshire","50.3","346"
"Mixed","Haringey","51.5","235"
"Mixed","Harrow","45.0","191"
"Mixed","Hartlepool","41.7","12"
"Mixed","Havering","51.6","157"
"Mixed","Herefordshire, County of","34.5","29"
"Mixed","Hertfordshire","50.1","800"
"Mixed","Hillingdon","51.7","325"
"Mixed","Hounslow","45.8","227"
"Mixed","Inner London","43.8","2,619"
"Mixed","Isle of Wight","28.6","28"
"Mixed","Isles of Scilly","0.0","1"
"Mixed","Islington","44.7","188"
"Mixed","Kensington and Chelsea","59.6","109"
"Mixed","Kent","51.1","701"
"Mixed","Kingston upon Hull, City of","44.9","69"
"Mixed","Kingston upon Thames","57.9","140"
"Mixed","Kirklees","33.8","269"
"Mixed","Knowsley","17.6","17"
"Mixed","Lambeth","39.0","267"
"Mixed","Lancashire","48.0","319"
"Mixed","Leeds","36.2","398"
"Mixed","Leicester","29.8","215"
"Mixed","Leicestershire","41.8","311"
"Mixed","Lewisham","37.1","267"
"Mixed","Lincolnshire","57.4","190"
"Mixed","Liverpool","37.8","259"
"Mixed","Luton","34.4","195"
"Mixed","Manchester","33.4","395"
"Mixed","Medway","43.9","173"
"Mixed","Merton","50.5","196"
"Mixed","Middlesbrough","33.3","60"
"Mixed","Milton Keynes","43.4","228"
"Mixed","Newcastle upon Tyne","39.5","76"
"Mixed","Newham","37.2","226"
"Mixed","Norfolk","40.6","219"
"Mixed","North East","45.2","471"
"Mixed","North East Lincolnshire","35.7","28"
"Mixed","North Lincolnshire","48.1","27"
"Mixed","North Somerset","51.7","58"
"Mixed","North Tyneside","52.5","40"
"Mixed","North West","41.9","2,623"
"Mixed","North Yorkshire","50.7","140"
"Mixed","Northamptonshire","37.4","385"
"Mixed","Northumberland","54.4","57"
"Mixed","Nottingham","31.4","290"
"Mixed","Nottinghamshire","47.0","281"
"Mixed","Oldham","32.3","130"
