"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","69","%","3857","2673"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","80","%","32278","25784"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","85","%","34570","29472"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","78","%","3736","2926"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","86","%","30834","26546"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","83","%","11786","9802"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","73","%","1278","935"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","84","%","10508","8867"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","80","%","6073","4863"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","69","%","661","454"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","81","%","5412","4409"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","86","%","5713","4939"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","78","%","617","481"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","87","%","5096","4458"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","81","%","10629","8595"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","78","%","1666","1298"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","81","%","8963","7297"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","78","%","5385","4178"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","73","%","826","607"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","78","%","4559","3571"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","84","%","5244","4417"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","82","%","840","691"
"Percentage of pupils reaching the expected standard in key stage 1 science","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","85","%","4404","3726"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","81","%","35585","28684"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","76","%","7577","5723"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","82","%","28008","22961"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","77","%","17924","13787"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","72","%","3743","2709"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","78","%","14181","11078"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","84","%","17661","14897"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","79","%","3834","3014"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","86","%","13827","11883"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","82","%","24153","19741"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","77","%","4950","3818"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","83","%","19203","15923"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","78","%","12179","9518"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","74","%","2471","1828"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","79","%","9708","7690"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","85","%","11974","10223"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","80","%","2479","1990"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","87","%","9495","8233"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","78","%","6409","5010"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","72","%","1587","1136"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","80","%","4822","3874"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","74","%","3182","2362"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","69","%","742","510"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","76","%","2440","1852"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","3227","2648"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","74","%","845","626"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","85","%","2382","2022"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","78","%","5023","3933"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","74","%","1040","769"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","79","%","3983","3164"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","74","%","2563","1907"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","70","%","530","371"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","76","%","2033","1536"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","2460","2026"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","78","%","510","398"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","83","%","1950","1628"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","88","%","3082","2724"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","80","%","210","168"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","89","%","2872","2556"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","86","%","1609","1386"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","75","%","121","91"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","87","%","1488","1295"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","91","%","1473","1338"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","87","%","89","77"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","91","%","1384","1261"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","88","%","20428","17976"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","79","%","787","619"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","88","%","19641","17357"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","85","%","10531","8993"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","75","%","416","313"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","86","%","10115","8680"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","91","%","9897","8983"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","82","%","371","306"
"Percentage of pupils reaching the expected standard in key stage 1 science","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","91","%","9526","8677"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","84","%","41903","35074"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","73","%","8121","5949"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","86","%","33782","29125"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","81","%","21279","17274"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","70","%","4063","2830"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","84","%","17216","14444"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","86","%","20624","17800"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","77","%","4058","3119"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","89","%","16566","14681"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","84","%","15399","12941"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","74","%","2675","1972"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","86","%","12724","10969"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","82","%","7927","6487"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","71","%","1338","952"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","84","%","6589","5535"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","86","%","7472","6454"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","76","%","1337","1020"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","89","%","6135","5434"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","87","%","9936","8637"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","75","%","1342","1011"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","89","%","8594","7626"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","85","%","5056","4294"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","73","%","688","500"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","87","%","4368","3794"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","89","%","4880","4343"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","78","%","654","511"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","91","%","4226","3832"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","84","%","5865","4920"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","76","%","1105","840"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","86","%","4760","4080"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","81","%","2915","2366"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","70","%","531","374"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","84","%","2384","1992"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","87","%","2950","2554"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","81","%","574","466"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","88","%","2376","2088"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","80","%","10703","8576"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","71","%","2999","2126"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","84","%","7704","6450"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","77","%","5381","4127"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","67","%","1506","1004"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","81","%","3875","3123"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","84","%","5322","4449"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","75","%","1493","1122"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","87","%","3829","3327"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","76","%","12481","9432"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","2475","1660"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","78","%","10006","7772"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","73","%","6556","4791"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","64","%","1324","846"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","75","%","5232","3945"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","5925","4641"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","71","%","1151","814"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","80","%","4774","3827"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","77","%","27862","21556"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","71","%","3862","2747"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","78","%","24000","18809"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","74","%","14146","10423"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","66","%","1954","1299"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","75","%","12192","9124"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","81","%","13716","11133"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","76","%","1908","1448"
"Percentage of pupils reaching the expected standard in key stage 1 science","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","82","%","11808","9685"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","64","%","7888","5084"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","65","%","811","529"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","64","%","7077","4555"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","62","%","4111","2552"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","59","%","424","252"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","62","%","3687","2300"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","67","%","3777","2532"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","72","%","387","277"
"Percentage of pupils reaching the expected standard in key stage 1 science","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","67","%","3390","2255"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","83","%","493260","411385"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","64376","43076"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","86","%","428884","368309"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","81","%","253263","205507"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","63","%","33296","21016"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","84","%","219967","184491"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","86","%","239997","205878"
