"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Girls","6-7","82","%","643","528"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","85","%","4485","3808"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","83","%","2269","1886"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","87","%","2216","1922"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","86","%","501","431"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","81","%","256","208"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","91","%","245","223"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","84","%","444","372"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","83","%","211","175"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","85","%","233","197"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","88","%","66","58"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","84","%","31","26"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","91","%","35","32"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","86","%","450","386"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","83","%","230","191"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","89","%","220","195"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","78","%","411","320"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","77","%","200","154"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","79","%","211","166"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","87","%","2478","2151"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","86","%","1271","1088"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","88","%","1207","1063"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","79","%","3017","2388"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","74","%","1499","1112"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","84","%","1518","1276"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","100","%","17","17"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","100","%","10","10"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","100","%","7","7"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","67","%","21","14"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","55","%","11","6"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","N/A","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","N/A","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","N/A","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","78","%","65","51"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","73","%","33","24"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","84","%","32","27"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","67","%","9","6"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","67","%","6","4"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","67","%","3","2"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","79","%","2879","2284"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","74","%","1428","1061"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","84","%","1451","1223"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","86","%","1892","1631"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","85","%","962","821"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","87","%","930","810"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","79","%","29","23"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","83","%","18","15"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","73","%","11","8"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","90","%","10","9"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","83","%","6","5"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","75","%","4","3"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","91","%","101","92"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","89","%","45","40"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","93","%","56","52"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","45","%","20","9"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","40","%","10","4"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","50","%","10","5"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","87","%","1704","1477"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","86","%","867","746"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","87","%","837","731"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","75","%","2327","1747"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","72","%","1198","868"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","78","%","1129","879"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","66","%","337","224"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","61","%","173","106"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","72","%","164","118"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","74","%","104","77"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","63","%","60","38"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","89","%","44","39"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","70","%","271","191"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","66","%","140","93"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","75","%","131","98"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","84","%","25","21"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","93","%","14","13"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","73","%","11","8"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","78","%","1554","1216"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","77","%","793","612"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","79","%","761","604"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","84","%","3272","2745"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","82","%","1688","1384"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","86","%","1584","1361"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","87","%","258","225"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","83","%","132","109"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","92","%","126","116"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","87","%","512","443"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","84","%","267","223"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","90","%","245","220"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","90","%","60","54"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","84","%","32","27"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","96","%","28","27"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","89","%","305","271"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","85","%","143","121"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","93","%","162","150"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","80","%","55","44"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","90","%","30","27"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","68","%","25","17"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","82","%","2053","1690"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","81","%","1070","869"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","84","%","983","821"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","77","%","16630","12866"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","74","%","8612","6377"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","81","%","8018","6489"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","78","%","5761","4506"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","75","%","3001","2245"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","82","%","2760","2261"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","77","%","1976","1525"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","73","%","1026","744"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","82","%","950","781"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","91","%","100","91"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","93","%","56","52"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","89","%","44","39"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","78","%","1582","1239"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","76","%","809","614"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","81","%","773","625"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","74","%","838","619"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","73","%","455","330"
"Percentage of pupils reaching the expected standard in key stage 1 science","Other","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","75","%","383","289"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","77","%","5951","4609"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","74","%","3044","2260"
"Percentage of pupils reaching the expected standard in key stage 1 science","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","81","%","2907","2349"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","81","%","2258","1821"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","78","%","1164","912"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","83","%","1094","909"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","81","%","998","804"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","79","%","508","400"
"Percentage of pupils reaching the expected standard in key stage 1 science","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","82","%","490","404"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","67","%","24","16"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","69","%","13","9"
"Percentage of pupils reaching the expected standard in key stage 1 science","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 science","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","86","%","77","66"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","85","%","39","33"
"Percentage of pupils reaching the expected standard in key stage 1 science","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","87","%","38","33"
