"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Northumberland","Local authority","E06000057","Boys","83","%","1724","1429"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Northumberland","Local authority","E06000057","All","86","%","3375","2913"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Girls","85","%","1584","1339"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Boys","79","%","1626","1282"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Newcastle upon Tyne","Local authority","E08000021","All","82","%","3210","2621"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Tyneside","Local authority","E08000022","Girls","87","%","1143","996"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Tyneside","Local authority","E08000022","Boys","83","%","1242","1031"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Tyneside","Local authority","E08000022","All","85","%","2385","2027"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","South Tyneside","Local authority","E08000023","Girls","85","%","807","685"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","South Tyneside","Local authority","E08000023","Boys","80","%","888","707"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","South Tyneside","Local authority","E08000023","All","82","%","1695","1392"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sunderland","Local authority","E08000024","Girls","87","%","1568","1364"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sunderland","Local authority","E08000024","Boys","80","%","1656","1321"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sunderland","Local authority","E08000024","All","83","%","3224","2685"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Girls","87","%","1100","952"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Boys","80","%","1160","927"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","All","83","%","2260","1879"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Girls","80","%","749","600"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Boys","75","%","761","571"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","All","78","%","1510","1171"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Warrington","Local authority","E06000007","Girls","88","%","1306","1144"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Warrington","Local authority","E06000007","Boys","83","%","1337","1105"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Warrington","Local authority","E06000007","All","85","%","2643","2249"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","83","%","1098","914"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","78","%","1139","892"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","81","%","2237","1806"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Blackpool","Local authority","E06000009","Girls","82","%","861","702"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Blackpool","Local authority","E06000009","Boys","78","%","822","639"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Blackpool","Local authority","E06000009","All","80","%","1683","1341"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Girls","85","%","2087","1776"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Boys","82","%","2180","1798"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","All","84","%","4267","3574"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","85","%","2000","1699"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","80","%","2029","1618"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","82","%","4029","3317"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bolton","Local authority","E08000001","Girls","83","%","1972","1641"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bolton","Local authority","E08000001","Boys","77","%","2069","1599"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bolton","Local authority","E08000001","All","80","%","4041","3240"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","Girls","83","%","1202","992"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","Boys","80","%","1244","992"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bury","Local authority","E08000002","All","81","%","2446","1984"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Manchester","Local authority","E08000003","Girls","81","%","3542","2884"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Manchester","Local authority","E08000003","Boys","75","%","3725","2790"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Manchester","Local authority","E08000003","All","78","%","7267","5674"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Oldham","Local authority","E08000004","Girls","80","%","1780","1417"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Oldham","Local authority","E08000004","Boys","73","%","1801","1314"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Oldham","Local authority","E08000004","All","76","%","3581","2731"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rochdale","Local authority","E08000005","Girls","81","%","1465","1190"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rochdale","Local authority","E08000005","Boys","76","%","1572","1200"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rochdale","Local authority","E08000005","All","79","%","3037","2390"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Salford","Local authority","E08000006","Girls","86","%","1538","1315"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Salford","Local authority","E08000006","Boys","76","%","1721","1301"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Salford","Local authority","E08000006","All","80","%","3259","2616"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Stockport","Local authority","E08000007","Girls","88","%","1746","1533"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Stockport","Local authority","E08000007","Boys","82","%","1823","1502"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Stockport","Local authority","E08000007","All","85","%","3569","3035"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Tameside","Local authority","E08000008","Girls","85","%","1507","1274"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Tameside","Local authority","E08000008","Boys","77","%","1525","1180"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Tameside","Local authority","E08000008","All","81","%","3032","2454"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Trafford","Local authority","E08000009","Girls","89","%","1577","1408"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Trafford","Local authority","E08000009","Boys","86","%","1565","1340"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Trafford","Local authority","E08000009","All","87","%","3142","2748"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wigan","Local authority","E08000010","Girls","85","%","1953","1658"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wigan","Local authority","E08000010","Boys","79","%","2015","1593"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wigan","Local authority","E08000010","All","82","%","3968","3251"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Knowsley","Local authority","E08000011","Girls","81","%","937","762"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Knowsley","Local authority","E08000011","Boys","74","%","950","699"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Knowsley","Local authority","E08000011","All","77","%","1887","1461"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Liverpool","Local authority","E08000012","Girls","79","%","2664","2111"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Liverpool","Local authority","E08000012","Boys","73","%","2799","2055"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Liverpool","Local authority","E08000012","All","76","%","5463","4166"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","St. Helens","Local authority","E08000013","Girls","83","%","1054","875"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","St. Helens","Local authority","E08000013","Boys","76","%","1078","816"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","St. Helens","Local authority","E08000013","All","79","%","2132","1691"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sefton","Local authority","E08000014","Girls","86","%","1513","1304"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sefton","Local authority","E08000014","Boys","79","%","1609","1275"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sefton","Local authority","E08000014","All","83","%","3122","2579"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wirral","Local authority","E08000015","Girls","84","%","1821","1526"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wirral","Local authority","E08000015","Boys","78","%","2006","1555"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wirral","Local authority","E08000015","All","81","%","3827","3081"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Girls","87","%","2544","2207"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Boys","83","%","2640","2184"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","All","85","%","5184","4391"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Lancashire","Local authority","E10000017","Girls","84","%","6950","5852"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Lancashire","Local authority","E10000017","Boys","79","%","7431","5891"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Lancashire","Local authority","E10000017","All","82","%","14381","11743"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Girls","80","%","1645","1323"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Boys","74","%","1784","1321"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All","77","%","3429","2644"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","89","%","1721","1533"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","84","%","1812","1531"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","87","%","3533","3064"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North East Lincolnshire","Local authority","E06000012","Girls","83","%","947","785"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North East Lincolnshire","Local authority","E06000012","Boys","77","%","1047","804"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North East Lincolnshire","Local authority","E06000012","All","80","%","1994","1589"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Lincolnshire","Local authority","E06000013","Girls","86","%","1026","882"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Lincolnshire","Local authority","E06000013","Boys","77","%","987","760"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Lincolnshire","Local authority","E06000013","All","82","%","2013","1642"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","York","Local authority","E06000014","Girls","85","%","973","830"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","York","Local authority","E06000014","Boys","84","%","1050","884"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","York","Local authority","E06000014","All","85","%","2023","1714"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Barnsley","Local authority","E08000016","Girls","83","%","1454","1213"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Barnsley","Local authority","E08000016","Boys","76","%","1548","1176"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Barnsley","Local authority","E08000016","All","80","%","3002","2389"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Girls","83","%","1897","1575"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Boys","75","%","1988","1496"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","All","79","%","3885","3071"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rotherham","Local authority","E08000018","Girls","84","%","1630","1371"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rotherham","Local authority","E08000018","Boys","79","%","1713","1353"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rotherham","Local authority","E08000018","All","81","%","3343","2724"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sheffield","Local authority","E08000019","Girls","84","%","3117","2606"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sheffield","Local authority","E08000019","Boys","78","%","3311","2579"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Sheffield","Local authority","E08000019","All","81","%","6428","5185"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","Girls","81","%","3912","3166"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","Boys","75","%","4125","3092"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Bradford","Local authority","E08000032","All","78","%","8037","6258"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","Girls","83","%","1352","1118"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","Boys","75","%","1372","1029"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Calderdale","Local authority","E08000033","All","79","%","2724","2147"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Kirklees","Local authority","E08000034","Girls","83","%","2766","2303"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Kirklees","Local authority","E08000034","Boys","78","%","2906","2278"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Kirklees","Local authority","E08000034","All","81","%","5672","4581"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leeds","Local authority","E08000035","Girls","80","%","4919","3936"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leeds","Local authority","E08000035","Boys","76","%","5162","3944"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leeds","Local authority","E08000035","All","78","%","10081","7880"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wakefield","Local authority","E08000036","Girls","81","%","2028","1647"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wakefield","Local authority","E08000036","Boys","77","%","2194","1679"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Wakefield","Local authority","E08000036","All","79","%","4222","3326"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Yorkshire","Local authority","E10000023","Girls","87","%","3003","2615"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Yorkshire","Local authority","E10000023","Boys","82","%","3208","2639"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","North Yorkshire","Local authority","E10000023","All","85","%","6211","5254"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Girls","83","%","1668","1383"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Boys","76","%","1713","1307"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","All","80","%","3381","2690"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leicester","Local authority","E06000016","Girls","80","%","2382","1904"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leicester","Local authority","E06000016","Boys","76","%","2494","1891"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leicester","Local authority","E06000016","All","78","%","4876","3795"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rutland","Local authority","E06000017","Girls","90","%","173","155"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rutland","Local authority","E06000017","Boys","90","%","215","193"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Rutland","Local authority","E06000017","All","90","%","388","348"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Nottingham","Local authority","E06000018","Girls","79","%","1877","1486"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Nottingham","Local authority","E06000018","Boys","73","%","2096","1525"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Nottingham","Local authority","E06000018","All","76","%","3973","3011"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Girls","87","%","4300","3741"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Boys","83","%","4468","3701"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","All","85","%","8768","7442"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leicestershire","Local authority","E10000018","Girls","85","%","4067","3476"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leicestershire","Local authority","E10000018","Boys","82","%","4036","3323"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Leicestershire","Local authority","E10000018","All","84","%","8103","6799"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Lincolnshire","Local authority","E10000019","Girls","83","%","4086","3380"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Lincolnshire","Local authority","E10000019","Boys","79","%","4230","3325"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Lincolnshire","Local authority","E10000019","All","81","%","8316","6705"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Northamptonshire","Local authority","E10000021","Girls","85","%","4632","3923"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Northamptonshire","Local authority","E10000021","Boys","80","%","5098","4099"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Northamptonshire","Local authority","E10000021","All","82","%","9730","8022"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Nottinghamshire","Local authority","E10000024","Girls","86","%","4782","4123"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Nottinghamshire","Local authority","E10000024","Boys","81","%","5053","4075"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Nottinghamshire","Local authority","E10000024","All","83","%","9835","8198"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls","90","%","1001","904"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys","82","%","1005","825"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","All","86","%","2006","1729"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Telford and Wrekin","Local authority","E06000020","Girls","84","%","1194","1007"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Telford and Wrekin","Local authority","E06000020","Boys","80","%","1196","960"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Telford and Wrekin","Local authority","E06000020","All","82","%","2390","1967"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Stoke-on-Trent","Local authority","E06000021","Girls","81","%","1731","1408"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Stoke-on-Trent","Local authority","E06000021","Boys","77","%","1728","1331"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Stoke-on-Trent","Local authority","E06000021","All","79","%","3459","2739"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Shropshire","Local authority","E06000051","Girls","86","%","1473","1269"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Shropshire","Local authority","E06000051","Boys","85","%","1531","1295"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Shropshire","Local authority","E06000051","All","85","%","3004","2564"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Birmingham","Local authority","E08000025","Girls","80","%","8124","6471"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Birmingham","Local authority","E08000025","Boys","74","%","8609","6404"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Birmingham","Local authority","E08000025","All","77","%","16733","12875"
"Percentage of pupils reaching the expected standard in key stage 1 science","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","Girls","83","%","2202","1838"
