"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Investment income","42","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Investment income","42","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","All","ONS 5+2","Investment income","45","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Occupational pension income","133","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Occupational pension income","139","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Occupational pension income","142","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Occupational pension income","146","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Occupational pension income","151","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Occupational pension income","156","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Occupational pension income","162","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Occupational pension income","161","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Occupational pension income","164","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","All","ONS 5+2","Occupational pension income","164","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Other income ","5","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Personal pension income","20","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Personal pension income","20","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Personal pension income","21","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Personal pension income","22","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Personal pension income","21","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Personal pension income","22","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","All","ONS 5+2","Personal pension income","21","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","All","ONS 5+2","Personal pension income","21","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","All","ONS 5+2","Personal pension income","18","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit income","218","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Benefit income","224","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit income","216","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Benefit income","214","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit income","208","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit income","208","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Benefit income","204","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit income","206","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Benefit income","211","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Benefit income","216","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","22","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","23","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","23","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","16","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","43","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","51","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","52","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","51","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","47","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","45","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","43","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","41","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","39","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","43","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","140","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","137","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","129","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","129","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","133","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","136","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","137","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","136","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","144","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","145","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Earnings income","90","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Earnings income","98","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Earnings income","106","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Earnings income","113","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Earnings income","112","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Earnings income","97","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Earnings income","106","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Earnings income","84","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Earnings income","89","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Earnings income","76","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Gross income","447","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Gross income","463","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Gross income","466","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Gross income","484","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Gross income","453","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Gross income","427","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Gross income","425","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Gross income","404","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Gross income","408","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Gross income","391","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Investment income","39","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Investment income","36","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Investment income","38","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Investment income","43","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Investment income","32","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Investment income","26","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Investment income","21","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Investment income","26","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Investment income","25","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Investment income","22","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Occupational pension income","79","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Occupational pension income","75","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Occupational pension income","81","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Occupational pension income","96","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Occupational pension income","93","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Occupational pension income","84","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Occupational pension income","76","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Occupational pension income","72","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Occupational pension income","71","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Occupational pension income","69","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Other income ","7","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Other income ","6","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Other income ","6","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Other income ","6","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Other income ","6","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Other income ","6","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Other income ","3","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Other income ","2","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Personal pension income","15","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Asian","ONS 5+2","Personal pension income","24","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 5+2","Personal pension income","14","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Personal pension income","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Personal pension income","5","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Personal pension income","11","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Asian","ONS 5+2","Personal pension income","10","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Asian","ONS 5+2","Personal pension income","10","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Asian","ONS 5+2","Personal pension income","5","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit income","224","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Benefit income","236","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit income","228","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 5+2","Benefit income","229","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Benefit income","223","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit income","227","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Benefit income","224","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit income","217","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Benefit income","217","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Black","ONS 5+2","Benefit income","222","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","14","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","15","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","16","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","16","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","62","£",""
"Gross income, £ per week","2009/10; 2010/11; 2011/12","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","65","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","63","£",""
"Gross income, £ per week","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","64","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","63","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","60","£",""
"Gross income, £ per week","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","63","£",""
"Gross income, £ per week","2015/16; 2016/17; 2017/18","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","52","£",""
"Gross income, £ per week","2016/17; 2017/18; 2018/19","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","50","£",""
"Gross income, £ per week","2017/18; 2018/19; 2019/20","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","47","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","135","£",""
