"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","63","%","52102","32598"
"Percentage of pupils reaching the higher standard in key stage 1 maths","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","10","%","52102","5175"
"Percentage of pupils reaching the expected standard in key stage 1 maths","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","79","%","273077","217048"
"Percentage of pupils reaching the higher standard in key stage 1 maths","All","All","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","21","%","273077","58030"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","78","%","73121","57015"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","24","%","73121","17737"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","70","%","9320","6494"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","16","%","9320","1465"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","79","%","63801","50521"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","26","%","63801","16272"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","76","%","37378","28393"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","26","%","37378","9635"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","68","%","4792","3249"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","17","%","4792","793"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","77","%","32586","25144"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","27","%","32586","8842"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","80","%","35743","28622"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","23","%","35743","8102"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","72","%","4528","3245"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","15","%","4528","672"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","81","%","31215","25377"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","24","%","31215","7430"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","79","%","11959","9461"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","27","%","11959","3193"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","69","%","1591","1095"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","19","%","1591","295"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","81","%","10368","8366"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","28","%","10368","2898"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","77","%","6187","4773"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","29","%","6187","1764"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","67","%","864","579"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","19","%","864","168"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","79","%","5323","4194"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","30","%","5323","1596"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","81","%","5772","4688"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","25","%","5772","1429"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","71","%","727","516"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","17","%","727","127"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","83","%","5045","4172"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","26","%","5045","1302"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","76","%","10849","8298"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","23","%","10849","2501"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","72","%","2045","1481"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","18","%","2045","376"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","77","%","8804","6817"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","24","%","8804","2125"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","74","%","5555","4105"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","24","%","5555","1331"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","71","%","1053","747"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","20","%","1053","207"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","75","%","4502","3358"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","25","%","4502","1124"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","79","%","5294","4193"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","22","%","5294","1170"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","74","%","992","734"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","17","%","992","169"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","80","%","4302","3459"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","23","%","4302","1001"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","74","%","34906","25914"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","19","%","34906","6478"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","69","%","8712","6041"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","15","%","8712","1264"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","76","%","26194","19873"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","20","%","26194","5214"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","71","%","17719","12626"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","20","%","17719","3463"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","66","%","4491","2985"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","15","%","4491","695"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","73","%","13228","9641"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","21","%","13228","2768"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","77","%","17187","13288"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","18","%","17187","3015"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","72","%","4221","3056"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","13","%","4221","569"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","79","%","12966","10232"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","19","%","12966","2446"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","76","%","23752","18128"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","20","%","23752","4797"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","73","%","5560","4041"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","16","%","5560","910"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","77","%","18192","14087"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","21","%","18192","3887"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","73","%","12110","8876"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","21","%","12110","2565"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","69","%","2855","1981"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","18","%","2855","501"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","75","%","9255","6895"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","22","%","9255","2064"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","79","%","11642","9252"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","19","%","11642","2232"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","76","%","2705","2060"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","15","%","2705","409"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","80","%","8937","7192"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","20","%","8937","1823"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","68","%","6083","4128"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","13","%","6083","790"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","61","%","1918","1178"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","10","%","1918","183"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","71","%","4165","2950"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","15","%","4165","607"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","65","%","3069","1991"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","14","%","3069","415"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","59","%","975","576"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","9","%","975","89"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","68","%","2094","1415"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","16","%","2094","326"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","71","%","3014","2137"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","12","%","3014","375"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","64","%","943","602"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","10","%","943","94"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","74","%","2071","1535"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","14","%","2071","281"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","72","%","5071","3658"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","18","%","5071","891"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","67","%","1234","822"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","14","%","1234","171"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","74","%","3837","2836"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","19","%","3837","720"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","69","%","2540","1759"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","19","%","2540","483"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","65","%","661","428"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","16","%","661","105"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","71","%","1879","1331"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","20","%","1879","378"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","75","%","2531","1899"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","16","%","2531","408"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","69","%","573","394"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","12","%","573","66"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","77","%","1958","1505"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","17","%","1958","342"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","91","%","3327","3035"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","48","%","3327","1608"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","88","%","241","213"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","39","%","241","93"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","91","%","3086","2822"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","49","%","3086","1515"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","90","%","1709","1541"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","52","%","1709","887"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","88","%","116","102"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","41","%","116","48"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","90","%","1593","1439"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","53","%","1593","839"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","92","%","1618","1494"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","45","%","1618","721"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","89","%","125","111"
"Percentage of pupils reaching the higher standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","36","%","125","45"
