"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","71","%","8600","6148"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","66","%","5665","3728"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","60","%","1265","759"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","67","%","4400","2969"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","75","%","5398","4045"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","72","%","1198","866"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","76","%","4200","3179"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","64","%","38583","24743"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","57","%","10038","5691"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","67","%","28545","19052"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","58","%","19293","11212"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","50","%","5129","2553"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","61","%","14164","8659"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","70","%","19290","13531"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","64","%","4909","3138"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","72","%","14381","10393"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","67","%","26192","17547"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","60","%","6438","3875"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","69","%","19754","13672"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","61","%","13093","8046"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","54","%","3307","1781"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","64","%","9786","6265"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","73","%","13099","9501"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","67","%","3131","2094"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","74","%","9968","7407"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","56","%","7145","4026"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","48","%","2215","1062"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","60","%","4930","2964"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","49","%","3512","1718"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","40","%","1123","445"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","53","%","2389","1273"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","64","%","3633","2308"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","57","%","1092","617"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","67","%","2541","1691"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","60","%","5246","3170"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","54","%","1385","754"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","63","%","3861","2416"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","54","%","2688","1448"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","47","%","699","327"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","56","%","1989","1121"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","67","%","2558","1722"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","62","%","686","427"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","69","%","1872","1295"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","80","%","2843","2271"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","75","%","199","149"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","80","%","2644","2122"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","77","%","1418","1093"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","71","%","100","71"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","78","%","1318","1022"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","83","%","1425","1178"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","79","%","99","78"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","83","%","1326","1100"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","77","%","19305","14772"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","62","%","1250","770"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","78","%","18055","14002"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","72","%","9841","7126"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","58","%","625","360"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","73","%","9216","6766"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","81","%","9464","7646"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","66","%","625","410"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","82","%","8839","7236"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","66","%","38322","25454"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","51","%","9099","4598"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","71","%","29223","20856"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","61","%","19317","11831"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","44","%","4623","2029"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","67","%","14694","9802"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","72","%","19005","13623"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","57","%","4476","2569"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","76","%","14529","11054"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","68","%","13890","9428"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","52","%","2933","1518"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","72","%","10957","7910"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","63","%","7032","4443"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","46","%","1456","667"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","68","%","5576","3776"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","73","%","6858","4985"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","58","%","1477","851"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","77","%","5381","4134"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","73","%","8849","6462"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","53","%","1551","815"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","77","%","7298","5647"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","69","%","4482","3084"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","46","%","842","391"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","74","%","3640","2693"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","77","%","4367","3378"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","60","%","709","424"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","81","%","3658","2954"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","67","%","5444","3626"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","53","%","1348","720"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","71","%","4096","2906"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","60","%","2641","1589"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","44","%","653","290"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","65","%","1988","1299"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","73","%","2803","2037"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","62","%","695","430"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","76","%","2108","1607"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","59","%","10139","5938"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","47","%","3267","1545"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","64","%","6872","4393"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","53","%","5162","2715"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","41","%","1672","681"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","58","%","3490","2034"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","65","%","4977","3223"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","54","%","1595","864"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","70","%","3382","2359"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","61","%","12691","7779"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","51","%","3273","1653"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","65","%","9418","6126"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","57","%","6551","3747"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","47","%","1728","813"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","61","%","4823","2934"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","66","%","6140","4032"
