"Ethnicity","Local authority","%","Pupils"
"Asian","Barnsley","96","24"
"Asian","Bath and North East Somerset","89","25"
"Asian","Bedford","76","250"
"Asian","Bexley","91","247"
"Asian","Birmingham","84","5,076"
"Asian","Blackburn with Darwen","86","846"
"Asian","Blackpool","91","32"
"Asian","Bolton","85","820"
"Asian","Bournemouth, Christchurch and Poole","92","121"
"Asian","Bracknell Forest","92","72"
"Asian","Bradford","83","2,800"
"Asian","Brent","87","962"
"Asian","Brighton and Hove","87","74"
"Asian","Bristol, City of","80","310"
"Asian","Bromley","94","201"
"Asian","Buckinghamshire","86","903"
"Asian","Bury","81","294"
"Asian","Calderdale","85","408"
"Asian","Cambridgeshire","91","270"
"Asian","Camden","86","295"
"Asian","Central Bedfordshire","86","64"
"Asian","Cheshire East","85","73"
"Asian","Cheshire West and Chester","92","55"
"Asian","City of London","100","11"
"Asian","Cornwall","73","11"
"Asian","County Durham","88","30"
"Asian","Coventry","83","792"
"Asian","Croydon","90","654"
"Asian","Cumbria","84","37"
"Asian","Darlington","84","26"
"Asian","Derby","85","530"
"Asian","Derbyshire","93","99"
"Asian","Devon","92","57"
"Asian","Doncaster","81","88"
"Asian","Dorset","93","25"
"Asian","Dudley","84","341"
"Asian","Ealing","89","1,114"
"Asian","East Riding of Yorkshire","94","16"
"Asian","East Sussex","85","98"
"Asian","Enfield","90","347"
"Asian","Essex","94","420"
"Asian","Gateshead","87","40"
"Asian","Gloucestershire","89","181"
"Asian","Greenwich","89","251"
"Asian","Hackney","83","258"
"Asian","Halton","86","6"
"Asian","Hammersmith and Fulham","86","69"
"Asian","Hampshire","89","426"
"Asian","Haringey","93","175"
"Asian","Harrow","93","1,300"
"Asian","Hartlepool","88","21"
"Asian","Havering","91","222"
"Asian","Herefordshire, County of","90","9"
"Asian","Hertfordshire","88","1,077"
"Asian","Hillingdon","91","978"
"Asian","Hounslow","91","983"
"Asian","Isle of Wight","80","8"
"Asian","Isles of Scilly","N/A","N/A"
"Asian","Islington","85","128"
"Asian","Kensington and Chelsea","86","36"
"Asian","Kent","92","668"
"Asian","Kingston upon Hull, City of","94","50"
"Asian","Kingston upon Thames","92","304"
"Asian","Kirklees","81","1,224"
"Asian","Knowsley","89","34"
"Asian","Lambeth","91","143"
"Asian","Lancashire","82","1,319"
"Asian","Leeds","81","895"
"Asian","Leicester","85","1,725"
"Asian","Leicestershire","91","520"
"Asian","Lewisham","91","187"
"Asian","Lincolnshire","97","84"
"Asian","Liverpool","83","197"
"Asian","Luton","82","1,260"
"Asian","Manchester","84","1,287"
"Asian","Medway","90","168"
"Asian","Merton","93","456"
"Asian","Middlesbrough","85","167"
"Asian","Milton Keynes","93","453"
"Asian","Newcastle upon Tyne","86","349"
"Asian","Newham","90","1,940"
"Asian","Norfolk","90","128"
"Asian","North East Lincolnshire","94","17"
"Asian","North Lincolnshire","86","65"
"Asian","North Somerset","82","27"
"Asian","North Tyneside","84","49"
"Asian","North Yorkshire","86","72"
"Asian","Northamptonshire","88","393"
"Asian","Northumberland","89","51"
"Asian","Nottingham","87","505"
"Asian","Nottinghamshire","89","254"
"Asian","Oldham","82","960"
"Asian","Oxfordshire","81","378"
"Asian","Peterborough","78","441"
"Asian","Plymouth","89","24"
"Asian","Portsmouth","90","108"
"Asian","Reading","88","334"
"Asian","Redbridge","90","1,963"
"Asian","Redcar and Cleveland","80","8"
"Asian","Richmond upon Thames","95","197"
"Asian","Rochdale","83","652"
"Asian","Rotherham","66","175"
"Asian","Rutland","100","5"
"Asian","Salford","93","95"
"Asian","Sandwell","85","1,179"
"Asian","Sefton","90","27"
"Asian","Sheffield","81","636"
"Asian","Shropshire","88","21"
"Asian","Slough","92","1,043"
"Asian","Solihull","91","311"
"Asian","Somerset","86","69"
"Asian","South Gloucestershire","88","92"
"Asian","South Tyneside","88","50"
"Asian","Southampton","78","288"
"Asian","Southend-on-Sea","91","128"
"Asian","Southwark","86","155"
"Asian","St. Helens","100","20"
"Asian","Staffordshire","85","376"
"Asian","Stockport","89","224"
"Asian","Stockton-on-Tees","85","117"
"Asian","Stoke-on-Trent","82","412"
"Asian","Suffolk","87","127"
"Asian","Sunderland","91","120"
"Asian","Surrey","89","773"
"Asian","Sutton","94","398"
"Asian","Swindon","86","298"
"Asian","Tameside","86","268"
"Asian","Telford and Wrekin","81","120"
"Asian","Thurrock","93","125"
"Asian","Torbay","92","23"
"Asian","Tower Hamlets","87","1,888"
"Asian","Trafford","92","408"
"Asian","Wakefield","81","133"
"Asian","Walsall","86","808"
"Asian","Waltham Forest","88","769"
"Asian","Wandsworth","86","380"
"Asian","Warrington","89","78"
"Asian","Warwickshire","90","345"
"Asian","West Berkshire","85","46"
"Asian","West Sussex","84","367"
"Asian","Westminster","88","169"
"Asian","Wigan","81","35"
"Asian","Wiltshire","92","61"
"Asian","Windsor and Maidenhead","82","208"
"Asian","Wirral","90","81"
"Asian","Wokingham","93","285"
"Asian","Wolverhampton","84","656"
"Asian","Worcestershire","81","205"
"Asian","York","90","37"
"Black","Barking and Dagenham","88","959"
"Black","Barnet","82","407"
"Black","Barnsley","77","17"
"Black","Bath and North East Somerset","73","8"
"Black","Bedford","83","104"
"Black","Bexley","90","545"
"Black","Birmingham","81","1,707"
"Black","Blackburn with Darwen","88","29"
"Black","Blackpool","60","3"
"Black","Bolton","74","184"
"Black","Bournemouth, Christchurch and Poole","88","14"
"Black","Bracknell Forest","88","42"
"Black","Bradford","83","109"
"Black","Brent","85","744"
"Black","Brighton and Hove","88","51"
"Black","Bristol, City of","75","409"
"Black","Bromley","85","312"
"Black","Buckinghamshire","82","136"
"Black","Bury","76","44"
"Black","Calderdale","56","14"
"Black","Cambridgeshire","83","71"
"Black","Camden","84","244"
"Black","Central Bedfordshire","87","77"
"Black","Cheshire East","81","13"
"Black","Cheshire West and Chester","63","12"
"Black","City of London","100","2"
"Black","Cornwall","67","2"
"Black","County Durham","78","7"
"Black","Coventry","84","448"
"Black","Croydon","79","1,044"
"Black","Cumbria","78","7"
"Black","Darlington","71","5"
"Black","Derby","86","112"
"Black","Derbyshire","79","19"
"Black","Devon","91","10"
"Black","Doncaster","80","44"
"Black","Dorset","83","10"
"Black","Dudley","70","66"
"Black","Ealing","85","586"
"Black","East Riding of Yorkshire","71","5"
"Black","East Sussex","78","32"
"Black","Enfield","82","960"
"Black","Essex","88","459"
"Black","Gateshead","86","32"
"Black","Gloucestershire","75","83"
"Black","Greenwich","88","1,076"
"Black","Hackney","78","736"
"Black","Halton","100","1"
"Black","Hammersmith and Fulham","79","295"
"Black","Hampshire","87","161"
"Black","Haringey","80","640"
"Black","Harrow","84","238"
"Black","Hartlepool","67","2"
"Black","Havering","88","321"
"Black","Herefordshire, County of","100","7"
"Black","Hertfordshire","83","541"
"Black","Hillingdon","85","375"
"Black","Hounslow","87","343"
"Black","Isle of Wight","67","2"
"Black","Isles of Scilly","N/A","N/A"
"Black","Islington","78","383"
"Black","Kensington and Chelsea","90","164"
"Black","Kent","88","465"
"Black","Kingston upon Hull, City of","78","51"
"Black","Kingston upon Thames","89","32"
"Black","Kirklees","74","76"
"Black","Knowsley","75","9"
"Black","Lambeth","81","1,089"
"Black","Lancashire","79","45"
"Black","Leeds","77","587"
"Black","Leicester","84","402"
"Black","Leicestershire","85","77"
"Black","Lewisham","79","1,084"
"Black","Lincolnshire","81","34"
"Black","Liverpool","80","200"
"Black","Luton","83","285"
"Black","Manchester","82","982"
"Black","Medway","87","213"
"Black","Merton","85","293"
"Black","Middlesbrough","78","14"
"Black","Milton Keynes","86","460"
"Black","Newcastle upon Tyne","83","157"
"Black","Newham","87","967"
"Black","Norfolk","77","63"
"Black","North East Lincolnshire","86","6"
"Black","North Lincolnshire","75","9"
"Black","North Somerset","92","11"
"Black","North Tyneside","84","16"
"Black","North Yorkshire","65","20"
"Black","Northamptonshire","83","441"
"Black","Northumberland","40","2"
"Black","Nottingham","81","360"
"Black","Nottinghamshire","78","86"
"Black","Oldham","80","104"
"Black","Oxfordshire","80","168"
"Black","Peterborough","79","107"
"Black","Plymouth","92","22"
"Black","Portsmouth","84","64"
"Black","Reading","83","159"
"Black","Redbridge","83","389"
"Black","Redcar and Cleveland","80","4"
"Black","Richmond upon Thames","76","44"
"Black","Rochdale","79","100"
"Black","Rotherham","77","51"
"Black","Rutland","67","4"
"Black","Salford","84","144"
"Black","Sandwell","79","385"
"Black","Sefton","71","10"
"Black","Sheffield","77","297"
"Black","Shropshire","86","6"
"Black","Slough","85","180"
"Black","Solihull","88","50"
"Black","Somerset","88","14"
"Black","South Gloucestershire","84","38"
"Black","South Tyneside","90","9"
"Black","Southampton","81","73"
"Black","Southend-on-Sea","84","54"
"Black","Southwark","82","1,231"
"Black","St. Helens","83","10"
"Black","Staffordshire","70","54"
"Black","Stockport","82","37"
"Black","Stockton-on-Tees","89","24"
"Black","Stoke-on-Trent","82","106"
"Black","Suffolk","77","66"
"Black","Sunderland","96","27"
"Black","Surrey","84","193"
"Black","Sutton","89","150"
"Black","Swindon","85","77"
"Black","Tameside","86","72"
"Black","Telford and Wrekin","87","76"
"Black","Thurrock","91","362"
"Black","Torbay","100","1"
"Black","Tower Hamlets","83","278"
"Black","Trafford","82","113"
"Black","Wakefield","89","50"
"Black","Walsall","78","153"
"Black","Waltham Forest","82","526"
"Black","Wandsworth","79","437"
"Black","Warrington","83","19"
"Black","Warwickshire","84","66"
"Black","West Berkshire","70","16"
"Black","West Sussex","78","98"
"Black","Westminster","83","213"
"Black","Wigan","74","42"
"Black","Wiltshire","75","67"
"Black","Windsor and Maidenhead","82","18"
"Black","Wirral","72","13"
"Black","Wokingham","98","61"
"Black","Wolverhampton","83","329"
"Black","Worcestershire","86","25"
"Black","York","86","6"
"Chinese","Barking and Dagenham","100","10"
"Chinese","Barnet","95","52"
"Chinese","Barnsley","100","2"
"Chinese","Bath and North East Somerset","80","4"
"Chinese","Bedford","83","5"
"Chinese","Bexley","100","56"
"Chinese","Birmingham","89","77"
"Chinese","Blackburn with Darwen","100","5"
"Chinese","Blackpool","75","3"
"Chinese","Bolton","100","6"
"Chinese","Bournemouth, Christchurch and Poole","93","13"
"Chinese","Bracknell Forest","90","9"
"Chinese","Bradford","100","7"
"Chinese","Brent","100","9"
"Chinese","Brighton and Hove","89","17"
"Chinese","Bristol, City of","96","22"
"Chinese","Bromley","96","27"
"Chinese","Buckinghamshire","92","23"
"Chinese","Bury","83","10"
"Chinese","Calderdale","100","9"
"Chinese","Cambridgeshire","92","44"
"Chinese","Camden","94","16"
"Chinese","Central Bedfordshire","100","4"
"Chinese","Cheshire East","79","11"
"Chinese","Cheshire West and Chester","76","13"
"Chinese","City of London","N/A","N/A"
"Chinese","Cornwall","89","8"
"Chinese","County Durham","78","14"
"Chinese","Coventry","90","19"
"Chinese","Croydon","91","29"
"Chinese","Cumbria","75","6"
"Chinese","Darlington","100","1"
"Chinese","Derby","100","10"
"Chinese","Derbyshire","97","32"
"Chinese","Devon","91","21"
"Chinese","Doncaster","86","18"
"Chinese","Dorset","100","12"
"Chinese","Dudley","71","10"
"Chinese","Ealing","100","18"
"Chinese","East Riding of Yorkshire","100","2"
"Chinese","East Sussex","93","13"
"Chinese","Enfield","93","27"
"Chinese","Essex","94","51"
"Chinese","Gateshead","89","8"
"Chinese","Gloucestershire","82","14"
"Chinese","Greenwich","90","43"
"Chinese","Hackney","91","10"
"Chinese","Halton","N/A","N/A"
"Chinese","Hammersmith and Fulham","100","3"
"Chinese","Hampshire","83","44"
"Chinese","Haringey","93","28"
"Chinese","Harrow","100","8"
"Chinese","Hartlepool","89","8"
"Chinese","Havering","78","7"
"Chinese","Herefordshire, County of","100","3"
"Chinese","Hertfordshire","93","63"
"Chinese","Hillingdon","100","6"
"Chinese","Hounslow","94","17"
"Chinese","Isle of Wight","100","5"
"Chinese","Isles of Scilly","N/A","N/A"
"Chinese","Islington","100","10"
"Chinese","Kensington and Chelsea","100","3"
"Chinese","Kent","100","51"
"Chinese","Kingston upon Hull, City of","100","5"
"Chinese","Kingston upon Thames","100","30"
"Chinese","Kirklees","100","16"
"Chinese","Knowsley","50","1"
"Chinese","Lambeth","88","15"
"Chinese","Lancashire","88","36"
"Chinese","Leeds","88","46"
"Chinese","Leicester","100","17"
"Chinese","Leicestershire","86","24"
"Chinese","Lewisham","87","41"
"Chinese","Lincolnshire","92","23"
"Chinese","Liverpool","89","70"
"Chinese","Luton","90","9"
"Chinese","Manchester","86","55"
"Chinese","Medway","86","6"
"Chinese","Merton","100","15"
"Chinese","Middlesbrough","N/A","N/A"
"Chinese","Milton Keynes","92","24"
"Chinese","Newcastle upon Tyne","92","33"
"Chinese","Newham","100","20"
"Chinese","Norfolk","87","33"
"Chinese","North East Lincolnshire","100","1"
"Chinese","North Lincolnshire","100","3"
"Chinese","North Somerset","88","7"
"Chinese","North Tyneside","94","16"
"Chinese","North Yorkshire","90","9"
"Chinese","Northamptonshire","97","32"
"Chinese","Northumberland","100","7"
"Chinese","Nottingham","92","11"
"Chinese","Nottinghamshire","92","24"
"Chinese","Oldham","85","11"
"Chinese","Oxfordshire","95","19"
"Chinese","Peterborough","88","7"
"Chinese","Plymouth","100","10"
"Chinese","Portsmouth","56","5"
"Chinese","Reading","100","11"
"Chinese","Redbridge","100","21"
"Chinese","Redcar and Cleveland","100","1"
"Chinese","Richmond upon Thames","92","22"
"Chinese","Rochdale","100","12"
"Chinese","Rotherham","92","11"
"Chinese","Rutland","N/A","N/A"
"Chinese","Salford","100","1"
"Chinese","Sandwell","92","22"
"Chinese","Sefton","86","6"
"Chinese","Sheffield","90","43"
"Chinese","Shropshire","100","4"
"Chinese","Slough","100","3"
"Chinese","Solihull","97","29"
"Chinese","Somerset","92","12"
"Chinese","South Gloucestershire","91","10"
"Chinese","South Tyneside","100","3"
"Chinese","Southampton","94","15"
"Chinese","Southend-on-Sea","96","22"
"Chinese","Southwark","83","25"
"Chinese","St. Helens","90","9"
"Chinese","Staffordshire","89","33"
"Chinese","Stockport","91","20"
"Chinese","Stockton-on-Tees","71","5"
"Chinese","Stoke-on-Trent","92","11"
"Chinese","Suffolk","50","2"
"Chinese","Sunderland","69","9"
"Chinese","Surrey","96","67"
"Chinese","Sutton","93","38"
"Chinese","Swindon","87","13"
"Chinese","Tameside","100","13"
"Chinese","Telford and Wrekin","92","12"
"Chinese","Thurrock","100","16"
"Chinese","Torbay","75","3"
"Chinese","Tower Hamlets","100","11"
"Chinese","Trafford","95","59"
"Chinese","Wakefield","95","21"
"Chinese","Walsall","93","13"
"Chinese","Waltham Forest","93","27"
"Chinese","Wandsworth","100","10"
"Chinese","Warrington","100","6"
"Chinese","Warwickshire","91","20"
"Chinese","West Berkshire","100","6"
"Chinese","West Sussex","91","20"
"Chinese","Westminster","92","11"
"Chinese","Wigan","67","4"
"Chinese","Wiltshire","100","16"
"Chinese","Windsor and Maidenhead","100","6"
"Chinese","Wirral","95","19"
"Chinese","Wokingham","100","14"
"Chinese","Wolverhampton","88","7"
"Chinese","Worcestershire","100","10"
"Chinese","York","100","4"
"Mixed","Barking and Dagenham","79","243"
"Mixed","Barnet","85","364"
"Mixed","Barnsley","79","56"
"Mixed","Bath and North East Somerset","86","81"
"Mixed","Bedford","69","175"
"Mixed","Bexley","82","193"
"Mixed","Birmingham","78","1,084"
"Mixed","Blackburn with Darwen","86","62"
"Mixed","Blackpool","77","46"
"Mixed","Bolton","84","131"
"Mixed","Bournemouth, Christchurch and Poole","81","184"
"Mixed","Bracknell Forest","80","81"
"Mixed","Bradford","76","309"
"Mixed","Brent","85","240"
"Mixed","Brighton and Hove","85","238"
"Mixed","Bristol, City of","74","330"
"Mixed","Bromley","83","340"
"Mixed","Buckinghamshire","81","394"
"Mixed","Bury","81","94"
"Mixed","Calderdale","82","90"
"Mixed","Cambridgeshire","80","302"
"Mixed","Camden","85","145"
"Mixed","Central Bedfordshire","75","193"
"Mixed","Cheshire East","84","147"
"Mixed","Cheshire West and Chester","79","84"
"Mixed","City of London","100","4"
"Mixed","Cornwall","78","112"
"Mixed","County Durham","87","87"
"Mixed","Coventry","81","238"
"Mixed","Croydon","75","546"
"Mixed","Cumbria","83","64"
"Mixed","Darlington","80","24"
"Mixed","Derby","77","192"
"Mixed","Derbyshire","82","214"
"Mixed","Devon","77","150"
"Mixed","Doncaster","76","84"
"Mixed","Dorset","78","95"
"Mixed","Dudley","73","189"
"Mixed","Ealing","87","313"
"Mixed","East Riding of Yorkshire","86","67"
"Mixed","East Sussex","75","242"
"Mixed","Enfield","83","400"
"Mixed","Essex","83","745"
"Mixed","Gateshead","87","33"
"Mixed","Gloucestershire","83","281"
"Mixed","Greenwich","85","290"
"Mixed","Hackney","80","214"
"Mixed","Halton","79","26"
"Mixed","Hammersmith and Fulham","74","136"
"Mixed","Hampshire","83","486"
"Mixed","Haringey","83","286"
"Mixed","Harrow","85","217"
"Mixed","Hartlepool","80","12"
"Mixed","Havering","86","181"
"Mixed","Herefordshire, County of","83","50"
"Mixed","Hertfordshire","82","828"
"Mixed","Hillingdon","85","399"
"Mixed","Hounslow","82","238"
"Mixed","Isle of Wight","74","37"
"Mixed","Isles of Scilly","N/A","N/A"
"Mixed","Islington","80","245"
"Mixed","Kensington and Chelsea","89","166"
"Mixed","Kent","82","804"
"Mixed","Kingston upon Hull, City of","80","94"
"Mixed","Kingston upon Thames","86","183"
"Mixed","Kirklees","74","274"
"Mixed","Knowsley","69","27"
"Mixed","Lambeth","83","348"
"Mixed","Lancashire","82","394"
"Mixed","Leeds","74","469"
"Mixed","Leicester","78","258"
"Mixed","Leicestershire","85","320"
"Mixed","Lewisham","78","438"
"Mixed","Lincolnshire","80","199"
"Mixed","Liverpool","78","231"
"Mixed","Luton","82","230"
"Mixed","Manchester","79","452"
"Mixed","Medway","74","167"
"Mixed","Merton","80","185"
"Mixed","Middlesbrough","79","88"
"Mixed","Milton Keynes","84","262"
"Mixed","Newcastle upon Tyne","78","105"
"Mixed","Newham","83","258"
"Mixed","Norfolk","72","233"
"Mixed","North East Lincolnshire","84","49"
"Mixed","North Lincolnshire","76","26"
"Mixed","North Somerset","85","78"
"Mixed","North Tyneside","82","62"
"Mixed","North Yorkshire","74","128"
"Mixed","Northamptonshire","76","392"
"Mixed","Northumberland","79","52"
"Mixed","Nottingham","80","390"
"Mixed","Nottinghamshire","81","337"
"Mixed","Oldham","80","144"
"Mixed","Oxfordshire","78","400"
"Mixed","Peterborough","75","141"
"Mixed","Plymouth","80","72"
"Mixed","Portsmouth","87","104"
"Mixed","Reading","75","162"
"Mixed","Redbridge","81","250"
"Mixed","Redcar and Cleveland","94","47"
"Mixed","Richmond upon Thames","88","201"
"Mixed","Rochdale","79","91"
"Mixed","Rotherham","70","76"
"Mixed","Rutland","100","12"
"Mixed","Salford","80","193"
"Mixed","Sandwell","76","337"
"Mixed","Sefton","83","64"
"Mixed","Sheffield","74","362"
"Mixed","Shropshire","82","76"
"Mixed","Slough","84","178"
"Mixed","Solihull","84","185"
"Mixed","Somerset","76","135"
"Mixed","South Gloucestershire","86","147"
"Mixed","South Tyneside","72","31"
"Mixed","Southampton","73","128"
"Mixed","Southend-on-Sea","82","121"
"Mixed","Southwark","80","301"
"Mixed","St. Helens","79","34"
"Mixed","Staffordshire","75","265"
"Mixed","Stockport","79","143"
"Mixed","Stockton-on-Tees","87","58"
"Mixed","Stoke-on-Trent","82","130"
"Mixed","Suffolk","78","362"
"Mixed","Sunderland","82","45"
"Mixed","Surrey","85","669"
"Mixed","Sutton","86","202"
"Mixed","Swindon","75","135"
"Mixed","Tameside","83","117"
"Mixed","Telford and Wrekin","89","104"
"Mixed","Thurrock","89","127"
"Mixed","Torbay","67","28"
"Mixed","Tower Hamlets","79","169"
"Mixed","Trafford","88","204"
"Mixed","Wakefield","75","93"
"Mixed","Walsall","73","172"
"Mixed","Waltham Forest","86","344"
"Mixed","Wandsworth","81","241"
"Mixed","Warrington","96","73"
"Mixed","Warwickshire","83","263"
"Mixed","West Berkshire","78","81"
"Mixed","West Sussex","80","367"
"Mixed","Westminster","87","130"
"Mixed","Wigan","84","82"
"Mixed","Wiltshire","84","158"
"Mixed","Windsor and Maidenhead","81","112"
"Mixed","Wirral","80","78"
"Mixed","Wokingham","86","144"
"Mixed","Wolverhampton","75","297"
"Mixed","Worcestershire","76","184"
"Mixed","York","79","48"
"White","Barking and Dagenham","76","959"
"White","Barnet","85","1,889"
"White","Barnsley","77","2,061"
"White","Bath and North East Somerset","80","1,318"
"White","Bedford","71","1,004"
"White","Bexley","77","1,640"
"White","Birmingham","74","4,098"
"White","Blackburn with Darwen","77","830"
"White","Blackpool","80","1,244"
"White","Bolton","80","1,981"
"White","Bournemouth, Christchurch and Poole","78","2,627"
"White","Bracknell Forest","79","919"
"White","Bradford","74","2,839"
"White","Brent","81","746"
"White","Brighton and Hove","77","1,643"
"White","Bristol, City of","78","2,617"
"White","Bromley","82","2,121"
"White","Buckinghamshire","79","3,515"
"White","Bury","79","1,416"
"White","Calderdale","77","1,611"
"White","Cambridgeshire","75","4,587"
"White","Camden","84","511"
"White","Central Bedfordshire","72","2,174"
"White","Cheshire East","81","3,154"
"White","Cheshire West and Chester","79","2,976"
"White","City of London","100","9"
"White","Cornwall","73","4,088"
"White","County Durham","79","4,342"
"White","Coventry","76","1,895"
"White","Croydon","77","1,313"
"White","Cumbria","78","3,895"
"White","Darlington","79","942"
"White","Derby","72","1,568"
"White","Derbyshire","78","6,369"
"White","Devon","76","5,715"
"White","Doncaster","75","2,554"
"White","Dorset","75","2,794"
"White","Dudley","74","2,219"
"White","Ealing","85","1,118"
"White","East Riding of Yorkshire","78","2,736"
"White","East Sussex","72","3,552"
"White","Enfield","76","1,718"
"White","Essex","78","11,187"
"White","Gateshead","81","1,566"
"White","Gloucestershire","77","4,689"
"White","Greenwich","75","1,045"
"White","Hackney","74","666"
"White","Halton","75","1,153"
"White","Hammersmith and Fulham","89","451"
"White","Hampshire","78","10,418"
"White","Haringey","80","1,199"
"White","Harrow","85","701"
"White","Hartlepool","79","882"
"White","Havering","81","1,735"
"White","Herefordshire, County of","80","1,433"
"White","Hertfordshire","78","8,656"
"White","Hillingdon","79","1,210"
"White","Hounslow","78","861"
"White","Isle of Wight","70","846"
"White","Isles of Scilly","50","9"
"White","Islington","81","676"
"White","Kensington and Chelsea","88","303"
"White","Kent","76","11,614"
"White","Kingston upon Hull, City of","77","2,225"
"White","Kingston upon Thames","82","933"
"White","Kirklees","77","2,659"
"White","Knowsley","77","1,309"
"White","Lambeth","84","775"
"White","Lancashire","77","9,066"
"White","Leeds","76","4,964"
"White","Leicester","70","1,212"
"White","Leicestershire","79","5,133"
"White","Lewisham","79","887"
