"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","104","NA","2080","215595"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","106","NA","4794","506965"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","104","NA","3316","343604"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","102","NA","1023","104150"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","104","NA","2293","239454"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","107","NA","3558","378956"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","105","NA","1057","111445"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","107","NA","2501","267511"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","107","NA","5035","537181"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","106","NA","1300","137169"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","107","NA","3735","400012"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","106","NA","2531","267450"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","104","NA","630","65832"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","106","NA","1901","201618"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","108","NA","2504","269731"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","106","NA","670","71337"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","108","NA","1834","198394"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","112","NA","2767","309130"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","110","NA","190","20970"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","112","NA","2577","288160"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","111","NA","1364","151421"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","110","NA","91","10016"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","111","NA","1273","141405"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","112","NA","1403","157709"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","111","NA","99","10954"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","113","NA","1304","146755"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","111","NA","18871","2091181"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","107","NA","1216","130409"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","111","NA","17655","1960772"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","110","NA","9557","1049991"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","106","NA","601","63921"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","110","NA","8956","986070"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","112","NA","9314","1041190"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","108","NA","615","66488"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","112","NA","8699","974702"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","107","NA","37168","3975442"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","104","NA","8579","890831"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","108","NA","28589","3084611"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","106","NA","18518","1959864"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","103","NA","4251","435764"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","107","NA","14267","1524100"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","108","NA","18650","2015578"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","105","NA","4328","455067"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","109","NA","14322","1560511"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","108","NA","13438","1444849"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","104","NA","2756","287898"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","108","NA","10682","1156951"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","107","NA","6741","717928"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","103","NA","1345","138788"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","107","NA","5396","579140"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","109","NA","6697","726921"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","106","NA","1411","149110"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","109","NA","5286","577811"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","108","NA","8650","938184"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","104","NA","1474","153887"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","109","NA","7176","784297"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","107","NA","4339","466002"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","103","NA","780","80358"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","108","NA","3559","385644"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","110","NA","4311","472182"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","106","NA","694","73529"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","110","NA","3617","398653"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","107","NA","5278","564673"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","105","NA","1274","133161"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","108","NA","4004","431512"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","106","NA","2526","266878"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","103","NA","596","61483"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","106","NA","1930","205395"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","108","NA","2752","297795"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","106","NA","678","71678"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","109","NA","2074","226117"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","105","NA","9802","1027736"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","103","NA","3075","315885"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","106","NA","6727","711851"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","104","NA","4912","509056"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","101","NA","1530","155135"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","105","NA","3382","353921"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","106","NA","4890","518680"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","104","NA","1545","160750"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","107","NA","3345","357930"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","107","NA","11952","1280329"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","105","NA","2951","309229"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","108","NA","9001","971100"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","106","NA","6089","647382"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","104","NA","1533","159459"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","107","NA","4556","487923"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","108","NA","5863","632947"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","106","NA","1418","149770"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","109","NA","4445","483177"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","107","NA","28060","3016312"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","106","NA","5238","554924"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","108","NA","22822","2461388"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","107","NA","14244","1517002"
"Average scaled score in key stage 2 grammar, punctuation and spelling","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","105","NA","2671","280381"
