"Ethnicity","Local authority ","%","Pupils"
"All","Peterborough","64","1,915"
"All","Plymouth","73","2,148"
"All","Portsmouth","67","1,482"
"All","Reading","72","1,352"
"All","Redbridge","79","3,208"
"All","Redcar and Cleveland","78","1,276"
"All","Richmond upon Thames","88","2,036"
"All","Rochdale","69","2,069"
"All","Rotherham","66","2,241"
"All","Rutland","77","306"
"All","Salford","73","2,171"
"All","Sandwell","71","3,354"
"All","Sefton","73","2,160"
"All","Sheffield","71","4,488"
"All","Shropshire","75","2,308"
"All","Slough","76","1,787"
"All","Solihull","78","2,041"
"All","Somerset","71","4,162"
"All","South Gloucestershire","74","2,460"
"All","South Tyneside","75","1,249"
"All","Southampton","71","2,006"
"All","Southend-on-Sea","76","1,671"
"All","Southwark","76","2,516"
"All","St. Helens","73","1,619"
"All","Staffordshire","74","7,221"
"All","Stockport","75","2,580"
"All","Stockton-on-Tees","76","1,895"
"All","Stoke-on-Trent","68","2,275"
"All","Suffolk","71","5,669"
"All","Sunderland","74","2,417"
"All","Surrey","79","9,807"
"All","Sutton","80","1,925"
"All","Swindon","71","2,071"
"All","Tameside","72","2,127"
"All","Telford and Wrekin","74","1,702"
"All","Thurrock","76","1,848"
"All","Torbay","75","1,091"
"All","Tower Hamlets","79","2,623"
"All","Trafford","83","2,493"
"All","Wakefield","71","2,851"
"All","Walsall","70","2,657"
"All","Waltham Forest","78","2,599"
"All","Wandsworth","77","1,837"
"All","Warrington","79","2,048"
"All","Warwickshire","75","4,759"
"All","West Berkshire","74","1,449"
"All","West Sussex","74","6,805"
"All","Westminster","78","1,119"
"All","Wigan","74","2,803"
"All","Wiltshire","75","4,002"
"All","Windsor and Maidenhead","77","1,226"
"All","Wirral","69","2,606"
"All","Wokingham","81","1,736"
"All","Wolverhampton","72","2,436"
"All","Worcestershire","72","4,448"
"All","York","75","1,496"
"Asian","Barking and Dagenham","80","609"
"Asian","Barnet","83","388"
"Asian","Barnsley","92","23"
"Asian","Bath and North East Somerset","86","24"
"Asian","Bedford","61","202"
"Asian","Bexley","87","234"
"Asian","Birmingham","71","4,292"
"Asian","Blackburn with Darwen","73","718"
"Asian","Blackpool","74","26"
"Asian","Bolton","69","669"
"Asian","Bournemouth, Christchurch and Poole","82","108"
"Asian","Bracknell Forest","85","66"
"Asian","Bradford","72","2,403"
"Asian","Brent","76","845"
"Asian","Brighton and Hove","78","66"
"Asian","Bristol, City of","70","272"
"Asian","Bromley","86","184"
"Asian","Buckinghamshire","75","787"
"Asian","Bury","69","250"
"Asian","Calderdale","75","360"
"Asian","Cambridgeshire","77","230"
"Asian","Camden","79","272"
"Asian","Central Bedfordshire","76","56"
"Asian","Cheshire East","76","65"
"Asian","Cheshire West and Chester","82","49"
"Asian","City of London","73","8"
"Asian","Cornwall","67","10"
"Asian","County Durham","79","27"
"Asian","Coventry","70","671"
"Asian","Croydon","82","595"
"Asian","Cumbria","77","34"
"Asian","Darlington","68","21"
"Asian","Derby","71","444"
"Asian","Derbyshire","81","86"
"Asian","Devon","77","48"
"Asian","Doncaster","67","73"
"Asian","Dorset","81","22"
"Asian","Dudley","70","286"
"Asian","Ealing","78","976"
"Asian","East Riding of Yorkshire","82","14"
"Asian","East Sussex","78","90"
"Asian","Enfield","80","307"
"Asian","Essex","86","385"
"Asian","Gateshead","78","36"
"Asian","Gloucestershire","80","163"
"Asian","Greenwich","84","238"
"Asian","Hackney","74","231"
"Asian","Halton","71","5"
"Asian","Hammersmith and Fulham","79","63"
"Asian","Hampshire","80","383"
"Asian","Haringey","79","149"
"Asian","Harrow","81","1,140"
"Asian","Hartlepool","71","17"
"Asian","Havering","82","202"
"Asian","Herefordshire, County of","90","9"
"Asian","Hertfordshire","78","949"
"Asian","Hillingdon","81","871"
"Asian","Hounslow","82","887"
"Asian","Isle of Wight","80","8"
"Asian","Isles of Scilly","N/A","N/A"
"Asian","Islington","74","111"
"Asian","Kensington and Chelsea","71","30"
"Asian","Kent","85","620"
"Asian","Kingston upon Hull, City of","87","46"
"Asian","Kingston upon Thames","81","270"
"Asian","Kirklees","69","1,034"
"Asian","Knowsley","89","34"
"Asian","Lambeth","87","136"
"Asian","Lancashire","68","1,090"
"Asian","Leeds","67","748"
"Asian","Leicester","72","1,462"
"Asian","Leicestershire","80","460"
"Asian","Lewisham","82","168"
"Asian","Lincolnshire","91","79"
"Asian","Liverpool","75","176"
"Asian","Luton","69","1,056"
"Asian","Manchester","67","1,030"
"Asian","Medway","78","145"
"Asian","Merton","82","402"
"Asian","Middlesbrough","71","140"
"Asian","Milton Keynes","82","399"
"Asian","Newcastle upon Tyne","76","308"
"Asian","Newham","83","1,793"
"Asian","Norfolk","80","114"
"Asian","North East Lincolnshire","78","14"
"Asian","North Lincolnshire","63","48"
"Asian","North Somerset","76","25"
"Asian","North Tyneside","74","43"
"Asian","North Yorkshire","76","64"
"Asian","Northamptonshire","77","341"
"Asian","Northumberland","84","48"
"Asian","Nottingham","77","449"
"Asian","Nottinghamshire","78","224"
"Asian","Oldham","67","778"
"Asian","Oxfordshire","69","322"
"Asian","Peterborough","60","343"
"Asian","Plymouth","78","21"
"Asian","Portsmouth","72","86"
"Asian","Reading","74","282"
"Asian","Redbridge","81","1,771"
"Asian","Redcar and Cleveland","70","7"
"Asian","Richmond upon Thames","84","174"
"Asian","Rochdale","65","513"
"Asian","Rotherham","53","141"
"Asian","Rutland","80","4"
"Asian","Salford","78","80"
"Asian","Sandwell","73","1,017"
"Asian","Sefton","67","20"
"Asian","Sheffield","70","552"
"Asian","Shropshire","83","20"
"Asian","Slough","84","949"
"Asian","Solihull","81","279"
"Asian","Somerset","79","63"
"Asian","South Gloucestershire","78","81"
"Asian","South Tyneside","81","46"
"Asian","Southampton","71","263"
"Asian","Southend-on-Sea","86","121"
"Asian","Southwark","75","135"
"Asian","St. Helens","85","17"
"Asian","Staffordshire","68","301"
"Asian","Stockport","74","187"
"Asian","Stockton-on-Tees","76","104"
"Asian","Stoke-on-Trent","70","351"
"Asian","Suffolk","73","106"
"Asian","Sunderland","77","101"
"Asian","Surrey","80","692"
"Asian","Sutton","86","363"
"Asian","Swindon","73","253"
"Asian","Tameside","72","224"
"Asian","Telford and Wrekin","71","106"
"Asian","Thurrock","84","114"
"Asian","Torbay","80","20"
"Asian","Tower Hamlets","79","1,725"
"Asian","Trafford","86","384"
"Asian","Wakefield","62","102"
"Asian","Walsall","75","707"
"Asian","Waltham Forest","78","682"
"Asian","Wandsworth","75","332"
"Asian","Warrington","76","67"
"Asian","Warwickshire","82","314"
"Asian","West Berkshire","72","39"
"Asian","West Sussex","73","318"
"Asian","Westminster","79","151"
"Asian","Wigan","74","32"
"Asian","Wiltshire","83","55"
"Asian","Windsor and Maidenhead","73","185"
"Asian","Wirral","84","76"
"Asian","Wokingham","84","259"
"Asian","Wolverhampton","75","586"
"Asian","Worcestershire","71","178"
"Asian","York","76","31"
"Black","Barking and Dagenham","77","833"
"Black","Barnet","75","372"
"Black","Barnsley","77","17"
"Black","Bath and North East Somerset","73","8"
"Black","Bedford","66","82"
"Black","Bexley","82","493"
"Black","Birmingham","69","1,449"
"Black","Blackburn with Darwen","85","28"
"Black","Blackpool","60","3"
"Black","Bolton","59","148"
"Black","Bournemouth, Christchurch and Poole","88","14"
"Black","Bracknell Forest","69","33"
"Black","Bradford","73","96"
"Black","Brent","74","647"
"Black","Brighton and Hove","74","43"
"Black","Bristol, City of","64","352"
"Black","Bromley","78","285"
"Black","Buckinghamshire","70","117"
"Black","Bury","59","34"
"Black","Calderdale","48","12"
"Black","Cambridgeshire","70","60"
"Black","Camden","77","222"
"Black","Central Bedfordshire","73","65"
"Black","Cheshire East","75","12"
"Black","Cheshire West and Chester","53","10"
"Black","City of London","100","2"
"Black","Cornwall","33","1"
"Black","County Durham","78","7"
"Black","Coventry","70","372"
"Black","Croydon","74","972"
"Black","Cumbria","78","7"
"Black","Darlington","71","5"
"Black","Derby","73","95"
"Black","Derbyshire","75","18"
"Black","Devon","73","8"
"Black","Doncaster","69","38"
"Black","Dorset","67","8"
"Black","Dudley","54","51"
"Black","Ealing","74","507"
"Black","East Riding of Yorkshire","71","5"
"Black","East Sussex","71","29"
"Black","Enfield","73","853"
"Black","Essex","79","414"
"Black","Gateshead","70","26"
"Black","Gloucestershire","67","74"
"Black","Greenwich","81","986"
"Black","Hackney","69","654"
"Black","Halton","100","1"
"Black","Hammersmith and Fulham","73","271"
"Black","Hampshire","76","140"
"Black","Haringey","68","546"
"Black","Harrow","76","215"
"Black","Hartlepool","67","2"
"Black","Havering","79","290"
"Black","Herefordshire, County of","86","6"
"Black","Hertfordshire","75","486"
"Black","Hillingdon","73","325"
"Black","Hounslow","74","292"
"Black","Isle of Wight","100","3"
"Black","Isles of Scilly","N/A","N/A"
"Black","Islington","72","351"
"Black","Kensington and Chelsea","83","152"
"Black","Kent","82","433"
"Black","Kingston upon Hull, City of","72","47"
"Black","Kingston upon Thames","78","28"
"Black","Kirklees","59","61"
"Black","Knowsley","83","10"
"Black","Lambeth","74","998"
"Black","Lancashire","74","42"
"Black","Leeds","64","488"
"Black","Leicester","75","358"
"Black","Leicestershire","77","70"
"Black","Lewisham","73","997"
"Black","Lincolnshire","79","33"
"Black","Liverpool","71","176"
"Black","Luton","70","242"
"Black","Manchester","72","868"
"Black","Medway","80","195"
"Black","Merton","72","248"
"Black","Middlesbrough","72","13"
"Black","Milton Keynes","73","392"
"Black","Newcastle upon Tyne","71","135"
"Black","Newham","79","885"
"Black","Norfolk","60","49"
"Black","North East Lincolnshire","43","3"
"Black","North Lincolnshire","58","7"
"Black","North Somerset","83","10"
"Black","North Tyneside","74","14"
"Black","North Yorkshire","42","13"
"Black","Northamptonshire","68","362"
"Black","Northumberland","40","2"
"Black","Nottingham","72","319"
"Black","Nottinghamshire","67","74"
"Black","Oldham","69","90"
"Black","Oxfordshire","67","141"
"Black","Peterborough","65","88"
"Black","Plymouth","71","17"
"Black","Portsmouth","70","53"
"Black","Reading","68","129"
"Black","Redbridge","75","352"
"Black","Redcar and Cleveland","80","4"
"Black","Richmond upon Thames","69","40"
"Black","Rochdale","66","83"
"Black","Rotherham","70","46"
"Black","Rutland","50","3"
"Black","Salford","73","125"
"Black","Sandwell","71","347"
"Black","Sefton","64","9"
"Black","Sheffield","66","253"
"Black","Shropshire","43","3"
"Black","Slough","72","153"
"Black","Solihull","75","43"
"Black","Somerset","81","13"
"Black","South Gloucestershire","71","32"
"Black","South Tyneside","80","8"
"Black","Southampton","81","73"
"Black","Southend-on-Sea","77","49"
"Black","Southwark","73","1,100"
"Black","St. Helens","50","6"
"Black","Staffordshire","64","49"
"Black","Stockport","76","34"
"Black","Stockton-on-Tees","78","21"
"Black","Stoke-on-Trent","69","90"
"Black","Suffolk","70","60"
"Black","Sunderland","86","24"
"Black","Surrey","73","167"
"Black","Sutton","80","134"
"Black","Swindon","71","65"
"Black","Tameside","71","60"
"Black","Telford and Wrekin","66","57"
"Black","Thurrock","83","331"
"Black","Torbay","100","1"
"Black","Tower Hamlets","75","252"
"Black","Trafford","74","102"
"Black","Wakefield","75","42"
"Black","Walsall","67","131"
"Black","Waltham Forest","76","485"
"Black","Wandsworth","69","380"
"Black","Warrington","74","17"
"Black","Warwickshire","73","58"
"Black","West Berkshire","65","15"
"Black","West Sussex","71","89"
"Black","Westminster","79","202"
"Black","Wigan","67","38"
"Black","Wiltshire","66","59"
"Black","Windsor and Maidenhead","64","14"
"Black","Wirral","67","12"
"Black","Wokingham","89","55"
"Black","Wolverhampton","73","288"
"Black","Worcestershire","79","23"
"Black","York","86","6"
"Chinese","Barking and Dagenham","90","9"
"Chinese","Barnet","87","48"
"Chinese","Barnsley","100","2"
"Chinese","Bath and North East Somerset","60","3"
"Chinese","Bedford","67","4"
"Chinese","Bexley","98","55"
"Chinese","Birmingham","75","65"
"Chinese","Blackburn with Darwen","80","4"
"Chinese","Blackpool","50","2"
"Chinese","Bolton","100","6"
"Chinese","Bournemouth, Christchurch and Poole","86","12"
"Chinese","Bracknell Forest","90","9"
"Chinese","Bradford","71","5"
"Chinese","Brent","78","7"
"Chinese","Brighton and Hove","79","15"
"Chinese","Bristol, City of","83","19"
"Chinese","Bromley","96","27"
"Chinese","Buckinghamshire","88","22"
"Chinese","Bury","83","10"
"Chinese","Calderdale","100","9"
"Chinese","Cambridgeshire","90","43"
"Chinese","Camden","88","15"
"Chinese","Central Bedfordshire","100","4"
"Chinese","Cheshire East","50","7"
"Chinese","Cheshire West and Chester","71","12"
"Chinese","City of London","N/A","N/A"
"Chinese","Cornwall","78","7"
"Chinese","County Durham","67","12"
"Chinese","Coventry","71","15"
"Chinese","Croydon","81","26"
"Chinese","Cumbria","75","6"
"Chinese","Darlington","0","0"
"Chinese","Derby","100","10"
"Chinese","Derbyshire","88","29"
"Chinese","Devon","87","20"
"Chinese","Doncaster","81","17"
"Chinese","Dorset","75","9"
"Chinese","Dudley","71","10"
"Chinese","Ealing","94","17"
"Chinese","East Riding of Yorkshire","100","2"
"Chinese","East Sussex","79","11"
"Chinese","Enfield","83","24"
"Chinese","Essex","93","50"
"Chinese","Gateshead","100","9"
"Chinese","Gloucestershire","76","13"
"Chinese","Greenwich","85","41"
"Chinese","Hackney","91","10"
"Chinese","Halton","N/A","N/A"
"Chinese","Hammersmith and Fulham","100","3"
"Chinese","Hampshire","77","41"
"Chinese","Haringey","80","24"
"Chinese","Harrow","100","8"
"Chinese","Hartlepool","89","8"
"Chinese","Havering","67","6"
"Chinese","Herefordshire, County of","67","2"
"Chinese","Hertfordshire","82","56"
"Chinese","Hillingdon","100","6"
"Chinese","Hounslow","89","16"
"Chinese","Isle of Wight","100","5"
"Chinese","Isles of Scilly","N/A","N/A"
"Chinese","Islington","100","10"
"Chinese","Kensington and Chelsea","100","3"
"Chinese","Kent","94","48"
"Chinese","Kingston upon Hull, City of","100","5"
"Chinese","Kingston upon Thames","77","23"
"Chinese","Kirklees","88","14"
"Chinese","Knowsley","50","1"
"Chinese","Lambeth","88","15"
"Chinese","Lancashire","85","35"
"Chinese","Leeds","79","41"
"Chinese","Leicester","71","12"
"Chinese","Leicestershire","82","23"
"Chinese","Lewisham","81","38"
"Chinese","Lincolnshire","80","20"
"Chinese","Liverpool","82","65"
"Chinese","Luton","80","8"
"Chinese","Manchester","80","51"
"Chinese","Medway","71","5"
"Chinese","Merton","100","15"
"Chinese","Middlesbrough","N/A","N/A"
"Chinese","Milton Keynes","92","24"
"Chinese","Newcastle upon Tyne","81","29"
"Chinese","Newham","90","18"
"Chinese","Norfolk","74","28"
"Chinese","North East Lincolnshire","100","1"
"Chinese","North Lincolnshire","100","3"
"Chinese","North Somerset","88","7"
"Chinese","North Tyneside","88","15"
"Chinese","North Yorkshire","90","9"
"Chinese","Northamptonshire","85","28"
"Chinese","Northumberland","100","7"
"Chinese","Nottingham","75","9"
"Chinese","Nottinghamshire","69","18"
"Chinese","Oldham","77","10"
"Chinese","Oxfordshire","80","16"
"Chinese","Peterborough","75","6"
"Chinese","Plymouth","100","10"
"Chinese","Portsmouth","56","5"
"Chinese","Reading","82","9"
"Chinese","Redbridge","100","21"
"Chinese","Redcar and Cleveland","100","1"
"Chinese","Richmond upon Thames","75","18"
"Chinese","Rochdale","83","10"
"Chinese","Rotherham","83","10"
"Chinese","Rutland","N/A","N/A"
"Chinese","Salford","100","1"
"Chinese","Sandwell","75","18"
"Chinese","Sefton","71","5"
"Chinese","Sheffield","90","43"
"Chinese","Shropshire","75","3"
"Chinese","Slough","100","3"
"Chinese","Solihull","97","29"
"Chinese","Somerset","92","12"
"Chinese","South Gloucestershire","82","9"
"Chinese","South Tyneside","67","2"
"Chinese","Southampton","75","12"
"Chinese","Southend-on-Sea","91","21"
"Chinese","Southwark","77","23"
"Chinese","St. Helens","80","8"
"Chinese","Staffordshire","76","28"
"Chinese","Stockport","91","20"
"Chinese","Stockton-on-Tees","57","4"
"Chinese","Stoke-on-Trent","83","10"
"Chinese","Suffolk","75","3"
"Chinese","Sunderland","77","10"
"Chinese","Surrey","89","62"
"Chinese","Sutton","90","37"
"Chinese","Swindon","67","10"
"Chinese","Tameside","92","12"
"Chinese","Telford and Wrekin","85","11"
"Chinese","Thurrock","81","13"
"Chinese","Torbay","75","3"
"Chinese","Tower Hamlets","100","11"
"Chinese","Trafford","87","54"
"Chinese","Wakefield","82","18"
"Chinese","Walsall","86","12"
"Chinese","Waltham Forest","90","26"
"Chinese","Wandsworth","90","9"
"Chinese","Warrington","100","6"
"Chinese","Warwickshire","91","20"
"Chinese","West Berkshire","100","6"
"Chinese","West Sussex","73","16"
"Chinese","Westminster","92","11"
"Chinese","Wigan","50","3"
"Chinese","Wiltshire","94","15"
"Chinese","Windsor and Maidenhead","100","6"
"Chinese","Wirral","75","15"
"Chinese","Wokingham","100","14"
"Chinese","Wolverhampton","88","7"
"Chinese","Worcestershire","90","9"
"Chinese","York","100","4"
"Mixed","Barking and Dagenham","67","207"
"Mixed","Barnet","81","346"
"Mixed","Barnsley","69","49"
"Mixed","Bath and North East Somerset","79","74"
"Mixed","Bedford","62","157"
"Mixed","Bexley","80","187"
"Mixed","Birmingham","72","1,000"
"Mixed","Blackburn with Darwen","76","55"
"Mixed","Blackpool","73","44"
"Mixed","Bolton","76","119"
"Mixed","Bournemouth, Christchurch and Poole","77","175"
"Mixed","Bracknell Forest","81","82"
"Mixed","Bradford","69","281"
"Mixed","Brent","79","225"
"Mixed","Brighton and Hove","80","225"
"Mixed","Bristol, City of","68","304"
"Mixed","Bromley","85","348"
"Mixed","Buckinghamshire","77","375"
"Mixed","Bury","72","83"
"Mixed","Calderdale","74","81"
"Mixed","Cambridgeshire","76","289"
"Mixed","Camden","82","140"
"Mixed","Central Bedfordshire","71","184"
"Mixed","Cheshire East","81","142"
"Mixed","Cheshire West and Chester","76","81"
"Mixed","City of London","100","4"
"Mixed","Cornwall","76","108"
"Mixed","County Durham","83","83"
"Mixed","Coventry","71","209"
"Mixed","Croydon","71","517"
"Mixed","Cumbria","74","57"
"Mixed","Darlington","80","24"
"Mixed","Derby","73","180"
"Mixed","Derbyshire","74","193"
"Mixed","Devon","76","148"
"Mixed","Doncaster","66","73"
"Mixed","Dorset","70","86"
"Mixed","Dudley","63","163"
"Mixed","Ealing","85","307"
"Mixed","East Riding of Yorkshire","73","57"
"Mixed","East Sussex","77","246"
"Mixed","Enfield","79","381"
"Mixed","Essex","79","714"
"Mixed","Gateshead","87","33"
"Mixed","Gloucestershire","80","269"
"Mixed","Greenwich","82","282"
"Mixed","Hackney","78","209"
"Mixed","Halton","58","19"
"Mixed","Hammersmith and Fulham","75","138"
"Mixed","Hampshire","81","475"
"Mixed","Haringey","79","271"
"Mixed","Harrow","82","208"
"Mixed","Hartlepool","80","12"
"Mixed","Havering","78","164"
"Mixed","Herefordshire, County of","83","50"
"Mixed","Hertfordshire","78","795"
"Mixed","Hillingdon","76","353"
"Mixed","Hounslow","76","222"
"Mixed","Isle of Wight","72","36"
"Mixed","Isles of Scilly","N/A","N/A"
"Mixed","Islington","78","238"
"Mixed","Kensington and Chelsea","88","165"
"Mixed","Kent","77","762"
"Mixed","Kingston upon Hull, City of","75","88"
"Mixed","Kingston upon Thames","81","173"
"Mixed","Kirklees","70","257"
"Mixed","Knowsley","62","24"
"Mixed","Lambeth","83","350"
"Mixed","Lancashire","75","361"
"Mixed","Leeds","70","443"
"Mixed","Leicester","71","235"
"Mixed","Leicestershire","77","289"
"Mixed","Lewisham","76","426"
"Mixed","Lincolnshire","73","182"
"Mixed","Liverpool","69","203"
"Mixed","Luton","75","210"
"Mixed","Manchester","73","415"
"Mixed","Medway","72","163"
"Mixed","Merton","74","170"
"Mixed","Middlesbrough","70","78"
"Mixed","Milton Keynes","79","245"
"Mixed","Newcastle upon Tyne","72","97"
"Mixed","Newham","82","255"
"Mixed","Norfolk","72","233"
"Mixed","North East Lincolnshire","79","46"
"Mixed","North Lincolnshire","65","22"
"Mixed","North Somerset","83","76"
"Mixed","North Tyneside","80","61"
"Mixed","North Yorkshire","69","119"
"Mixed","Northamptonshire","66","345"
"Mixed","Northumberland","80","53"
"Mixed","Nottingham","74","362"
"Mixed","Nottinghamshire","76","319"
"Mixed","Oldham","74","132"
"Mixed","Oxfordshire","74","380"
"Mixed","Peterborough","66","124"
"Mixed","Plymouth","73","66"
"Mixed","Portsmouth","75","90"
"Mixed","Reading","72","156"
"Mixed","Redbridge","79","241"
"Mixed","Redcar and Cleveland","82","41"
"Mixed","Richmond upon Thames","84","192"
"Mixed","Rochdale","66","76"
"Mixed","Rotherham","62","68"
"Mixed","Rutland","92","11"
"Mixed","Salford","70","168"
"Mixed","Sandwell","70","308"
"Mixed","Sefton","78","60"
"Mixed","Sheffield","71","343"
"Mixed","Shropshire","73","68"
"Mixed","Slough","76","161"
"Mixed","Solihull","75","166"
"Mixed","Somerset","68","121"
"Mixed","South Gloucestershire","79","135"
"Mixed","South Tyneside","72","31"
"Mixed","Southampton","72","126"
"Mixed","Southend-on-Sea","76","111"
"Mixed","Southwark","78","294"
"Mixed","St. Helens","65","28"
"Mixed","Staffordshire","71","251"
"Mixed","Stockport","69","126"
"Mixed","Stockton-on-Tees","84","56"
"Mixed","Stoke-on-Trent","76","121"
"Mixed","Suffolk","74","345"
"Mixed","Sunderland","76","42"
"Mixed","Surrey","80","627"
"Mixed","Sutton","82","194"
"Mixed","Swindon","75","134"
"Mixed","Tameside","74","104"
"Mixed","Telford and Wrekin","82","96"
"Mixed","Thurrock","83","118"
"Mixed","Torbay","81","34"
"Mixed","Tower Hamlets","82","175"
"Mixed","Trafford","83","193"
"Mixed","Wakefield","73","91"
"Mixed","Walsall","70","165"
"Mixed","Waltham Forest","82","327"
"Mixed","Wandsworth","78","232"
"Mixed","Warrington","89","68"
"Mixed","Warwickshire","80","252"
"Mixed","West Berkshire","74","77"
"Mixed","West Sussex","75","342"
"Mixed","Westminster","81","120"
"Mixed","Wigan","69","68"
"Mixed","Wiltshire","80","151"
"Mixed","Windsor and Maidenhead","78","108"
"Mixed","Wirral","72","71"
"Mixed","Wokingham","82","137"
"Mixed","Wolverhampton","69","275"
"Mixed","Worcestershire","75","182"
"Mixed","York","72","44"
"White","Barking and Dagenham","67","852"
"White","Barnet","83","1,836"
"White","Barnsley","73","1,946"
"White","Bath and North East Somerset","77","1,265"
"White","Bedford","68","965"
"White","Bexley","74","1,577"
"White","Birmingham","69","3,811"
"White","Blackburn with Darwen","74","793"
"White","Blackpool","77","1,195"
"White","Bolton","74","1,820"
"White","Bournemouth, Christchurch and Poole","74","2,486"
"White","Bracknell Forest","76","885"
"White","Bradford","70","2,700"
"White","Brent","76","706"
"White","Brighton and Hove","77","1,660"
"White","Bristol, City of","74","2,491"
"White","Bromley","80","2,083"
"White","Buckinghamshire","78","3,472"
"White","Bury","74","1,333"
"White","Calderdale","75","1,567"
"White","Cambridgeshire","72","4,416"
"White","Camden","83","508"
"White","Central Bedfordshire","71","2,146"
"White","Cheshire East","77","3,009"
"White","Cheshire West and Chester","75","2,799"
"White","City of London","100","9"
"White","Cornwall","73","4,052"
"White","County Durham","72","4,006"
"White","Coventry","69","1,718"
"White","Croydon","74","1,265"
"White","Cumbria","76","3,794"
"White","Darlington","75","892"
"White","Derby","69","1,503"
"White","Derbyshire","72","5,926"
"White","Devon","75","5,631"
"White","Doncaster","68","2,315"
"White","Dorset","72","2,682"
"White","Dudley","68","2,036"
"White","Ealing","80","1,056"
"White","East Riding of Yorkshire","73","2,554"
"White","East Sussex","72","3,541"
"White","Enfield","70","1,586"
"White","Essex","74","10,636"
"White","Gateshead","77","1,478"
"White","Gloucestershire","75","4,536"
"White","Greenwich","76","1,051"
"White","Hackney","71","637"
"White","Halton","70","1,088"
"White","Hammersmith and Fulham","85","433"
"White","Hampshire","76","10,120"
"White","Haringey","75","1,115"
"White","Harrow","79","653"
"White","Hartlepool","76","850"
"White","Havering","77","1,639"
"White","Herefordshire, County of","78","1,387"
"White","Hertfordshire","77","8,478"
"White","Hillingdon","74","1,134"
"White","Hounslow","74","817"
"White","Isle of Wight","70","848"
"White","Isles of Scilly","83","15"
"White","Islington","79","657"
"White","Kensington and Chelsea","86","297"
"White","Kent","75","11,515"
"White","Kingston upon Hull, City of","76","2,175"
"White","Kingston upon Thames","78","891"
"White","Kirklees","71","2,470"
"White","Knowsley","75","1,280"
"White","Lambeth","81","748"
"White","Lancashire","73","8,572"
"White","Leeds","72","4,705"
"White","Leicester","66","1,143"
"White","Leicestershire","74","4,823"
"White","Lewisham","80","902"
"White","Lincolnshire","68","5,317"
