"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","gender","age","value","value_type","denominator","numerator"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls"," 10-11","78","%","1779","1388"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All"," 10-11","77","%","2694","2079"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys"," 10-11","75","%","1397","1048"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Girls"," 10-11","79","%","1297","1031"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","All"," 10-11","72","%","4853","3490"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys"," 10-11","67","%","2457","1646"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls"," 10-11","77","%","2396","1844"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","All"," 10-11","81","%","3738","3028"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys"," 10-11","77","%","1901","1467"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls"," 10-11","85","%","1837","1561"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All"," 10-11","77","%","6267","4844"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys"," 10-11","74","%","3212","2363"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Girls"," 10-11","81","%","3055","2481"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","All"," 10-11","73","%","2376","1734"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys"," 10-11","67","%","1199","809"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls"," 10-11","79","%","1177","925"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","All"," 10-11","75","%","2741","2044"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys"," 10-11","70","%","1382","974"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls"," 10-11","79","%","1359","1070"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All"," 10-11","73","%","7049","5149"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys"," 10-11","69","%","3636","2506"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls"," 10-11","77","%","3413","2643"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","All"," 10-11","80","%","1534","1234"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys"," 10-11","76","%","773","591"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Girls"," 10-11","84","%","761","643"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All"," 10-11","72","%","3482","2491"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys"," 10-11","67","%","1800","1212"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls"," 10-11","76","%","1682","1279"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","All"," 10-11","77","%","4242","3262"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys"," 10-11","73","%","2206","1602"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls"," 10-11","82","%","2036","1660"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","All"," 10-11","74","%","3997","2976"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys"," 10-11","71","%","2034","1439"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls"," 10-11","78","%","1963","1537"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","All"," 10-11","89","%","28","25"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Boys"," 10-11","81","%","16","13"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Girls"," 10-11","100","%","12","12"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","All"," 10-11","72","%","5856","4237"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys"," 10-11","68","%","3010","2044"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls"," 10-11","77","%","2846","2193"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","All"," 10-11","73","%","5728","4158"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys"," 10-11","68","%","2874","1945"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls"," 10-11","78","%","2854","2213"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","All"," 10-11","69","%","4402","3046"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys"," 10-11","64","%","2235","1423"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls"," 10-11","75","%","2167","1623"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","All"," 10-11","75","%","4640","3463"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys"," 10-11","69","%","2312","1588"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls"," 10-11","81","%","2328","1875"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","All"," 10-11","76","%","5229","3960"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys"," 10-11","72","%","2726","1957"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls"," 10-11","80","%","2503","2003"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","All"," 10-11","75","%","1280","955"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Boys"," 10-11","69","%","646","448"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls"," 10-11","80","%","634","507"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","All"," 10-11","69","%","3319","2298"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Boys"," 10-11","65","%","1703","1111"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls"," 10-11","73","%","1616","1187"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All"," 10-11","72","%","8728","6320"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys"," 10-11","67","%","4483","3013"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Girls"," 10-11","78","%","4245","3307"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","All"," 10-11","75","%","7907","5937"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys"," 10-11","72","%","4058","2911"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls"," 10-11","79","%","3849","3026"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All"," 10-11","68","%","3749","2536"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys"," 10-11","62","%","1901","1182"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls"," 10-11","73","%","1848","1354"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All"," 10-11","72","%","3900","2826"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys"," 10-11","67","%","1955","1316"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Girls"," 10-11","78","%","1945","1510"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All"," 10-11","67","%","3877","2604"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys"," 10-11","61","%","2036","1248"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls"," 10-11","74","%","1841","1356"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All"," 10-11","78","%","4340","3380"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys"," 10-11","74","%","2214","1630"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls"," 10-11","82","%","2126","1750"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All"," 10-11","73","%","3657","2664"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys"," 10-11","68","%","1838","1259"
"Percentage of pupils reaching the expected standard in key stage 2 reading","All","DfE 6+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls"," 10-11","77","%","1819","1405"
