"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","86","%","7","6"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","57","%","21","12"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","45","%","11","5"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","70","%","10","7"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","N/A","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","N/A","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","N/A","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","69","%","65","45"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","61","%","33","20"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","78","%","32","25"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","78","%","9","7"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","83","%","6","5"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","67","%","3","2"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","67","%","2879","1927"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","57","%","1428","821"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","76","%","1451","1106"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","71","%","1892","1344"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","66","%","962","636"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","76","%","930","708"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","72","%","29","21"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","78","%","18","14"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","67","%","6","4"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","75","%","4","3"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","79","%","101","80"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","71","%","45","32"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","86","%","56","48"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","40","%","20","8"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","30","%","10","3"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","50","%","10","5"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","71","%","1704","1207"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","66","%","867","572"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","76","%","837","635"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","61","%","2327","1415"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","55","%","1198","660"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","67","%","1129","755"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","59","%","337","198"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","53","%","173","92"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","65","%","164","106"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","66","%","104","69"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","57","%","60","34"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","80","%","44","35"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","58","%","271","158"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","50","%","140","70"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","67","%","131","88"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","48","%","25","12"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","50","%","14","7"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","45","%","11","5"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","62","%","1554","962"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","57","%","793","452"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","67","%","761","510"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","74","%","3272","2416"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","68","%","1688","1150"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","80","%","1584","1266"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","83","%","258","215"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","77","%","132","102"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","90","%","126","113"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","81","%","512","414"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","77","%","267","205"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","85","%","245","209"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","87","%","60","52"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","78","%","32","25"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","96","%","28","27"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","75","%","305","229"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","64","%","143","92"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","85","%","162","137"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","65","%","55","36"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","67","%","30","20"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","64","%","25","16"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","71","%","2053","1454"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","65","%","1070","700"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","77","%","983","754"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","67","%","16630","11111"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","60","%","8612","5173"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","74","%","8018","5938"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","70","%","5761","4014"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","63","%","3001","1899"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","77","%","2760","2115"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","67","%","1976","1330"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","60","%","1026","615"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","75","%","950","715"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","88","%","100","88"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","91","%","56","51"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","84","%","44","37"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","66","%","1582","1045"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","59","%","809","479"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","73","%","773","566"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","63","%","838","531"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","58","%","455","266"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","69","%","383","265"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","65","%","5951","3871"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","58","%","3044","1761"
"Percentage of pupils reaching the expected standard in key stage 1 writing","White","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","73","%","2907","2110"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","68","%","2258","1544"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","62","%","1164","722"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","75","%","1094","822"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","69","%","998","692"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","64","%","508","324"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","75","%","490","368"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","58","%","24","14"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","54","%","13","7"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","67","%","6","4"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","80","%","5","4"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","0","%","1","0"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","74","%","77","57"
