"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","75","%","10368","7807"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","68","%","6187","4183"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","56","%","864","488"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","69","%","5323","3695"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","80","%","5772","4619"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","70","%","727","507"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","82","%","5045","4112"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","72","%","10849","7827"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","68","%","2045","1389"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","73","%","8804","6438"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","66","%","5555","3647"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","62","%","1053","653"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","67","%","4502","2994"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","79","%","5294","4180"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","74","%","992","736"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","80","%","4302","3444"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","71","%","34906","24787"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","66","%","8712","5732"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","73","%","26194","19055"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","64","%","17719","11359"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","59","%","4491","2654"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","66","%","13228","8705"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","78","%","17187","13428"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","73","%","4221","3078"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","80","%","12966","10350"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","73","%","23752","17368"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","69","%","5560","3863"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","74","%","18192","13505"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","67","%","12110","8068"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","63","%","2855","1801"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","68","%","9255","6267"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","80","%","11642","9300"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","76","%","2705","2062"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","81","%","8937","7238"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","65","%","6083","3954"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","58","%","1918","1105"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","68","%","4165","2849"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","57","%","3069","1750"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","50","%","975","487"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","60","%","2094","1263"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","73","%","3014","2204"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","66","%","943","618"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","77","%","2071","1586"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","68","%","5071","3465"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","62","%","1234","764"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","70","%","3837","2701"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","61","%","2540","1541"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","55","%","661","366"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","63","%","1879","1175"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","76","%","2531","1924"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","69","%","573","398"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","78","%","1958","1526"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","83","%","3327","2768"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","83","%","241","199"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","83","%","3086","2569"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","79","%","1709","1347"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","78","%","116","90"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","79","%","1593","1257"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","88","%","1618","1421"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","87","%","125","109"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","88","%","1493","1312"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","80","%","21443","17163"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","70","%","990","694"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","81","%","20453","16469"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","75","%","11056","8300"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","62","%","541","336"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","76","%","10515","7964"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","85","%","10387","8863"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","80","%","449","358"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","86","%","9938","8505"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","71","%","42695","30428"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","58","%","9340","5439"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","75","%","33355","24989"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","65","%","21896","14232"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","51","%","4799","2430"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","69","%","17097","11802"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","78","%","20799","16196"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","66","%","4541","3009"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","81","%","16258","13187"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","72","%","15821","11467"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","59","%","3045","1799"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","76","%","12776","9668"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","66","%","8162","5426"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","52","%","1639","846"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","70","%","6523","4580"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","79","%","7659","6041"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","68","%","1406","953"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","81","%","6253","5088"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","77","%","10377","7968"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","62","%","1564","968"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","79","%","8813","7000"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","72","%","5325","3808"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","54","%","773","418"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","74","%","4552","3390"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","82","%","5052","4160"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","70","%","791","550"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","85","%","4261","3610"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","71","%","5875","4177"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","63","%","1292","816"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","73","%","4583","3361"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","65","%","2979","1924"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","55","%","648","357"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","67","%","2331","1567"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","78","%","2896","2253"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","71","%","644","459"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","80","%","2252","1794"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","64","%","10622","6816"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","54","%","3439","1856"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","69","%","7183","4960"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","57","%","5430","3074"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","47","%","1739","809"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","61","%","3691","2265"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","72","%","5192","3742"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","62","%","1700","1047"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","77","%","3492","2695"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","64","%","12672","8092"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","55","%","2911","1590"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","67","%","9761","6502"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","59","%","6561","3843"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","50","%","1512","754"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","61","%","5049","3089"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","70","%","6111","4249"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","60","%","1399","836"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","72","%","4712","3413"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","68","%","28870","19605"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","63","%","4694","2938"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","69","%","24176","16667"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","61","%","14580","8912"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","56","%","2334","1301"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","62","%","12246","7611"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","75","%","14290","10693"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","69","%","2360","1637"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","76","%","11930","9056"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","51","%","9213","4686"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","47","%","1080","509"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","51","%","8133","4177"
"Percentage of pupils reaching the expected standard in key stage 1 writing","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","45","%","4685","2107"
