"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","63","%","3917","2456"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","74","%","3568","2651"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","All","71","%","1678","1183"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","Boys","65","%","829","537"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Camden","Local authority","E09000007","Girls","76","%","849","646"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","All","73","%","3699","2687"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","67","%","1914","1280"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","79","%","1785","1407"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","All","70","%","4267","2993"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Boys","63","%","2180","1372"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cheshire East","Local authority","E06000049","Girls","78","%","2087","1621"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","68","%","4029","2736"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","61","%","2029","1240"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","75","%","2000","1496"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","All","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","Boys","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","City of London","Local authority","E09000001","Girls","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","All","66","%","6157","4047"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","Boys","58","%","3203","1862"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cornwall","Local authority","E06000052","Girls","74","%","2954","2185"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","All","73","%","5834","4243"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","Boys","67","%","2991","1994"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","County Durham","Local authority","E06000047","Girls","79","%","2843","2249"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","All","65","%","4631","3017"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","Boys","58","%","2429","1404"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Coventry","Local authority","E08000026","Girls","73","%","2202","1613"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","All","72","%","4822","3489"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","Boys","66","%","2461","1632"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Croydon","Local authority","E09000008","Girls","79","%","2361","1857"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","All","69","%","5184","3588"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Boys","62","%","2640","1638"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Cumbria","Local authority","E10000006","Girls","77","%","2544","1950"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","All","71","%","1316","936"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","Boys","65","%","672","434"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Darlington","Local authority","E06000005","Girls","78","%","644","502"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","All","68","%","3381","2287"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Boys","61","%","1713","1037"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Derby","Local authority","E06000015","Girls","75","%","1668","1250"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","All","70","%","8768","6165"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Boys","64","%","4468","2849"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Derbyshire","Local authority","E10000007","Girls","77","%","4300","3316"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","All","69","%","8194","5662"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","Boys","62","%","4220","2625"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Devon","Local authority","E10000008","Girls","76","%","3974","3037"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","All","69","%","3885","2674"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Boys","61","%","1988","1222"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Doncaster","Local authority","E08000017","Girls","77","%","1897","1452"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","All","70","%","4202","2924"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","Boys","64","%","2107","1342"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Dorset","Local authority","E10000009","Girls","76","%","2095","1582"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","All","67","%","3893","2601"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","Boys","59","%","1998","1170"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Dudley","Local authority","E08000027","Girls","76","%","1895","1431"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","All","70","%","4505","3133"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","Boys","64","%","2327","1482"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Ealing","Local authority","E09000009","Girls","76","%","2178","1651"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","71","%","3533","2510"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","65","%","1812","1177"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","77","%","1721","1333"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","All","73","%","5731","4192"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","Boys","66","%","2943","1939"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","East Sussex","Local authority","E10000011","Girls","81","%","2788","2253"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","All","69","%","4642","3184"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","Boys","63","%","2371","1499"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Enfield","Local authority","E09000010","Girls","74","%","2271","1685"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","All","71","%","17002","12137"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","Boys","66","%","8797","5769"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Essex","Local authority","E10000012","Girls","78","%","8205","6368"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","All","72","%","2260","1618"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Boys","65","%","1160","749"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Gateshead","Local authority","E08000037","Girls","79","%","1100","869"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","All","69","%","6949","4797"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Boys","63","%","3516","2199"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Gloucestershire","Local authority","E10000013","Girls","76","%","3433","2598"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","All","76","%","3644","2755"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","Boys","70","%","1846","1284"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Greenwich","Local authority","E09000011","Girls","82","%","1798","1471"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","All","77","%","2728","2109"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","Boys","72","%","1401","1006"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hackney","Local authority","E09000012","Girls","83","%","1327","1103"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","All","67","%","1510","1008"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Boys","60","%","761","457"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Halton","Local authority","E06000006","Girls","74","%","749","551"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All","74","%","1465","1085"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys","70","%","709","493"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls","78","%","756","592"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","All","74","%","15802","11727"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","Boys","68","%","8110","5549"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hampshire","Local authority","E10000014","Girls","80","%","7692","6178"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","All","74","%","3143","2325"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","Boys","68","%","1588","1082"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Haringey","Local authority","E09000014","Girls","80","%","1555","1243"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","All","74","%","3186","2359"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","Boys","69","%","1611","1112"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Harrow","Local authority","E09000015","Girls","79","%","1575","1247"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","All","72","%","1208","868"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","Boys","64","%","618","397"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hartlepool","Local authority","E06000001","Girls","80","%","590","471"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","All","73","%","3208","2338"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","Boys","67","%","1669","1110"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Havering","Local authority","E09000016","Girls","80","%","1539","1228"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","All","73","%","2006","1474"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys","65","%","1005","658"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls","82","%","1001","816"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","All","72","%","14921","10776"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","Boys","66","%","7623","5043"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hertfordshire","Local authority","E10000015","Girls","79","%","7298","5733"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","All","70","%","4148","2914"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","Boys","64","%","2136","1361"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hillingdon","Local authority","E09000017","Girls","77","%","2012","1553"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","All","75","%","3419","2578"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","Boys","70","%","1782","1239"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Hounslow","Local authority","E09000018","Girls","82","%","1637","1339"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","All","61","%","1341","815"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","Boys","52","%","669","346"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Isle of Wight","Local authority","E06000046","Girls","70","%","672","469"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","All","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","Boys","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Isles of Scilly","Local authority","E06000053","Girls","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","All","72","%","2048","1482"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","Boys","66","%","1063","703"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Islington","Local authority","E09000019","Girls","79","%","985","779"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","All","76","%","998","755"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys","69","%","524","364"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kensington and Chelsea","Local authority","E09000020","Girls","82","%","474","391"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kent","Local authority","E10000016","All","73","%","18351","13396"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kent","Local authority","E10000016","Boys","67","%","9482","6316"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kent","Local authority","E10000016","Girls","80","%","8869","7080"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All","67","%","3429","2298"
"Percentage of pupils reaching the expected standard in key stage 1 writing","All","All","2017-18","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Boys","61","%","1784","1088"
