"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","age","value","gender","fsm","denominator","numerator","lower_95_ci","upper_95_ci"
"Key stage 2 average progress in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","All","Non-FSM","21891","15032.166391000001","0.61125166357738303","0.76211331664281801"
"Key stage 2 average progress in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","Boys","All","13864","-249.62324599999999","-0.112789653911486","7.6779376069591398E-2"
"Key stage 2 average progress in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.5","Boys","FSM","2685","-1450.9239239999999","-0.75576340752761195","-0.324999291913733"
"Key stage 2 average progress in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.1","Boys","Non-FSM","11179","1201.3006780000001","1.90514237396708E-3","0.21301581263095101"
"Key stage 2 average progress in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Girls","All","13236","16565.570428999999","1.15454707955106","1.3485611750576001"
"Key stage 2 average progress in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","FSM","2524","2734.7047160000002","0.86133524415505602","1.305625703547"
"Key stage 2 average progress in writing","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Girls","Non-FSM","10712","13830.865712999999","1.1833245631926901","1.3989879298991901"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","All","All","10715","13027.580846999999","1.1080099037534601","1.32364307748784"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","All","FSM","1480","1963.627663","1.0366733902490901","1.6168775056968501"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","All","Non-FSM","9235","11063.953184","1.0819107991021299","1.3141808487593101"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","Boys","All","5474","3129.6018640000002","0.42087677549074798","0.72256563006278296"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Boys","FSM","755","564.34174099999996","0.34130217895418102","1.1536428303173401"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Boys","Non-FSM","4719","2565.260123","0.38113865756065002","0.70606631086486205"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.9","Girls","All","5241","9897.9789830000009","1.7344058490445","2.0427278975687799"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.9","Girls","FSM","725","1399.285922","1.5155608775267799","2.34453821764563"
"Key stage 2 average progress in writing","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.9","Girls","Non-FSM","4516","8498.6930609999999","1.7158320643087599","2.0479824002616702"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","All","All","34821","18202.870105000002","0.46294728066942298","0.58256376754861505"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.2","All","FSM","9167","1799.264328","7.9711275236527004E-2","0.31284121260027498"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","All","Non-FSM","25654","16403.605777000001","0.56973772527397104","0.70909643524683297"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","Boys","All","17415","-3124.8588159999999","-0.26400560231512199","-9.4864201417287602E-2"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.6","Boys","FSM","4681","-2744.7745620000001","-0.74948692756614299","-0.42324307115207499"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","Boys","Non-FSM","12734","-380.08425399999999","-0.12874865841715299","6.9052686373800604E-2"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","All","17406","21327.728921000002","1.14071646501298","1.30990158864668"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","Girls","FSM","4486","4544.0388899999998","0.84630822779898696","1.1795673361778301"
"Key stage 2 average progress in writing","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Girls","Non-FSM","12920","16783.690030999998","1.2008610255444701","1.39723340649891"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","All","All","23383","19796.673245999998","0.77364209411513096","0.91961140167242095"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","All","FSM","5775","3343.29576","0.432064946074457","0.72578639938008604"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","All","Non-FSM","17608","16453.377486000001","0.85032031756735404","1.0185321910651199"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.2","Boys","All","11709","2581.1717840000001","0.117304674803361","0.32358212748547699"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.1","Boys","FSM","2966","-281.707446","-0.29990445223287299","0.109946632947641"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","Boys","Non-FSM","8743","2862.87923","0.20809018515236199","0.44680612732619102"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","All","11674","17215.501462","1.37139424308762","1.5779806861568799"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Girls","FSM","2809","3625.0032059999999","1.0799214700162301","1.50107048868793"
"Key stage 2 average progress in writing","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.5","Girls","Non-FSM","8865","13590.498256000001","1.4145173042419801","1.6515849531748801"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.5","All","All","6861","-3209.3064209999998","-0.602498073966101","-0.33302340132904701"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.9","All","FSM","2141","-1867.6231760000001","-1.1135112822327","-0.63111569207837603"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","All","Non-FSM","4720","-1341.6832449999999","-0.44670154037746401","-0.121808309198811"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.3","Boys","All","3368","-4533.7479080000003","-1.53843191164926","-1.1538174398946801"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.9","Boys","FSM","1086","-2046.344703","-2.2229575293137902","-1.5456330839458901"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","Boys","Non-FSM","2282","-2487.4032050000001","-1.32363760698632","-0.85638273043699598"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","Girls","All","3493","1324.4414870000001","0.19033524530295901","0.568005142329438"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.2","Girls","FSM","1055","178.72152700000001","-0.17419751447965701","0.51300609647017903"
"Key stage 2 average progress in writing","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","Non-FSM","2438","1145.7199599999999","0.243913219755369","0.69597189919458602"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","All","All","4577","1615.5032799999999","0.1879963991993","0.51792594294620298"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","All","FSM","1251","323.59174400000001","-5.6872514224534598E-2","0.57420543828528703"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.4","All","Non-FSM","3326","1291.9115360000001","0.19491036885851101","0.58194563595206905"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.5","Boys","All","2338","-1172.282692","-0.73221660696742197","-0.27059151279306498"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.7","Boys","FSM","629","-416.72241300000002","-1.1075120028700001","-0.21751951700281499"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.4","Boys","Non-FSM","1709","-755.56027900000004","-0.71207363041120997","-0.172139686148187"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","All","2239","2787.7859720000001","1.0092429814989501","1.4809633356069001"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","FSM","622","740.31415700000002","0.74272245105521695","1.63770892193513"
"Key stage 2 average progress in writing","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Girls","Non-FSM","1617","2047.4718150000001","0.98867565003162405","1.5437570215824501"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.8","All","All","2547","4537.9064930000004","1.56052730923034","2.0028071964626499"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","All","FSM","193","225.08453399999999","0.36289441161984198","1.96958780599674"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.8","All","Non-FSM","2354","4312.8219589999999","1.6020980764149899","2.0621516763462799"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Boys","All","1258","1588.468805","0.94803394267571395","1.57735366463747"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","Boys","FSM","96","72.405721999999997","-0.38483228490072702","1.8932848265673901"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.3","Boys","Non-FSM","1162","1516.063083","0.977301502715899","1.63210139401387"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2.3","Girls","All","1289","2949.437688","1.97730646776842","2.59901267575369"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.6","Girls","FSM","97","152.67881199999999","0.44083646233006601","2.7071802799379698"
"Key stage 2 average progress in writing","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","2.3","Girls","Non-FSM","1192","2796.7588759999999","2.0230204989761802","2.6695279506882499"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.2","All","All","36222","8279.3674549999996","0.16993269495416499","0.28721309793413602"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.5","All","FSM","8692","-4581.2434890000004","-0.64677199153303999","-0.40735674500630298"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","All","Non-FSM","27530","12860.610944","0.39988560218639502","0.53441232327677002"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.6","Boys","All","18273","-10633.344412","-0.66447697703970598","-0.49935429445372498"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.5","Boys","FSM","4411","-6619.7554469999995","-1.6687782092632799","-1.33269784922686"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.3","Boys","Non-FSM","13862","-4013.5889649999999","-0.38433030535962798","-0.19474760042596401"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","All","17949","18912.711867000002","0.97038850266742305","1.13699484648855"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","FSM","4281","2038.511958","0.30560406938509099","0.64674909950067105"
"Key stage 2 average progress in writing","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.2","Girls","Non-FSM","13668","16874.199908999999","1.1391154038472899","1.33003881169272"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","All","All","8325","5230.9426819999999","0.50602369579542805","0.75065923081118902"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.4","All","FSM","1457","-647.41359999999997","-0.73672986175618904","-0.15196416707016699"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.9","All","Non-FSM","6868","5878.3562819999997","0.72123645268838898","0.99057376338617398"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.1","Boys","All","4197","-514.03283199999998","-0.29474725560805298","4.9794750485342203E-2"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.3","Boys","FSM","783","-998.07201999999995","-1.6735188180478899","-0.87583500059835695"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.1","Boys","Non-FSM","3414","484.03918800000002","-4.9226610606195799E-2","0.33278793925294198"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.4","Girls","All","4128","5744.9755139999997","1.2180043833184699","1.5654139858675999"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","Girls","FSM","674","350.65841999999998","9.0380285066982896E-2","0.95014915113479903"
"Key stage 2 average progress in writing","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.6","Girls","Non-FSM","3454","5394.317094","1.3718613886692299","1.7516574845213"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","All","All","5133","1677.825092","0.171095887987082","0.48264465048942401"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.1","All","FSM","1285","-162.575739","-0.43785463095098998","0.18481846130118601"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.5","All","Non-FSM","3848","1840.4008309999999","0.298360985562938","0.65818830289858599"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.4","Boys","All","2489","-972.74624300000005","-0.61451976293979105","-0.16711643071228099"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1","Boys","FSM","627","-626.01195800000005","-1.44412957618134","-0.55271877469585895"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.2","Boys","Non-FSM","1862","-346.734285","-0.44485374943112899","7.2421649538541494E-2"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1","Girls","All","2644","2650.5713350000001","0.78543979858485602","1.21953095406265"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.7","Girls","FSM","658","463.43621899999999","0.269230763605529","1.13938996283824"
"Key stage 2 average progress in writing","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","1.1","Girls","Non-FSM","1986","2187.1351159999999","0.85084321155347897","1.3517097753548599"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.7","All","All","9930","-6592.464559","-0.77589088031484499","-0.55189654345151995"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.1","All","FSM","3205","-3542.2522039999999","-1.3023636728646599","-0.90809012058307104"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.5","All","Non-FSM","6725","-3050.2123550000001","-0.58965609242555805","-0.317470258503811"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.5","Boys","All","5059","-7744.8252730000004","-1.6878099616137401","-1.37399089744932"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-2.2","Boys","FSM","1637","-3556.2429529999999","-2.4482548072450401","-1.89657470161262"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-1.2","Boys","Non-FSM","3422","-4188.5823200000004","-1.41479974828961","-1.03323199922647"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.2","Girls","All","4871","1152.3607139999999","7.6666910767099902E-2","0.39648468603026799"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","Girls","FSM","1568","13.990748999999999","-0.272921227204937","0.290766570317182"
"Key stage 2 average progress in writing","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.3","Girls","Non-FSM","3303","1138.3699650000001","0.15045704793821399","0.53883751155314696"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.6","All","All","12834","7963.0642399999997","0.52195166857487496","0.71898089181159897"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","-0.1","All","FSM","2745","-229.001946","-0.296440267093802","0.12959003321402199"
"Key stage 2 average progress in writing","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0.8","All","Non-FSM","10089","8192.066186","0.70086885598723103","0.92309113727276104"
