"Ethnicity","Local authority ","%","Pupils"
"All","Kingston upon Thames","81","1,548"
"All","Kirklees","77","4,301"
"All","Knowsley","75","1,360"
"All","Lambeth","81","2,466"
"All","Lancashire","78","10,998"
"All","Leeds","75","7,015"
"All","Leicester","76","3,615"
"All","Leicestershire","81","6,214"
"All","Lewisham","78","2,720"
"All","Lincolnshire","77","6,368"
"All","Liverpool","75","3,936"
"All","Luton","74","2,415"
"All","Manchester","75","5,046"
"All","Medway","78","2,648"
"All","Merton","80","1,839"
"All","Middlesbrough","78","1,433"
"All","Milton Keynes","78","2,936"
"All","Newcastle upon Tyne","80","2,364"
"All","Newham","85","4,040"
"All","Norfolk","75","6,888"
"All","North East Lincolnshire","81","1,544"
"All","North Lincolnshire","83","1,618"
"All","North Somerset","80","1,927"
"All","North Tyneside","80","1,955"
"All","North Yorkshire","78","4,972"
"All","Northamptonshire","77","7,261"
"All","Northumberland","80","2,846"
"All","Nottingham","76","2,704"
"All","Nottinghamshire","79","7,384"
"All","Oldham","76","2,652"
"All","Oxfordshire","78","5,833"
"All","Peterborough","71","2,134"
"All","Plymouth","78","2,290"
"All","Portsmouth","76","1,688"
"All","Reading","77","1,452"
"All","Redbridge","87","3,550"
"All","Redcar and Cleveland","82","1,350"
"All","Richmond upon Thames","89","2,049"
"All","Rochdale","75","2,265"
"All","Rotherham","78","2,629"
"All","Rutland","80","315"
"All","Salford","78","2,334"
"All","Sandwell","77","3,657"
"All","Sefton","77","2,265"
"All","Sheffield","78","4,892"
"All","Shropshire","79","2,441"
"All","Slough","82","1,939"
"All","Solihull","80","2,114"
"All","Somerset","77","4,536"
"All","South Gloucestershire","82","2,712"
"All","South Tyneside","81","1,351"
"All","Southampton","78","2,196"
"All","Southend-on-Sea","82","1,813"
"All","Southwark","81","2,700"
"All","St. Helens","80","1,769"
"All","Staffordshire","80","7,804"
"All","Stockport","81","2,768"
"All","Stockton-on-Tees","83","2,082"
"All","Stoke-on-Trent","74","2,477"
"All","Suffolk","77","6,103"
"All","Sunderland","81","2,646"
"All","Surrey","81","9,984"
"All","Sutton","83","2,001"
"All","Swindon","79","2,296"
"All","Tameside","78","2,321"
"All","Telford and Wrekin","79","1,806"
"All","Thurrock","83","2,004"
"All","Torbay","77","1,120"
"All","Tower Hamlets","83","2,762"
"All","Trafford","86","2,580"
"All","Wakefield","78","3,166"
"All","Walsall","77","2,914"
"All","Waltham Forest","82","2,735"
"All","Wandsworth","83","1,989"
"All","Warrington","84","2,187"
"All","Warwickshire","80","5,100"
"All","West Berkshire","78","1,529"
"All","West Sussex","76","7,007"
"All","Westminster","82","1,171"
"All","Wigan","80","3,051"
"All","Wiltshire","77","4,149"
"All","Windsor and Maidenhead","76","1,216"
"All","Wirral","75","2,822"
"All","Wokingham","85","1,811"
"All","Wolverhampton","79","2,662"
"All","Worcestershire","76","4,685"
"All","York","81","1,598"
"Asian","Barking and Dagenham","85","648"
"Asian","Barnet","87","408"
"Asian","Barnsley","100","25"
"Asian","Bath and North East Somerset","86","24"
"Asian","Bedford","68","224"
"Asian","Bexley","91","245"
"Asian","Birmingham","79","4,787"
"Asian","Blackburn with Darwen","83","813"
"Asian","Blackpool","94","33"
"Asian","Bolton","82","799"
"Asian","Bournemouth, Christchurch and Poole","92","121"
"Asian","Bracknell Forest","95","74"
"Asian","Bradford","81","2,730"
"Asian","Brent","84","927"
"Asian","Brighton and Hove","84","71"
"Asian","Bristol, City of","76","296"
"Asian","Bromley","95","202"
"Asian","Buckinghamshire","79","827"
"Asian","Bury","76","274"
"Asian","Calderdale","75","361"
"Asian","Cambridgeshire","80","237"
"Asian","Camden","84","290"
"Asian","Central Bedfordshire","82","61"
"Asian","Cheshire East","84","72"
"Asian","Cheshire West and Chester","88","53"
"Asian","City of London","64","7"
"Asian","Cornwall","80","12"
"Asian","County Durham","88","30"
"Asian","Coventry","81","776"
"Asian","Croydon","87","632"
"Asian","Cumbria","75","33"
"Asian","Darlington","87","27"
"Asian","Derby","80","500"
"Asian","Derbyshire","83","88"
"Asian","Devon","89","55"
"Asian","Doncaster","83","91"
"Asian","Dorset","85","23"
"Asian","Dudley","81","330"
"Asian","Ealing","83","1,034"
"Asian","East Riding of Yorkshire","94","16"
"Asian","East Sussex","85","98"
"Asian","Enfield","88","336"
"Asian","Essex","90","406"
"Asian","Gateshead","87","40"
"Asian","Gloucestershire","86","176"
"Asian","Greenwich","89","252"
"Asian","Hackney","86","268"
"Asian","Halton","71","5"
"Asian","Hammersmith and Fulham","88","70"
"Asian","Hampshire","87","415"
"Asian","Haringey","91","172"
"Asian","Harrow","89","1,253"
"Asian","Hartlepool","83","20"
"Asian","Havering","91","224"
"Asian","Herefordshire, County of","90","9"
"Asian","Hertfordshire","84","1,025"
"Asian","Hillingdon","86","928"
"Asian","Hounslow","88","948"
"Asian","Isle of Wight","70","7"
"Asian","Isles of Scilly","N/A","N/A"
"Asian","Islington","84","127"
"Asian","Kensington and Chelsea","86","36"
"Asian","Kent","91","664"
"Asian","Kingston upon Hull, City of","91","48"
"Asian","Kingston upon Thames","86","286"
"Asian","Kirklees","78","1,175"
"Asian","Knowsley","89","34"
"Asian","Lambeth","88","138"
"Asian","Lancashire","79","1,261"
"Asian","Leeds","76","849"
"Asian","Leicester","82","1,661"
"Asian","Leicestershire","88","507"
"Asian","Lewisham","86","177"
"Asian","Lincolnshire","94","82"
"Asian","Liverpool","79","186"
"Asian","Luton","75","1,153"
"Asian","Manchester","76","1,173"
"Asian","Medway","89","166"
"Asian","Merton","85","416"
"Asian","Middlesbrough","82","162"
"Asian","Milton Keynes","87","423"
"Asian","Newcastle upon Tyne","85","346"
"Asian","Newham","88","1,891"
"Asian","Norfolk","89","127"
"Asian","North East Lincolnshire","94","17"
"Asian","North Lincolnshire","88","67"
"Asian","North Somerset","82","27"
"Asian","North Tyneside","86","50"
"Asian","North Yorkshire","79","66"
"Asian","Northamptonshire","87","387"
"Asian","Northumberland","89","51"
"Asian","Nottingham","83","481"
"Asian","Nottinghamshire","84","242"
"Asian","Oldham","78","915"
"Asian","Oxfordshire","80","371"
"Asian","Peterborough","74","420"
"Asian","Plymouth","81","22"
"Asian","Portsmouth","91","109"
"Asian","Reading","84","319"
"Asian","Redbridge","90","1,970"
"Asian","Redcar and Cleveland","80","8"
"Asian","Richmond upon Thames","87","181"
"Asian","Rochdale","76","603"
"Asian","Rotherham","80","210"
"Asian","Rutland","100","5"
"Asian","Salford","88","90"
"Asian","Sandwell","81","1,131"
"Asian","Sefton","87","26"
"Asian","Sheffield","80","629"
"Asian","Shropshire","88","21"
"Asian","Slough","89","1,006"
"Asian","Solihull","85","291"
"Asian","Somerset","80","64"
"Asian","South Gloucestershire","87","90"
"Asian","South Tyneside","82","47"
"Asian","Southampton","81","300"
"Asian","Southend-on-Sea","94","132"
"Asian","Southwark","86","154"
"Asian","St. Helens","95","19"
"Asian","Staffordshire","84","373"
"Asian","Stockport","82","206"
"Asian","Stockton-on-Tees","83","114"
"Asian","Stoke-on-Trent","77","385"
"Asian","Suffolk","86","126"
"Asian","Sunderland","89","117"
"Asian","Surrey","84","732"
"Asian","Sutton","90","383"
"Asian","Swindon","81","279"
"Asian","Tameside","79","245"
"Asian","Telford and Wrekin","85","126"
"Asian","Thurrock","92","124"
"Asian","Torbay","92","23"
"Asian","Tower Hamlets","85","1,853"
"Asian","Trafford","91","403"
"Asian","Wakefield","75","124"
"Asian","Walsall","84","787"
"Asian","Waltham Forest","85","740"
"Asian","Wandsworth","86","380"
"Asian","Warrington","91","80"
"Asian","Warwickshire","90","342"
"Asian","West Berkshire","83","45"
"Asian","West Sussex","81","350"
"Asian","Westminster","86","164"
"Asian","Wigan","79","34"
"Asian","Wiltshire","92","61"
"Asian","Windsor and Maidenhead","74","188"
"Asian","Wirral","84","76"
"Asian","Wokingham","90","276"
"Asian","Wolverhampton","83","649"
"Asian","Worcestershire","83","208"
"Asian","York","85","35"
"Black","Barking and Dagenham","84","913"
"Black","Barnet","77","384"
"Black","Barnsley","82","18"
"Black","Bath and North East Somerset","91","10"
"Black","Bedford","73","91"
"Black","Bexley","87","527"
"Black","Birmingham","75","1,574"
"Black","Blackburn with Darwen","79","26"
"Black","Blackpool","40","2"
"Black","Bolton","68","169"
"Black","Bournemouth, Christchurch and Poole","81","13"
"Black","Bracknell Forest","83","40"
"Black","Bradford","79","104"
"Black","Brent","76","672"
"Black","Brighton and Hove","84","49"
"Black","Bristol, City of","71","388"
"Black","Bromley","83","304"
"Black","Buckinghamshire","73","121"
"Black","Bury","66","38"
"Black","Calderdale","56","14"
"Black","Cambridgeshire","74","64"
"Black","Camden","78","226"
"Black","Central Bedfordshire","84","75"
"Black","Cheshire East","69","11"
"Black","Cheshire West and Chester","63","12"
"Black","City of London","100","2"
"Black","Cornwall","67","2"
"Black","County Durham","78","7"
"Black","Coventry","80","426"
"Black","Croydon","78","1,031"
"Black","Cumbria","78","7"
"Black","Darlington","86","6"
"Black","Derby","75","97"
"Black","Derbyshire","75","18"
"Black","Devon","91","10"
"Black","Doncaster","75","41"
"Black","Dorset","75","9"
"Black","Dudley","76","71"
"Black","Ealing","78","537"
"Black","East Riding of Yorkshire","57","4"
"Black","East Sussex","80","33"
"Black","Enfield","79","927"
"Black","Essex","85","444"
"Black","Gateshead","89","33"
"Black","Gloucestershire","74","82"
"Black","Greenwich","85","1,039"
"Black","Hackney","83","787"
"Black","Halton","100","1"
"Black","Hammersmith and Fulham","80","296"
"Black","Hampshire","83","154"
"Black","Haringey","78","627"
"Black","Harrow","81","228"
"Black","Hartlepool","33","1"
"Black","Havering","88","320"
"Black","Herefordshire, County of","86","6"
"Black","Hertfordshire","78","511"
"Black","Hillingdon","75","334"
"Black","Hounslow","78","308"
"Black","Isle of Wight","67","2"
"Black","Isles of Scilly","N/A","N/A"
"Black","Islington","78","380"
"Black","Kensington and Chelsea","85","155"
"Black","Kent","87","458"
"Black","Kingston upon Hull, City of","80","52"
"Black","Kingston upon Thames","83","30"
"Black","Kirklees","70","72"
"Black","Knowsley","67","8"
"Black","Lambeth","79","1,064"
"Black","Lancashire","75","43"
"Black","Leeds","72","547"
"Black","Leicester","79","380"
"Black","Leicestershire","85","77"
"Black","Lewisham","75","1,031"
"Black","Lincolnshire","86","36"
"Black","Liverpool","76","189"
"Black","Luton","75","260"
"Black","Manchester","77","925"
"Black","Medway","87","212"
"Black","Merton","73","254"
"Black","Middlesbrough","78","14"
"Black","Milton Keynes","78","418"
"Black","Newcastle upon Tyne","81","154"
"Black","Newham","84","935"
"Black","Norfolk","78","64"
"Black","North East Lincolnshire","86","6"
"Black","North Lincolnshire","83","10"
"Black","North Somerset","92","11"
"Black","North Tyneside","89","17"
"Black","North Yorkshire","61","19"
"Black","Northamptonshire","81","429"
"Black","Northumberland","60","3"
"Black","Nottingham","77","341"
"Black","Nottinghamshire","76","84"
"Black","Oldham","76","99"
"Black","Oxfordshire","74","156"
"Black","Peterborough","75","101"
"Black","Plymouth","92","22"
"Black","Portsmouth","76","58"
"Black","Reading","76","145"
"Black","Redbridge","82","383"
"Black","Redcar and Cleveland","80","4"
"Black","Richmond upon Thames","62","36"
"Black","Rochdale","72","91"
"Black","Rotherham","83","55"
"Black","Rutland","50","3"
"Black","Salford","84","144"
"Black","Sandwell","77","376"
"Black","Sefton","71","10"
"Black","Sheffield","76","290"
"Black","Shropshire","86","6"
"Black","Slough","83","175"
"Black","Solihull","84","48"
"Black","Somerset","81","13"
"Black","South Gloucestershire","82","37"
"Black","South Tyneside","100","10"
"Black","Southampton","83","75"
"Black","Southend-on-Sea","81","52"
"Black","Southwark","80","1,205"
"Black","St. Helens","92","11"
"Black","Staffordshire","68","52"
"Black","Stockport","69","31"
"Black","Stockton-on-Tees","89","24"
"Black","Stoke-on-Trent","82","106"
"Black","Suffolk","81","70"
"Black","Sunderland","93","26"
"Black","Surrey","79","181"
"Black","Sutton","85","142"
"Black","Swindon","76","69"
"Black","Tameside","86","72"
"Black","Telford and Wrekin","83","72"
"Black","Thurrock","88","350"
"Black","Torbay","100","1"
"Black","Tower Hamlets","79","266"
"Black","Trafford","82","112"
"Black","Wakefield","80","45"
"Black","Walsall","75","146"
"Black","Waltham Forest","81","517"
"Black","Wandsworth","78","431"
"Black","Warrington","83","19"
"Black","Warwickshire","84","66"
"Black","West Berkshire","70","16"
"Black","West Sussex","71","90"
"Black","Westminster","79","202"
"Black","Wigan","72","41"
"Black","Wiltshire","72","64"
"Black","Windsor and Maidenhead","59","13"
"Black","Wirral","72","13"
"Black","Wokingham","94","58"
"Black","Wolverhampton","83","326"
"Black","Worcestershire","86","25"
"Black","York","86","6"
"Chinese","Barking and Dagenham","90","9"
"Chinese","Barnet","93","51"
"Chinese","Barnsley","100","2"
"Chinese","Bath and North East Somerset","60","3"
"Chinese","Bedford","67","4"
"Chinese","Bexley","100","56"
"Chinese","Birmingham","85","74"
"Chinese","Blackburn with Darwen","80","4"
"Chinese","Blackpool","50","2"
"Chinese","Bolton","100","6"
"Chinese","Bournemouth, Christchurch and Poole","93","13"
"Chinese","Bracknell Forest","90","9"
"Chinese","Bradford","86","6"
"Chinese","Brent","100","9"
"Chinese","Brighton and Hove","84","16"
"Chinese","Bristol, City of","87","20"
"Chinese","Bromley","100","28"
"Chinese","Buckinghamshire","84","21"
"Chinese","Bury","83","10"
"Chinese","Calderdale","89","8"
"Chinese","Cambridgeshire","88","42"
"Chinese","Camden","94","16"
"Chinese","Central Bedfordshire","100","4"
"Chinese","Cheshire East","79","11"
"Chinese","Cheshire West and Chester","76","13"
"Chinese","City of London","N/A","N/A"
"Chinese","Cornwall","89","8"
"Chinese","County Durham","72","13"
"Chinese","Coventry","86","18"
"Chinese","Croydon","91","29"
"Chinese","Cumbria","75","6"
"Chinese","Darlington","100","1"
"Chinese","Derby","100","10"
"Chinese","Derbyshire","97","32"
"Chinese","Devon","87","20"
"Chinese","Doncaster","86","18"
"Chinese","Dorset","83","10"
"Chinese","Dudley","79","11"
"Chinese","Ealing","94","17"
"Chinese","East Riding of Yorkshire","100","2"
"Chinese","East Sussex","93","13"
"Chinese","Enfield","90","26"
"Chinese","Essex","98","53"
"Chinese","Gateshead","89","8"
"Chinese","Gloucestershire","88","15"
"Chinese","Greenwich","85","41"
"Chinese","Hackney","91","10"
"Chinese","Halton","N/A","N/A"
"Chinese","Hammersmith and Fulham","100","3"
"Chinese","Hampshire","87","46"
"Chinese","Haringey","90","27"
"Chinese","Harrow","100","8"
"Chinese","Hartlepool","89","8"
"Chinese","Havering","89","8"
"Chinese","Herefordshire, County of","67","2"
"Chinese","Hertfordshire","82","56"
"Chinese","Hillingdon","100","6"
"Chinese","Hounslow","94","17"
"Chinese","Isle of Wight","80","4"
"Chinese","Isles of Scilly","N/A","N/A"
"Chinese","Islington","100","10"
"Chinese","Kensington and Chelsea","67","2"
"Chinese","Kent","96","49"
"Chinese","Kingston upon Hull, City of","100","5"
"Chinese","Kingston upon Thames","93","28"
"Chinese","Kirklees","88","14"
"Chinese","Knowsley","50","1"
"Chinese","Lambeth","82","14"
"Chinese","Lancashire","88","36"
"Chinese","Leeds","87","45"
"Chinese","Leicester","88","15"
"Chinese","Leicestershire","86","24"
"Chinese","Lewisham","83","39"
"Chinese","Lincolnshire","88","22"
"Chinese","Liverpool","87","69"
"Chinese","Luton","89","8"
"Chinese","Manchester","83","53"
"Chinese","Medway","86","6"
"Chinese","Merton","100","15"
"Chinese","Middlesbrough","N/A","N/A"
"Chinese","Milton Keynes","96","25"
"Chinese","Newcastle upon Tyne","94","34"
"Chinese","Newham","100","20"
"Chinese","Norfolk","87","33"
"Chinese","North East Lincolnshire","100","1"
"Chinese","North Lincolnshire","100","3"
"Chinese","North Somerset","100","8"
"Chinese","North Tyneside","94","16"
"Chinese","North Yorkshire","100","10"
"Chinese","Northamptonshire","97","32"
"Chinese","Northumberland","100","7"
"Chinese","Nottingham","75","9"
"Chinese","Nottinghamshire","88","23"
"Chinese","Oldham","85","11"
"Chinese","Oxfordshire","85","17"
"Chinese","Peterborough","75","6"
"Chinese","Plymouth","100","10"
"Chinese","Portsmouth","67","6"
"Chinese","Reading","91","10"
"Chinese","Redbridge","100","21"
"Chinese","Redcar and Cleveland","100","1"
"Chinese","Richmond upon Thames","88","21"
"Chinese","Rochdale","100","12"
"Chinese","Rotherham","83","10"
"Chinese","Rutland","N/A","N/A"
"Chinese","Salford","100","1"
"Chinese","Sandwell","92","22"
"Chinese","Sefton","100","7"
"Chinese","Sheffield","89","42"
"Chinese","Shropshire","75","3"
"Chinese","Slough","67","2"
"Chinese","Solihull","97","29"
"Chinese","Somerset","92","12"
"Chinese","South Gloucestershire","82","9"
"Chinese","South Tyneside","100","3"
"Chinese","Southampton","94","15"
"Chinese","Southend-on-Sea","83","19"
"Chinese","Southwark","87","26"
"Chinese","St. Helens","90","9"
"Chinese","Staffordshire","86","32"
"Chinese","Stockport","82","18"
"Chinese","Stockton-on-Tees","71","5"
"Chinese","Stoke-on-Trent","92","11"
"Chinese","Suffolk","75","3"
"Chinese","Sunderland","69","9"
"Chinese","Surrey","91","64"
"Chinese","Sutton","93","38"
"Chinese","Swindon","87","13"
"Chinese","Tameside","100","13"
"Chinese","Telford and Wrekin","92","12"
"Chinese","Thurrock","100","16"
"Chinese","Torbay","75","3"
"Chinese","Tower Hamlets","91","10"
"Chinese","Trafford","94","58"
"Chinese","Wakefield","86","19"
"Chinese","Walsall","79","11"
"Chinese","Waltham Forest","90","26"
"Chinese","Wandsworth","100","10"
"Chinese","Warrington","100","6"
"Chinese","Warwickshire","95","21"
"Chinese","West Berkshire","100","6"
"Chinese","West Sussex","82","18"
"Chinese","Westminster","92","11"
"Chinese","Wigan","83","5"
"Chinese","Wiltshire","100","16"
"Chinese","Windsor and Maidenhead","100","6"
"Chinese","Wirral","85","17"
"Chinese","Wokingham","100","14"
"Chinese","Wolverhampton","88","7"
"Chinese","Worcestershire","90","9"
"Chinese","York","100","4"
"Mixed","Barking and Dagenham","74","229"
"Mixed","Barnet","83","354"
"Mixed","Barnsley","76","54"
"Mixed","Bath and North East Somerset","83","78"
"Mixed","Bedford","65","164"
"Mixed","Bexley","86","201"
"Mixed","Birmingham","76","1,063"
"Mixed","Blackburn with Darwen","86","62"
"Mixed","Blackpool","72","43"
"Mixed","Bolton","82","128"
"Mixed","Bournemouth, Christchurch and Poole","83","187"
"Mixed","Bracknell Forest","80","81"
"Mixed","Bradford","75","305"
"Mixed","Brent","79","225"
"Mixed","Brighton and Hove","86","242"
"Mixed","Bristol, City of","76","337"
"Mixed","Bromley","88","363"
"Mixed","Buckinghamshire","80","390"
"Mixed","Bury","80","93"
"Mixed","Calderdale","80","88"
"Mixed","Cambridgeshire","75","285"
"Mixed","Camden","82","140"
"Mixed","Central Bedfordshire","80","206"
"Mixed","Cheshire East","82","144"
"Mixed","Cheshire West and Chester","74","78"
"Mixed","City of London","100","4"
"Mixed","Cornwall","83","118"
"Mixed","County Durham","83","83"
"Mixed","Coventry","79","232"
"Mixed","Croydon","77","558"
"Mixed","Cumbria","81","62"
"Mixed","Darlington","80","24"
"Mixed","Derby","77","190"
"Mixed","Derbyshire","79","208"
"Mixed","Devon","78","151"
"Mixed","Doncaster","76","84"
"Mixed","Dorset","76","93"
"Mixed","Dudley","72","186"
"Mixed","Ealing","84","303"
"Mixed","East Riding of Yorkshire","79","62"
"Mixed","East Sussex","79","255"
"Mixed","Enfield","83","399"
"Mixed","Essex","82","743"
"Mixed","Gateshead","84","32"
"Mixed","Gloucestershire","82","278"
"Mixed","Greenwich","84","287"
"Mixed","Hackney","88","237"
"Mixed","Halton","73","24"
"Mixed","Hammersmith and Fulham","80","147"
"Mixed","Hampshire","83","487"
"Mixed","Haringey","82","282"
"Mixed","Harrow","82","210"
"Mixed","Hartlepool","87","13"
"Mixed","Havering","86","181"
"Mixed","Herefordshire, County of","80","48"
"Mixed","Hertfordshire","81","820"
"Mixed","Hillingdon","83","386"
"Mixed","Hounslow","81","237"
"Mixed","Isle of Wight","80","40"
"Mixed","Isles of Scilly","N/A","N/A"
"Mixed","Islington","82","251"
"Mixed","Kensington and Chelsea","84","158"
"Mixed","Kent","84","825"
"Mixed","Kingston upon Hull, City of","81","95"
"Mixed","Kingston upon Thames","82","175"
"Mixed","Kirklees","76","279"
"Mixed","Knowsley","74","29"
"Mixed","Lambeth","84","352"
"Mixed","Lancashire","80","384"
"Mixed","Leeds","74","468"
"Mixed","Leicester","74","247"
"Mixed","Leicestershire","83","314"
"Mixed","Lewisham","80","446"
"Mixed","Lincolnshire","82","203"
"Mixed","Liverpool","79","232"
"Mixed","Luton","78","217"
"Mixed","Manchester","77","442"
"Mixed","Medway","78","176"
"Mixed","Merton","76","174"
"Mixed","Middlesbrough","74","83"
"Mixed","Milton Keynes","80","248"
"Mixed","Newcastle upon Tyne","81","110"
"Mixed","Newham","86","269"
"Mixed","Norfolk","78","252"
"Mixed","North East Lincolnshire","84","49"
"Mixed","North Lincolnshire","85","29"
"Mixed","North Somerset","85","78"
"Mixed","North Tyneside","86","65"
"Mixed","North Yorkshire","79","137"
"Mixed","Northamptonshire","74","386"
"Mixed","Northumberland","80","53"
"Mixed","Nottingham","78","380"
"Mixed","Nottinghamshire","83","348"
"Mixed","Oldham","78","139"
"Mixed","Oxfordshire","77","394"
"Mixed","Peterborough","73","138"
"Mixed","Plymouth","80","72"
"Mixed","Portsmouth","85","102"
"Mixed","Reading","74","160"
"Mixed","Redbridge","87","266"
"Mixed","Redcar and Cleveland","92","46"
"Mixed","Richmond upon Thames","86","196"
"Mixed","Rochdale","70","81"
"Mixed","Rotherham","75","82"
"Mixed","Rutland","100","12"
"Mixed","Salford","80","193"
"Mixed","Sandwell","74","327"
"Mixed","Sefton","81","62"
"Mixed","Sheffield","76","369"
"Mixed","Shropshire","83","77"
"Mixed","Slough","78","166"
"Mixed","Solihull","79","174"
"Mixed","Somerset","79","141"
"Mixed","South Gloucestershire","85","144"
"Mixed","South Tyneside","79","34"
"Mixed","Southampton","81","142"
"Mixed","Southend-on-Sea","84","123"
"Mixed","Southwark","81","304"
"Mixed","St. Helens","81","35"
"Mixed","Staffordshire","78","275"
"Mixed","Stockport","77","141"
"Mixed","Stockton-on-Tees","88","59"
"Mixed","Stoke-on-Trent","81","129"
"Mixed","Suffolk","79","366"
"Mixed","Sunderland","87","48"
"Mixed","Surrey","81","638"
"Mixed","Sutton","83","197"
"Mixed","Swindon","78","140"
"Mixed","Tameside","78","110"
"Mixed","Telford and Wrekin","85","100"
"Mixed","Thurrock","90","129"
"Mixed","Torbay","71","30"
"Mixed","Tower Hamlets","80","171"
"Mixed","Trafford","85","197"
"Mixed","Wakefield","80","99"
"Mixed","Walsall","73","172"
"Mixed","Waltham Forest","84","334"
"Mixed","Wandsworth","80","239"
"Mixed","Warrington","93","71"
"Mixed","Warwickshire","82","258"
"Mixed","West Berkshire","75","78"
"Mixed","West Sussex","78","358"
"Mixed","Westminster","84","125"
"Mixed","Wigan","83","81"
"Mixed","Wiltshire","85","159"
"Mixed","Windsor and Maidenhead","77","106"
"Mixed","Wirral","78","76"
"Mixed","Wokingham","85","142"
"Mixed","Wolverhampton","76","299"
"Mixed","Worcestershire","75","181"
"Mixed","York","72","44"
"White","Barking and Dagenham","73","918"
"White","Barnet","83","1,844"
"White","Barnsley","77","2,059"
"White","Bath and North East Somerset","82","1,360"
"White","Bedford","69","980"
"White","Bexley","81","1,717"
"White","Birmingham","74","4,089"
"White","Blackburn with Darwen","76","813"
"White","Blackpool","77","1,196"
"White","Bolton","80","1,975"
"White","Bournemouth, Christchurch and Poole","80","2,709"
"White","Bracknell Forest","78","907"
"White","Bradford","74","2,856"
"White","Brent","79","732"
"White","Brighton and Hove","80","1,725"
"White","Bristol, City of","80","2,709"
"White","Bromley","85","2,208"
"White","Buckinghamshire","78","3,464"
"White","Bury","79","1,417"
"White","Calderdale","76","1,591"
"White","Cambridgeshire","75","4,570"
"White","Camden","82","503"
"White","Central Bedfordshire","76","2,289"
"White","Cheshire East","79","3,082"
"White","Cheshire West and Chester","77","2,872"
"White","City of London","100","9"
"White","Cornwall","77","4,322"
"White","County Durham","80","4,439"
"White","Coventry","77","1,905"
"White","Croydon","79","1,339"
"White","Cumbria","81","4,048"
"White","Darlington","80","947"
"White","Derby","73","1,593"
"White","Derbyshire","79","6,445"
"White","Devon","76","5,727"
"White","Doncaster","78","2,677"
"White","Dorset","76","2,804"
"White","Dudley","77","2,303"
"White","Ealing","82","1,074"
"White","East Riding of Yorkshire","79","2,772"
"White","East Sussex","79","3,877"
"White","Enfield","77","1,742"
"White","Essex","79","11,416"
"White","Gateshead","81","1,556"
"White","Gloucestershire","78","4,702"
"White","Greenwich","79","1,095"
"White","Hackney","82","736"
"White","Halton","76","1,176"
"White","Hammersmith and Fulham","88","446"
"White","Hampshire","81","10,865"
"White","Haringey","83","1,232"
"White","Harrow","82","677"
"White","Hartlepool","81","905"
"White","Havering","82","1,747"
"White","Herefordshire, County of","81","1,441"
"White","Hertfordshire","79","8,740"
"White","Hillingdon","80","1,226"
"White","Hounslow","79","871"
"White","Isle of Wight","75","899"
"White","Isles of Scilly","72","13"
"White","Islington","82","688"
"White","Kensington and Chelsea","87","301"
"White","Kent","81","12,427"
"White","Kingston upon Hull, City of","79","2,280"
"White","Kingston upon Thames","79","901"
"White","Kirklees","78","2,702"
"White","Knowsley","75","1,276"
"White","Lambeth","83","763"
"White","Lancashire","78","9,185"
"White","Leeds","76","4,944"
"White","Leicester","70","1,197"
"White","Leicestershire","81","5,232"
"White","Lewisham","80","903"
