"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","gender","age","value","value_type","denominator","numerator"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","10-11","89","%","899","802"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","10-11","68","%","2169","1483"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","10-11","61","%","1098","674"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","10-11","76","%","1071","809"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","10-11","84","%","3364","2809"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","10-11","78","%","1664","1306"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","10-11","88","%","1700","1503"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","10-11","76","%","16228","12364"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","10-11","70","%","8306","5791"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","10-11","83","%","7922","6573"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","10-11","79","%","2198","1742"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","10-11","74","%","1112","822"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","10-11","85","%","1086","920"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","All","10-11","77","%","1674","1281"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Boys","10-11","71","%","846","600"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls","10-11","82","%","828","681"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","All","10-11","80","%","3947","3148"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Boys","10-11","76","%","2045","1544"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls","10-11","84","%","1902","1604"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","All","10-11","81","%","3832","3101"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","10-11","75","%","1963","1470"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls","10-11","87","%","1869","1631"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","All","10-11","79","%","1423","1124"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys","10-11","71","%","718","512"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Girls","10-11","87","%","705","612"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","All","10-11","77","%","7892","6104"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Boys","10-11","72","%","4044","2899"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Girls","10-11","83","%","3848","3205"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","All","10-11","80","%","3659","2910"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys","10-11","76","%","1880","1424"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls","10-11","84","%","1779","1486"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All","10-11","81","%","2694","2185"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys","10-11","77","%","1397","1081"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Girls","10-11","85","%","1297","1104"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","All","10-11","78","%","4850","3803"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys","10-11","72","%","2455","1767"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls","10-11","85","%","2395","2036"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","All","10-11","86","%","3737","3211"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys","10-11","82","%","1900","1560"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls","10-11","90","%","1837","1651"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All","10-11","78","%","6267","4890"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys","10-11","73","%","3212","2330"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Girls","10-11","84","%","3055","2560"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","All","10-11","78","%","2376","1861"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys","10-11","73","%","1199","879"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls","10-11","83","%","1177","982"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","All","10-11","76","%","2741","2078"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys","10-11","69","%","1382","956"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls","10-11","83","%","1359","1122"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All","10-11","75","%","7047","5305"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","10-11","69","%","3635","2526"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","10-11","81","%","3412","2779"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","All","10-11","82","%","1534","1257"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys","10-11","77","%","773","598"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Girls","10-11","87","%","761","659"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All","10-11","77","%","3481","2671"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","10-11","69","%","1799","1250"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","10-11","84","%","1682","1421"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","All","10-11","79","%","4242","3347"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys","10-11","73","%","2206","1611"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls","10-11","85","%","2036","1736"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","10-11","76","%","3997","3053"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","10-11","70","%","2034","1433"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","10-11","83","%","1963","1620"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","All","10-11","86","%","28","24"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Boys","10-11","75","%","16","12"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Girls","10-11","100","%","12","12"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","All","10-11","77","%","5856","4527"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys","10-11","71","%","3010","2135"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls","10-11","84","%","2846","2392"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","All","10-11","80","%","5728","4597"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys","10-11","74","%","2874","2123"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls","10-11","87","%","2854","2474"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","All","10-11","78","%","4401","3427"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys","10-11","72","%","2235","1611"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls","10-11","84","%","2166","1816"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","All","10-11","79","%","4640","3687"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys","10-11","73","%","2312","1677"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls","10-11","86","%","2328","2010"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","All","10-11","81","%","5229","4220"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys","10-11","75","%","2726","2037"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls","10-11","87","%","2503","2183"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","All","10-11","80","%","1280","1021"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Boys","10-11","74","%","646","477"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls","10-11","86","%","634","544"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","All","10-11","74","%","3319","2465"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Boys","10-11","69","%","1703","1181"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls","10-11","79","%","1616","1284"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All","10-11","79","%","8725","6859"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys","10-11","72","%","4482","3227"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Girls","10-11","86","%","4243","3632"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","All","10-11","76","%","7906","6043"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys","10-11","71","%","4056","2866"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls","10-11","83","%","3850","3177"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All","10-11","78","%","3749","2937"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys","10-11","71","%","1901","1351"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls","10-11","86","%","1848","1586"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All","10-11","76","%","3898","2954"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys","10-11","67","%","1955","1319"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Girls","10-11","84","%","1943","1635"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All","10-11","76","%","3877","2960"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys","10-11","69","%","2036","1409"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls","10-11","84","%","1841","1551"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All","10-11","81","%","4340","3522"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys","10-11","76","%","2214","1683"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls","10-11","87","%","2126","1839"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","10-11","79","%","3657","2891"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","10-11","73","%","1838","1342"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","10-11","85","%","1819","1549"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Other","10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All","10-11","79","%","5502","4344"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys","10-11","73","%","2825","2070"
"Percentage of pupils reaching the expected standard in key stage 2 writing","All","DfE 6+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Girls","10-11","85","%","2677","2274"
