"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","102","N/A","8560","874010"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","106","N/A","28600","3031234"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","105","N/A","18539","1951284"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","102","N/A","4257","434955"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","106","N/A","14282","1516329"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","105","N/A","18621","1953960"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","102","N/A","4303","439055"
"Average scaled score in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","106","N/A","14318","1514905"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","106","N/A","13444","1420570"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","103","N/A","2744","281342"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","106","N/A","10700","1139228"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","106","N/A","6754","715095"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","103","N/A","1343","137722"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","107","N/A","5411","577373"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","105","N/A","6690","705475"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","103","N/A","1401","143620"
"Average scaled score in key stage 2 maths","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","106","N/A","5289","561855"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","107","N/A","8645","922016"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","103","N/A","1470","151551"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","107","N/A","7175","770465"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","107","N/A","4339","464085"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","103","N/A","780","80494"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","108","N/A","3559","383591"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","106","N/A","4306","457931"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","103","N/A","690","71057"
"Average scaled score in key stage 2 maths","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","107","N/A","3616","386874"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","105","N/A","5281","553394"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","103","N/A","1275","130743"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","106","N/A","4006","422651"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","105","N/A","2530","265109"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","103","N/A","598","61490"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","105","N/A","1932","203619"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","105","N/A","2751","288285"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","102","N/A","677","69253"
"Average scaled score in key stage 2 maths","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","106","N/A","2074","219032"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","103","N/A","9790","1009264"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","101","N/A","3071","310374"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","104","N/A","6719","698890"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","103","N/A","4916","506995"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","101","N/A","1536","155249"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","104","N/A","3380","351746"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","103","N/A","4874","502269"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","101","N/A","1535","155125"
"Average scaled score in key stage 2 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","104","N/A","3339","347144"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","106","N/A","12026","1272897"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","104","N/A","2983","310237"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","106","N/A","9043","962660"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","106","N/A","6137","652102"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","105","N/A","1553","162332"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","107","N/A","4584","489770"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","105","N/A","5889","620795"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","103","N/A","1430","147905"
"Average scaled score in key stage 2 maths","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","106","N/A","4459","472890"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","105","N/A","28059","2946385"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","103","N/A","5237","541604"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","105","N/A","22822","2404781"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","105","N/A","14249","1502049"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","104","N/A","2672","277377"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","106","N/A","11577","1224672"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","105","N/A","13810","1444336"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","103","N/A","2565","264227"
"Average scaled score in key stage 2 maths","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","105","N/A","11245","1180109"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","104","N/A","5471","566513"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","102","N/A","779","79454"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","Non-FSM","104","N/A","4692","487059"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","All","104","N/A","2777","288443"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","FSM","102","N/A","408","41713"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 10-11","Non-FSM","104","N/A","2369","246730"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","All","103","N/A","2691","277790"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","FSM","102","N/A","371","37741"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 10-11","Non-FSM","103","N/A","2320","240049"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Other"," 10-11","All","93","N/A","3","280"
"Average scaled score in key stage 2 maths","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Other"," 10-11","Non-FSM","93","N/A","3","280"
"Average scaled score in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","All","105","N/A","459608","48153141"
"Average scaled score in key stage 2 maths","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 10-11","FSM","101","N/A","69183","7001938"
