"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Numerator","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Bradford","Country","E08000032","All","10-11","77","%","5866","7659"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Brent","Country","E09000005","All","10-11","80","%","2929","3644"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Brighton and Hove","Country","E06000043","All","10-11","78","%","2048","2631"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Bristol, City of","Country","E06000023","All","10-11","75","%","3498","4641"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Bromley","Country","E09000006","All","10-11","84","%","3076","3653"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Buckinghamshire","Country","E10000002","All","10-11","79","%","4853","6119"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Bury","Country","E08000002","All","10-11","79","%","1812","2297"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Calderdale","Country","E08000033","All","10-11","76","%","2005","2629"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cambridgeshire","Country","E10000003","All","10-11","75","%","5109","6769"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Camden","Country","E09000007","All","10-11","85","%","1272","1501"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Central Bedfordshire","Country","E06000056","All","10-11","74","%","2445","3292"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cheshire East","Country","E06000049","All","10-11","82","%","3311","4036"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cheshire West and Chester","Country","E06000050","All","10-11","79","%","2994","3808"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","City of London","Country","E09000001","All","10-11","86","%","25","29"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cornwall","Country","E06000052","All","10-11","73","%","4228","5779"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","County Durham","Country","E06000047","All","10-11","80","%","4437","5560"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Coventry","Country","E08000026","All","10-11","79","%","3322","4179"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Croydon","Country","E09000008","All","10-11","81","%","3593","4462"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Cumbria","Country","E10000006","All","10-11","78","%","3987","5118"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Darlington","Country","E06000005","All","10-11","80","%","982","1231"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Derby","Country","E06000015","All","10-11","75","%","2399","3218"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Derbyshire","Country","E10000007","All","10-11","77","%","6332","8223"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Devon","Country","E10000008","All","10-11","76","%","5951","7791"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Doncaster","Country","E08000017","All","10-11","75","%","2613","3506"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Dorset","Country","E10000009","All","10-11","75","%","3243","4325"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Dudley","Country","E08000027","All","10-11","73","%","2676","3660"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Ealing","Country","E09000009","All","10-11","85","%","3467","4097"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","East Riding of Yorkshire","Country","E06000011","All","10-11","79","%","2802","3549"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","East Sussex","Country","E10000011","All","10-11","74","%","3951","5325"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Enfield","Country","E09000010","All","10-11","79","%","3509","4437"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Essex","Country","E10000012","All","10-11","78","%","12622","16115"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Gateshead","Country","E08000037","All","10-11","84","%","1761","2085"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Gloucestershire","Country","E10000013","All","10-11","77","%","4966","6465"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Greenwich","Country","E09000011","All","10-11","83","%","2690","3247"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hackney","Country","E09000012","All","10-11","84","%","2108","2516"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Halton","Country","E06000006","All","10-11","75","%","1097","1467"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hammersmith and Fulham","Country","E09000013","All","10-11","86","%","1126","1311"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hampshire","Country","E10000014","All","10-11","79","%","11399","14463"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Haringey","Country","E09000014","All","10-11","82","%","2506","3071"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Harrow","Country","E09000015","All","10-11","88","%","2412","2754"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hartlepool","Country","E06000001","All","10-11","79","%","892","1133"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Havering","Country","E09000016","All","10-11","82","%","2439","2961"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Herefordshire, County of","Country","E06000019","All","10-11","79","%","1492","1881"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hertfordshire","Country","E10000015","All","10-11","80","%","10939","13617"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hillingdon","Country","E09000017","All","10-11","83","%","3044","3665"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Hounslow","Country","E09000018","All","10-11","84","%","2486","2957"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Isle of Wight","Country","E06000046","All","10-11","70","%","921","1319"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Isles of Scilly","Country","E06000053","All","10-11","82","%","28","34"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Islington","Country","E09000019","All","10-11","81","%","1505","1862"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kensington and Chelsea","Country","E09000020","All","10-11","89","%","851","960"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kent","Country","E10000016","All","10-11","76","%","13153","17327"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kingston upon Hull, City of","Country","E06000010","All","10-11","78","%","2422","3119"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kingston upon Thames","Country","E09000021","All","10-11","84","%","1505","1791"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Kirklees","Country","E08000034","All","10-11","76","%","4007","5284"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Knowsley","Country","E08000011","All","10-11","75","%","1290","1720"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lambeth","Country","E09000022","All","10-11","84","%","2479","2962"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lancashire","Country","E10000017","All","10-11","78","%","10679","13625"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Leeds","Country","E08000035","All","10-11","75","%","6706","8954"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Leicester","Country","E06000016","All","10-11","77","%","3432","4479"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Leicestershire","Country","E10000018","All","10-11","79","%","5965","7535"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lewisham","Country","E09000023","All","10-11","81","%","2733","3373"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Lincolnshire","Country","E10000019","All","10-11","74","%","5709","7699"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Liverpool","Country","E08000012","All","10-11","75","%","3710","4920"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Luton","Country","E06000032","All","10-11","77","%","2393","3092"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Manchester","Country","E08000003","All","10-11","78","%","5127","6585"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Medway","Country","E06000035","All","10-11","72","%","2361","3281"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Merton","Country","E09000024","All","10-11","84","%","1943","2308"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Middlesbrough","Country","E06000002","All","10-11","77","%","1378","1794"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Milton Keynes","Country","E06000042","All","10-11","79","%","2797","3527"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Newcastle upon Tyne","Country","E08000021","All","10-11","81","%","2242","2777"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Newham","Country","E09000025","All","10-11","88","%","4027","4594"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Norfolk","Country","E10000020","All","10-11","71","%","6211","8788"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North East Lincolnshire","Country","E06000012","All","10-11","76","%","1441","1896"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Lincolnshire","Country","E06000013","All","10-11","77","%","1501","1954"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Somerset","Country","E06000024","All","10-11","74","%","1774","2384"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Tyneside","Country","E08000022","All","10-11","79","%","1750","2228"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","North Yorkshire","Country","E10000023","All","10-11","74","%","4340","5853"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Northamptonshire","Country","E10000021","All","10-11","75","%","6743","9001"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Northumberland","Country","E06000057","All","10-11","79","%","2636","3347"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Nottingham","Country","E06000018","All","10-11","77","%","2653","3456"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Nottinghamshire","Country","E10000024","All","10-11","78","%","7059","9096"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Oldham","Country","E08000004","All","10-11","79","%","2648","3351"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Oxfordshire","Country","E10000025","All","10-11","77","%","5432","7064"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Peterborough","Country","E06000031","All","10-11","71","%","1964","2771"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Plymouth","Country","E06000026","All","10-11","75","%","2174","2882"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Poole","Country","E06000029","All","10-11","74","%","1042","1407"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Portsmouth","Country","E06000044","All","10-11","72","%","1546","2134"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Reading","Country","E06000038","All","10-11","77","%","1254","1637"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Redbridge","Country","E09000026","All","10-11","84","%","3277","3898"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Redcar and Cleveland","Country","E06000003","All","10-11","82","%","1296","1589"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Richmond upon Thames","Country","E09000027","All","10-11","90","%","1922","2130"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Rochdale","Country","E08000005","All","10-11","79","%","2287","2901"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Rotherham","Country","E08000018","All","10-11","74","%","2415","3245"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Rutland","Country","E06000017","All","10-11","82","%","322","395"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Salford","Country","E08000006","All","10-11","80","%","2272","2849"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sandwell","Country","E08000028","All","10-11","78","%","3367","4318"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sefton","Country","E08000014","All","10-11","81","%","2356","2908"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sheffield","Country","E08000019","All","10-11","74","%","4511","6091"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Shropshire","Country","E06000051","All","10-11","78","%","2291","2941"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Slough","Country","E06000039","All","10-11","81","%","1834","2272"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Solihull","Country","E08000029","All","10-11","80","%","2119","2661"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Somerset","Country","E10000027","All","10-11","74","%","4137","5591"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","South Gloucestershire","Country","E06000025","All","10-11","79","%","2452","3120"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","South Tyneside","Country","E08000023","All","10-11","80","%","1297","1617"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Southampton","Country","E06000045","All","10-11","77","%","1995","2586"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Southend-on-Sea","Country","E06000033","All","10-11","81","%","1693","2097"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Southwark","Country","E09000028","All","10-11","81","%","2570","3190"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","St. Helens","Country","E08000013","All","10-11","78","%","1595","2046"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Staffordshire","Country","E10000028","All","10-11","78","%","7375","9426"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Stockport","Country","E08000007","All","10-11","80","%","2665","3333"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Stockton-on-Tees","Country","E06000004","All","10-11","80","%","1922","2401"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Stoke-on-Trent","Country","E06000021","All","10-11","74","%","2274","3084"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Suffolk","Country","E10000029","All","10-11","72","%","5581","7723"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sunderland","Country","E08000024","All","10-11","80","%","2541","3185"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Surrey","Country","E10000030","All","10-11","82","%","9923","12122"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Sutton","Country","E09000029","All","10-11","86","%","1957","2287"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Swindon","Country","E06000030","All","10-11","79","%","2196","2784"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Tameside","Country","E08000008","All","10-11","78","%","2192","2800"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Telford and Wrekin","Country","E06000020","All","10-11","79","%","1766","2233"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Thurrock","Country","E06000034","All","10-11","79","%","1860","2354"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Torbay","Country","E06000027","All","10-11","73","%","1014","1387"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Tower Hamlets","Country","E09000030","All","10-11","84","%","2719","3241"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Trafford","Country","E08000009","All","10-11","86","%","2513","2925"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wakefield","Country","E08000036","All","10-11","74","%","2856","3851"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Walsall","Country","E08000030","All","10-11","77","%","2775","3581"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Waltham Forest","Country","E09000031","All","10-11","82","%","2644","3224"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wandsworth","Country","E09000032","All","10-11","82","%","1997","2428"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Warrington","Country","E06000007","All","10-11","82","%","2067","2515"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Warwickshire","Country","E10000031","All","10-11","79","%","4807","6062"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","West Berkshire","Country","E06000037","All","10-11","76","%","1348","1770"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","West Sussex","Country","E10000032","All","10-11","76","%","6628","8769"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Westminster","Country","E09000033","All","10-11","87","%","1236","1428"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wigan","Country","E08000010","All","10-11","81","%","2908","3572"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wiltshire","Country","E06000054","All","10-11","76","%","3909","5174"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Windsor and Maidenhead","Country","E06000040","All","10-11","81","%","1230","1518"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wirral","Country","E08000015","All","10-11","76","%","2846","3754"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wokingham","Country","E06000041","All","10-11","83","%","1636","1981"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Wolverhampton","Country","E08000031","All","10-11","81","%","2622","3246"
"Percentage of pupils reaching the key stage 2 expected standard in GPS by ethnicity ","All","ONS 2011 5+1","2017-2018","Academic Year","Worcestershire","Country","E10000034","All","10-11","74","%","4577","6227"
