"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All"," 10-11","61","%","3898","2384"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All"," 10-11","59","%","3877","2285"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All"," 10-11","71","%","4340","3085"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All"," 10-11","65","%","3657","2360"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All"," 10-11","63","%","5502","3450"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","All"," 10-11","67","%","4646","3099"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","All"," 10-11","66","%","16638","11023"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","All"," 10-11","68","%","2103","1431"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All"," 10-11","65","%","6834","4471"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","All"," 10-11","73","%","3372","2454"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","All"," 10-11","66","%","2604","1711"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","All"," 10-11","60","%","1607","959"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All"," 10-11","73","%","1325","968"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","All"," 10-11","68","%","14854","10057"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","All"," 10-11","66","%","3064","2021"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","All"," 10-11","74","%","2932","2164"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","All"," 10-11","68","%","1173","799"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","All"," 10-11","72","%","3018","2159"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","All"," 10-11","69","%","1879","1305"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","All"," 10-11","67","%","14289","9567"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","All"," 10-11","69","%","3902","2678"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","All"," 10-11","70","%","3312","2302"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","All"," 10-11","59","%","1284","758"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","All"," 10-11","47","%","19","9"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","All"," 10-11","70","%","1903","1327"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","All"," 10-11","77","%","949","731"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","All"," 10-11","68","%","17882","12189"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All"," 10-11","68","%","3206","2183"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","All"," 10-11","70","%","1900","1325"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","All"," 10-11","62","%","5555","3452"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","All"," 10-11","63","%","1817","1150"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","All"," 10-11","71","%","3029","2153"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","All"," 10-11","64","%","14086","9007"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","All"," 10-11","62","%","9338","5764"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","All"," 10-11","63","%","4730","2977"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","All"," 10-11","67","%","7627","5115"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","All"," 10-11","68","%","3470","2351"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","All"," 10-11","61","%","8281","5015"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","All"," 10-11","62","%","5221","3236"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","All"," 10-11","61","%","3247","1986"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","All"," 10-11","61","%","6743","4140"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","All"," 10-11","64","%","3379","2153"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","All"," 10-11","69","%","2301","1594"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","All"," 10-11","64","%","1840","1184"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","All"," 10-11","66","%","3760","2478"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","All"," 10-11","66","%","2968","1962"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","All"," 10-11","76","%","4757","3605"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","All"," 10-11","60","%","9222","5497"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","All"," 10-11","65","%","1918","1254"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","All"," 10-11","66","%","1957","1286"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","All"," 10-11","65","%","2408","1559"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","All"," 10-11","67","%","2442","1633"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","All"," 10-11","63","%","6335","4018"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","All"," 10-11","61","%","9464","5782"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","All"," 10-11","66","%","3565","2367"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","All"," 10-11","63","%","3581","2272"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","All"," 10-11","65","%","9320","6034"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","All"," 10-11","63","%","3486","2185"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","All"," 10-11","65","%","7435","4814"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","All"," 10-11","56","%","3007","1675"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","All"," 10-11","64","%","2951","1899"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","All"," 10-11","58","%","2222","1288"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","All"," 10-11","63","%","1886","1194"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","All"," 10-11","73","%","4081","2987"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","All"," 10-11","70","%","1637","1154"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","All"," 10-11","81","%","2314","1874"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","All"," 10-11","60","%","3012","1803"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","All"," 10-11","59","%","3389","2007"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","All"," 10-11","67","%","396","266"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Salford","Local authority","E08000006","All"," 10-11","65","%","2979","1948"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","All"," 10-11","62","%","4757","2955"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","All"," 10-11","63","%","2940","1864"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","All"," 10-11","64","%","6312","4036"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","All"," 10-11","65","%","3071","2010"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","All"," 10-11","69","%","2360","1630"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","All"," 10-11","69","%","2630","1806"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","All"," 10-11","61","%","5888","3593"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","All"," 10-11","67","%","3303","2203"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","All"," 10-11","66","%","1669","1106"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","All"," 10-11","64","%","2814","1788"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","All"," 10-11","68","%","2205","1502"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","All"," 10-11","68","%","3325","2268"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","All"," 10-11","66","%","2204","1450"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","All"," 10-11","65","%","9778","6360"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","All"," 10-11","66","%","3432","2274"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","All"," 10-11","71","%","2506","1773"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","All"," 10-11","60","%","3334","1994"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","All"," 10-11","62","%","7972","4939"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","All"," 10-11","67","%","3258","2170"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","All"," 10-11","70","%","12398","8678"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","All"," 10-11","73","%","2398","1743"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","All"," 10-11","62","%","2908","1814"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","All"," 10-11","63","%","2964","1878"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","All"," 10-11","65","%","2288","1485"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","All"," 10-11","70","%","2419","1702"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","All"," 10-11","66","%","1448","956"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","All"," 10-11","72","%","3319","2404"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","All"," 10-11","77","%","3006","2328"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","All"," 10-11","64","%","4036","2566"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","All"," 10-11","61","%","3788","2325"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","All"," 10-11","72","%","3318","2386"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","All"," 10-11","70","%","2401","1691"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","All"," 10-11","73","%","2608","1892"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","All"," 10-11","66","%","6381","4191"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","All"," 10-11","64","%","1950","1256"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","All"," 10-11","63","%","9236","5789"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","All"," 10-11","70","%","1428","1004"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","All"," 10-11","67","%","3813","2542"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","All"," 10-11","64","%","5370","3441"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","All"," 10-11","67","%","1591","1068"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","All"," 10-11","60","%","3753","2262"
"Percentage of pupils reaching the expected standard in key stage 2 reading, writing and maths","All","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","All"," 10-11","74","%","2137","1582"
