"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","32","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","26","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Occupational pension income","42","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Personal pension income","14","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Investment income","60","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Other income","40","%",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Gross income","533","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit income","229","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","170","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","28","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Occupational pension income","133","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Investment income","43","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Earnings income","105","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Other income","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Gross income","536","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit income","229","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","171","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","27","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Occupational pension income","135","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Investment income","43","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Earnings income","106","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Other income","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Gross income","537","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit income","229","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","171","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","27","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Occupational pension income","135","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Personal pension income","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Investment income","43","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Earnings income","105","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Other income","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Gross income","525","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit income","223","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","157","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","35","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Occupational pension income","121","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Personal pension income","12","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Investment income","56","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Earnings income","107","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Other income","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Gross income","469","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit income","212","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","139","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","48","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","11","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Occupational pension income","119","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Personal pension income","11","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Investment income","17","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Earnings income","105","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Other income","5","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Gross income","421","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit income","224","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","135","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","62","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","14","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Occupational pension income","74","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Personal pension income","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Investment income","5","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Earnings income","111","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Other income","3","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Gross income","448","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","141","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","44","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Occupational pension income","79","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Personal pension income","15","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Investment income","39","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Earnings income","90","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Other income","7","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Gross income","513","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","150","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","35","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","23","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Occupational pension income","121","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Personal pension income","27","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Investment income","52","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Earnings income","89","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Other income","6","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Mean","443","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Mean","445","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Mean","445","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Mean","436","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Mean","387","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Mean","356","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Mean","368","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Mean","415","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Median","349","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Median","351","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Median","352","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Median","334","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Median","313","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Median","282","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Median","271","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Median","316","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Mean","411","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Mean","414","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Mean","414","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Mean","395","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Mean","332","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Mean","298","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Mean","337","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Mean","371","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Median","314","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Median","317","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Median","317","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Median","295","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Median","258","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Median","226","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Median","238","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Median","269","£",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Count","  8,600,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Count","  8,300,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Count","  8,000,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Count","  200,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Count"," -","","Less than 50,000 in the UK population"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Count","  100,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Count","  200,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Count"," -","","Less than 50,000 in the UK population"
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","All","ONS 5+2","Count","  27,044 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White All","ONS 5+2","Count","  26,273 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White British","ONS 5+2","Count","  25,543 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White Other","ONS 5+2","Count","  730 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Mixed","ONS 5+2","Count","  60 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Black","ONS 5+2","Count","  218 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Asian","ONS 5+2","Count","  383 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Other","ONS 5+2","Count","  110 ","",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Occupational pension income","61","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Investment income","68","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Occupational pension income","62","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Investment income","69","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Occupational pension income","62","%",""
