"Ethnicity","Local Authority ","%","Number"
"All","Rotherham","74","2,398"
"All","Rutland","77","306"
"All","Salford","78","2,210"
"All","Sandwell","73","3,158"
"All","Sefton","79","2,293"
"All","Sheffield","74","4,494"
"All","Shropshire","75","2,201"
"All","Slough","79","1,785"
"All","Solihull","77","2,041"
"All","Somerset","73","4,070"
"All","South Gloucestershire","73","2,280"
"All","South Tyneside","79","1,271"
"All","Southampton","79","2,044"
"All","Southend-on-Sea","79","1,661"
"All","Southwark","80","2,522"
"All","St. Helens","74","1,512"
"All","Staffordshire","75","7,109"
"All","Stockport","77","2,571"
"All","Stockton-on-Tees","80","1,932"
"All","Stoke-on-Trent","71","2,187"
"All","Suffolk","71","5,495"
"All","Sunderland","79","2,514"
"All","Surrey","80","9,675"
"All","Sutton","83","1,902"
"All","Swindon","75","2,085"
"All","Tameside","76","2,122"
"All","Telford and Wrekin","76","1,700"
"All","Thurrock","78","1,840"
"All","Torbay","74","1,032"
"All","Tower Hamlets","82","2,665"
"All","Trafford","83","2,433"
"All","Wakefield","72","2,772"
"All","Walsall","74","2,662"
"All","Waltham Forest","81","2,617"
"All","Wandsworth","81","1,961"
"All","Warrington","81","2,028"
"All","Warwickshire","77","4,657"
"All","West Berkshire","73","1,292"
"All","West Sussex","73","6,410"
"All","Westminster","84","1,199"
"All","Wigan","81","2,893"
"All","Wiltshire","73","3,788"
"All","Windsor and Maidenhead","79","1,193"
"All","Wirral","71","2,674"
"All","Wokingham","81","1,608"
"All","Wolverhampton","76","2,451"
"All","Worcestershire","72","4,482"
"All","York","77","1,461"
"Asian","Barking and Dagenham","90","620"
"Asian","Barnet","89","388"
"Asian","Barnsley","82","14"
"Asian","Bath and North East Somerset","75","21"
"Asian","Bedford","65","204"
"Asian","Bexley","93","234"
"Asian","Birmingham","76","4,302"
"Asian","Blackburn with Darwen","81","813"
"Asian","Blackpool","84","26"
"Asian","Bolton","82","732"
"Asian","Bournemouth","93","63"
"Asian","Bracknell Forest","83","71"
"Asian","Bradford","77","2,507"
"Asian","Brent","84","885"
"Asian","Brighton and Hove","78","72"
"Asian","Bristol, City of","69","265"
"Asian","Bromley","91","179"
"Asian","Buckinghamshire","79","810"
"Asian","Bury","72","242"
"Asian","Calderdale","75","301"
"Asian","Cambridgeshire","79","220"
"Asian","Camden","82","255"
"Asian","Central Bedfordshire","90","76"
"Asian","Cheshire East","82","58"
"Asian","Cheshire West and Chester","81","48"
"Asian","City of London","100","5"
"Asian","Cornwall","81","22"
"Asian","County Durham","89","31"
"Asian","Coventry","83","680"
"Asian","Croydon","89","634"
"Asian","Cumbria","86","31"
"Asian","Darlington","86","25"
"Asian","Derby","79","461"
"Asian","Derbyshire","85","79"
"Asian","Devon","88","38"
"Asian","Doncaster","73","76"
"Asian","Dorset","78","29"
"Asian","Dudley","76","327"
"Asian","Ealing","86","1,036"
"Asian","East Riding of Yorkshire","86","12"
"Asian","East Sussex","90","108"
"Asian","Enfield","85","332"
"Asian","Essex","91","404"
"Asian","Gateshead","76","29"
"Asian","Gloucestershire","84","168"
"Asian","Greenwich","90","219"
"Asian","Hackney","84","260"
"Asian","Halton","100","3"
"Asian","Hammersmith and Fulham","91","82"
"Asian","Hampshire","86","363"
"Asian","Haringey","85","152"
"Asian","Harrow","90","1,217"
"Asian","Hartlepool","89","24"
"Asian","Havering","90","183"
"Asian","Herefordshire, County of","100","7"
"Asian","Hertfordshire","87","910"
"Asian","Hillingdon","83","842"
"Asian","Hounslow","88","807"
"Asian","Isle of Wight","89","16"
"Asian","Isles of Scilly","N/A","N/A"
"Asian","Islington","80","120"
"Asian","Kensington and Chelsea","92","34"
"Asian","Kent","89","570"
"Asian","Kingston upon Hull, City of","91","42"
"Asian","Kingston upon Thames","87","265"
"Asian","Kirklees","75","1,068"
"Asian","Knowsley","93","41"
"Asian","Lambeth","86","120"
"Asian","Lancashire","77","1,233"
"Asian","Leeds","74","796"
"Asian","Leicester","81","1,547"
"Asian","Leicestershire","85","492"
"Asian","Lewisham","88","223"
"Asian","Lincolnshire","91","64"
"Asian","Liverpool","87","153"
"Asian","Luton","75","1,079"
"Asian","Manchester","74","1,135"
"Asian","Medway","86","127"
"Asian","Merton","92","504"
"Asian","Middlesbrough","84","147"
"Asian","Milton Keynes","88","388"
"Asian","Newcastle upon Tyne","80","326"
"Asian","Newham","90","1,888"
"Asian","Norfolk","79","92"
"Asian","North East Lincolnshire","79","11"
"Asian","North Lincolnshire","83","63"
"Asian","North Somerset","81","21"
"Asian","North Tyneside","78","47"
"Asian","North Yorkshire","83","71"
"Asian","Northamptonshire","79","332"
"Asian","Northumberland","80","43"
"Asian","Nottingham","81","479"
"Asian","Nottinghamshire","84","229"
"Asian","Oldham","76","869"
"Asian","Oxfordshire","77","315"
"Asian","Peterborough","71","359"
"Asian","Plymouth","84","27"
"Asian","Poole","92","34"
"Asian","Portsmouth","82","122"
"Asian","Reading","78","254"
"Asian","Redbridge","86","1,779"
"Asian","Redcar and Cleveland","78","7"
"Asian","Richmond upon Thames","86","144"
"Asian","Rochdale","72","520"
"Asian","Rotherham","81","211"
"Asian","Rutland","80","4"
"Asian","Salford","88","79"
"Asian","Sandwell","80","1,030"
"Asian","Sefton","91","32"
"Asian","Sheffield","81","609"
"Asian","Shropshire","92","23"
"Asian","Slough","86","941"
"Asian","Solihull","81","236"
"Asian","Somerset","82","53"
"Asian","South Gloucestershire","87","97"
"Asian","South Tyneside","82","49"
"Asian","Southampton","81","262"
"Asian","Southend-on-Sea","88","128"
"Asian","Southwark","89","154"
"Asian","St. Helens","76","19"
"Asian","Staffordshire","77","299"
"Asian","Stockport","85","196"
"Asian","Stockton-on-Tees","83","99"
"Asian","Stoke-on-Trent","71","348"
"Asian","Suffolk","86","125"
"Asian","Sunderland","83","119"
"Asian","Surrey","84","730"
"Asian","Sutton","95","407"
"Asian","Swindon","86","258"
"Asian","Tameside","75","253"
"Asian","Telford and Wrekin","80","101"
"Asian","Thurrock","88","107"
"Asian","Torbay","81","13"
"Asian","Tower Hamlets","83","1,722"
"Asian","Trafford","87","369"
"Asian","Wakefield","71","120"
"Asian","Walsall","81","698"
"Asian","Waltham Forest","84","739"
"Asian","Wandsworth","86","375"
"Asian","Warrington","90","64"
"Asian","Warwickshire","88","300"
"Asian","West Berkshire","87","58"
"Asian","West Sussex","84","356"
"Asian","Westminster","84","190"
"Asian","Wigan","91","50"
"Asian","Wiltshire","86","68"
"Asian","Windsor and Maidenhead","78","182"
"Asian","Wirral","83","95"
"Asian","Wokingham","92","253"
"Asian","Wolverhampton","84","629"
"Asian","Worcestershire","71","171"
"Asian","York","85","34"
"Black","Barking and Dagenham","80","877"
"Black","Barnet","78","387"
"Black","Barnsley","73","16"
"Black","Bath and North East Somerset","33","4"
"Black","Bedford","56","72"
"Black","Bexley","83","505"
"Black","Birmingham","72","1,470"
"Black","Blackburn with Darwen","79","26"
"Black","Blackpool","100","5"
"Black","Bolton","65","146"
"Black","Bournemouth","89","17"
"Black","Bracknell Forest","74","34"
"Black","Bradford","73","88"
"Black","Brent","74","693"
"Black","Brighton and Hove","66","35"
"Black","Bristol, City of","66","372"
"Black","Bromley","79","264"
"Black","Buckinghamshire","69","114"
"Black","Bury","68","38"
"Black","Calderdale","81","13"
"Black","Cambridgeshire","67","56"
"Black","Camden","81","267"
"Black","Central Bedfordshire","67","61"
"Black","Cheshire East","74","14"
"Black","Cheshire West and Chester","60","9"
"Black","City of London","50","1"
"Black","Cornwall","100","6"
"Black","County Durham","56","9"
"Black","Coventry","75","406"
"Black","Croydon","74","1,008"
"Black","Cumbria","71","5"
"Black","Darlington","100","5"
"Black","Derby","72","101"
"Black","Derbyshire","71","22"
"Black","Devon","63","10"
"Black","Doncaster","62","28"
"Black","Dorset","86","12"
"Black","Dudley","67","63"
"Black","Ealing","74","484"
"Black","East Riding of Yorkshire","50","1"
"Black","East Sussex","56","19"
"Black","Enfield","74","828"
"Black","Essex","82","438"
"Black","Gateshead","82","28"
"Black","Gloucestershire","73","66"
"Black","Greenwich","82","962"
"Black","Hackney","76","697"
"Black","Halton","75","3"
"Black","Hammersmith and Fulham","82","289"
"Black","Hampshire","72","128"
"Black","Haringey","71","586"
"Black","Harrow","74","219"
"Black","Hartlepool","100","2"
"Black","Havering","81","286"
"Black","Herefordshire, County of","33","1"
"Black","Hertfordshire","73","437"
"Black","Hillingdon","74","295"
"Black","Hounslow","77","286"
"Black","Isle of Wight","0","0"
"Black","Isles of Scilly","N/A","N/A"
"Black","Islington","73","318"
"Black","Kensington and Chelsea","79","127"
"Black","Kent","81","349"
"Black","Kingston upon Hull, City of","76","47"
"Black","Kingston upon Thames","59","34"
"Black","Kirklees","67","76"
"Black","Knowsley","100","16"
"Black","Lambeth","76","980"
"Black","Lancashire","70","50"
"Black","Leeds","68","456"
"Black","Leicester","69","336"
"Black","Leicestershire","78","62"
"Black","Lewisham","76","1,000"
"Black","Lincolnshire","66","23"
"Black","Liverpool","75","185"
"Black","Luton","68","231"
"Black","Manchester","78","953"
"Black","Medway","86","176"
"Black","Merton","74","253"
"Black","Middlesbrough","69","22"
"Black","Milton Keynes","75","432"
"Black","Newcastle upon Tyne","85","120"
"Black","Newham","85","938"
"Black","Norfolk","67","58"
"Black","North East Lincolnshire","100","5"
"Black","North Lincolnshire","43","3"
"Black","North Somerset","63","5"
"Black","North Tyneside","78","21"
"Black","North Yorkshire","52","11"
"Black","Northamptonshire","73","345"
"Black","Northumberland","100","6"
"Black","Nottingham","74","278"
"Black","Nottinghamshire","72","65"
"Black","Oldham","82","89"
"Black","Oxfordshire","70","120"
"Black","Peterborough","67","74"
"Black","Plymouth","64","18"
"Black","Poole","78","7"
"Black","Portsmouth","76","52"
"Black","Reading","70","117"
"Black","Redbridge","73","324"
"Black","Redcar and Cleveland","100","3"
"Black","Richmond upon Thames","83","54"
"Black","Rochdale","74","90"
"Black","Rotherham","70","37"
"Black","Rutland","67","2"
"Black","Salford","82","124"
"Black","Sandwell","74","324"
"Black","Sefton","82","9"
"Black","Sheffield","72","276"
"Black","Shropshire","40","2"
"Black","Slough","74","143"
"Black","Solihull","78","42"
"Black","Somerset","71","15"
"Black","South Gloucestershire","69","35"
"Black","South Tyneside","80","8"
"Black","Southampton","74","68"
"Black","Southend-on-Sea","82","75"
"Black","Southwark","76","1,065"
"Black","St. Helens","55","6"
"Black","Staffordshire","78","57"
"Black","Stockport","59","27"
"Black","Stockton-on-Tees","79","27"
"Black","Stoke-on-Trent","75","76"
"Black","Suffolk","62","38"
"Black","Sunderland","85","23"
"Black","Surrey","74","142"
"Black","Sutton","82","146"
"Black","Swindon","83","74"
"Black","Tameside","77","48"
"Black","Telford and Wrekin","73","61"
"Black","Thurrock","86","318"
"Black","Torbay","67","2"
"Black","Tower Hamlets","78","277"
"Black","Trafford","78","97"
"Black","Wakefield","79","37"
"Black","Walsall","72","134"
"Black","Waltham Forest","76","488"
"Black","Wandsworth","73","435"
"Black","Warrington","64","9"
"Black","Warwickshire","70","59"
"Black","West Berkshire","65","13"
"Black","West Sussex","62","87"
"Black","Westminster","82","198"
"Black","Wigan","68","25"
"Black","Wiltshire","66","39"
"Black","Windsor and Maidenhead","71","10"
"Black","Wirral","82","14"
"Black","Wokingham","74","48"
"Black","Wolverhampton","72","298"
"Black","Worcestershire","62","16"
"Black","York","75","9"
"Chinese","Barking and Dagenham","100","7"
"Chinese","Barnet","100","55"
"Chinese","Barnsley","100","4"
"Chinese","Bath and North East Somerset","71","5"
"Chinese","Bedford","86","6"
"Chinese","Bexley","97","29"
"Chinese","Birmingham","94","61"
"Chinese","Blackburn with Darwen","100","5"
"Chinese","Blackpool","100","9"
"Chinese","Bolton","92","12"
"Chinese","Bournemouth","92","11"
"Chinese","Bracknell Forest","100","3"
"Chinese","Bradford","100","3"
"Chinese","Brent","83","5"
"Chinese","Brighton and Hove","100","11"
"Chinese","Bristol, City of","96","25"
"Chinese","Bromley","93","27"
"Chinese","Buckinghamshire","90","18"
"Chinese","Bury","100","5"
"Chinese","Calderdale","50","1"
"Chinese","Cambridgeshire","100","39"
"Chinese","Camden","100","7"
"Chinese","Central Bedfordshire","92","12"
"Chinese","Cheshire East","100","15"
"Chinese","Cheshire West and Chester","100","15"
"Chinese","City of London","N/A","N/A"
"Chinese","Cornwall","89","8"
"Chinese","County Durham","77","10"
"Chinese","Coventry","93","14"
"Chinese","Croydon","96","22"
"Chinese","Cumbria","93","13"
"Chinese","Darlington","100","3"
"Chinese","Derby","93","14"
"Chinese","Derbyshire","85","22"
"Chinese","Devon","93","13"
"Chinese","Doncaster","94","15"
"Chinese","Dorset","100","9"
"Chinese","Dudley","80","8"
"Chinese","Ealing","87","13"
"Chinese","East Riding of Yorkshire","100","2"
"Chinese","East Sussex","100","12"
"Chinese","Enfield","100","24"
"Chinese","Essex","95","69"
"Chinese","Gateshead","77","10"
"Chinese","Gloucestershire","85","11"
"Chinese","Greenwich","90","38"
"Chinese","Hackney","95","19"
"Chinese","Halton","N/A","N/A"
"Chinese","Hammersmith and Fulham","100","2"
"Chinese","Hampshire","94","47"
"Chinese","Haringey","92","36"
"Chinese","Harrow","100","14"
"Chinese","Hartlepool","100","4"
"Chinese","Havering","100","17"
"Chinese","Herefordshire, County of","67","2"
"Chinese","Hertfordshire","88","59"
"Chinese","Hillingdon","80","8"
"Chinese","Hounslow","100","17"
"Chinese","Isle of Wight","100","4"
"Chinese","Isles of Scilly","N/A","N/A"
"Chinese","Islington","100","10"
"Chinese","Kensington and Chelsea","100","4"
"Chinese","Kent","96","46"
"Chinese","Kingston upon Hull, City of","83","5"
"Chinese","Kingston upon Thames","96","24"
"Chinese","Kirklees","92","11"
"Chinese","Knowsley","100","5"
"Chinese","Lambeth","93","14"
"Chinese","Lancashire","100","33"
"Chinese","Leeds","96","53"
"Chinese","Leicester","100","13"
"Chinese","Leicestershire","97","31"
"Chinese","Lewisham","96","43"
"Chinese","Lincolnshire","100","16"
"Chinese","Liverpool","88","63"
"Chinese","Luton","100","4"
"Chinese","Manchester","92","49"
"Chinese","Medway","100","9"
"Chinese","Merton","100","19"
"Chinese","Middlesbrough","100","2"
"Chinese","Milton Keynes","95","20"
"Chinese","Newcastle upon Tyne","96","23"
"Chinese","Newham","100","14"
"Chinese","Norfolk","83","25"
"Chinese","North East Lincolnshire","100","2"
"Chinese","North Lincolnshire","N/A","N/A"
"Chinese","North Somerset","75","3"
"Chinese","North Tyneside","100","7"
"Chinese","North Yorkshire","92","11"
"Chinese","Northamptonshire","96","27"
"Chinese","Northumberland","100","2"
"Chinese","Nottingham","100","17"
"Chinese","Nottinghamshire","90","35"
"Chinese","Oldham","100","7"
"Chinese","Oxfordshire","88","22"
"Chinese","Peterborough","83","5"
"Chinese","Plymouth","94","15"
"Chinese","Poole","N/A","N/A"
"Chinese","Portsmouth","90","9"
"Chinese","Reading","100","5"
"Chinese","Redbridge","95","18"
"Chinese","Redcar and Cleveland","N/A","N/A"
"Chinese","Richmond upon Thames","100","16"
"Chinese","Rochdale","80","4"
"Chinese","Rotherham","75","3"
"Chinese","Rutland","100","1"
"Chinese","Salford","100","7"
"Chinese","Sandwell","100","13"
"Chinese","Sefton","100","3"
"Chinese","Sheffield","96","27"
"Chinese","Shropshire","83","5"
"Chinese","Slough","100","1"
"Chinese","Solihull","100","6"
"Chinese","Somerset","84","16"
"Chinese","South Gloucestershire","100","12"
"Chinese","South Tyneside","100","2"
"Chinese","Southampton","92","11"
"Chinese","Southend-on-Sea","83","10"
"Chinese","Southwark","90","35"
"Chinese","St. Helens","100","5"
"Chinese","Staffordshire","92","22"
"Chinese","Stockport","89","16"
"Chinese","Stockton-on-Tees","100","11"
"Chinese","Stoke-on-Trent","94","16"
"Chinese","Suffolk","100","9"
"Chinese","Sunderland","85","11"
"Chinese","Surrey","95","53"
"Chinese","Sutton","96","27"
"Chinese","Swindon","89","8"
"Chinese","Tameside","83","10"
"Chinese","Telford and Wrekin","100","7"
"Chinese","Thurrock","100","16"
"Chinese","Torbay","100","5"
"Chinese","Tower Hamlets","95","18"
"Chinese","Trafford","97","37"
"Chinese","Wakefield","82","9"
"Chinese","Walsall","95","18"
"Chinese","Waltham Forest","95","35"
"Chinese","Wandsworth","100","11"
"Chinese","Warrington","92","11"
"Chinese","Warwickshire","100","18"
"Chinese","West Berkshire","75","6"
"Chinese","West Sussex","90","19"
"Chinese","Westminster","100","26"
"Chinese","Wigan","92","11"
"Chinese","Wiltshire","100","9"
"Chinese","Windsor and Maidenhead","100","7"
"Chinese","Wirral","100","17"
"Chinese","Wokingham","100","20"
"Chinese","Wolverhampton","100","7"
"Chinese","Worcestershire","100","10"
"Chinese","York","100","9"
"Mixed","Barking and Dagenham","80","212"
"Mixed","Barnet","80","330"
"Mixed","Barnsley","83","44"
"Mixed","Bath and North East Somerset","76","76"
"Mixed","Bedford","58","115"
"Mixed","Bexley","76","176"
"Mixed","Birmingham","70","932"
"Mixed","Blackburn with Darwen","83","53"
"Mixed","Blackpool","75","41"
"Mixed","Bolton","84","129"
"Mixed","Bournemouth","79","84"
"Mixed","Bracknell Forest","75","62"
"Mixed","Bradford","72","297"
"Mixed","Brent","73","189"
"Mixed","Brighton and Hove","77","230"
"Mixed","Bristol, City of","70","253"
"Mixed","Bromley","86","352"
"Mixed","Buckinghamshire","73","329"
"Mixed","Bury","67","79"
"Mixed","Calderdale","68","64"
"Mixed","Cambridgeshire","75","272"
"Mixed","Camden","85","145"
"Mixed","Central Bedfordshire","72","154"
"Mixed","Cheshire East","80","127"
"Mixed","Cheshire West and Chester","83","91"
"Mixed","City of London","67","2"
"Mixed","Cornwall","75","89"
"Mixed","County Durham","85","60"
"Mixed","Coventry","71","208"
"Mixed","Croydon","78","517"
"Mixed","Cumbria","75","47"
"Mixed","Darlington","72","21"
"Mixed","Derby","75","208"
"Mixed","Derbyshire","73","166"
"Mixed","Devon","82","147"
"Mixed","Doncaster","74","77"
"Mixed","Dorset","74","112"
"Mixed","Dudley","68","157"
"Mixed","Ealing","81","313"
"Mixed","East Riding of Yorkshire","82","55"
"Mixed","East Sussex","72","179"
"Mixed","Enfield","75","326"
"Mixed","Essex","76","591"
"Mixed","Gateshead","61","20"
"Mixed","Gloucestershire","69","223"
"Mixed","Greenwich","80","268"
"Mixed","Hackney","79","202"
"Mixed","Halton","80","32"
"Mixed","Hammersmith and Fulham","86","152"
"Mixed","Hampshire","78","445"
"Mixed","Haringey","81","262"
"Mixed","Harrow","84","173"
"Mixed","Hartlepool","92","11"
"Mixed","Havering","84","148"
"Mixed","Herefordshire, County of","67","29"
"Mixed","Hertfordshire","77","769"
"Mixed","Hillingdon","80","363"
"Mixed","Hounslow","79","199"
"Mixed","Isle of Wight","79","30"
"Mixed","Isles of Scilly","100","1"
"Mixed","Islington","78","226"
"Mixed","Kensington and Chelsea","86","152"
"Mixed","Kent","77","711"
"Mixed","Kingston upon Hull, City of","79","103"
"Mixed","Kingston upon Thames","81","134"
"Mixed","Kirklees","64","221"
"Mixed","Knowsley","80","32"
"Mixed","Lambeth","81","342"
"Mixed","Lancashire","76","343"
"Mixed","Leeds","69","362"
"Mixed","Leicester","72","226"
"Mixed","Leicestershire","71","244"
"Mixed","Lewisham","79","372"
"Mixed","Lincolnshire","69","162"
"Mixed","Liverpool","76","190"
"Mixed","Luton","70","176"
"Mixed","Manchester","74","410"
"Mixed","Medway","79","177"
"Mixed","Merton","81","191"
"Mixed","Middlesbrough","81","71"
"Mixed","Milton Keynes","77","212"
"Mixed","Newcastle upon Tyne","85","99"
"Mixed","Newham","85","247"
"Mixed","Norfolk","72","187"
"Mixed","North East Lincolnshire","81","46"
"Mixed","North Lincolnshire","71","35"
"Mixed","North Somerset","76","58"
"Mixed","North Tyneside","81","50"
"Mixed","North Yorkshire","74","109"
"Mixed","Northamptonshire","71","360"
"Mixed","Northumberland","81","44"
"Mixed","Nottingham","70","315"
"Mixed","Nottinghamshire","73","313"
"Mixed","Oldham","76","111"
"Mixed","Oxfordshire","72","318"
"Mixed","Peterborough","63","105"
"Mixed","Plymouth","71","62"
"Mixed","Poole","77","51"
"Mixed","Portsmouth","61","59"
"Mixed","Reading","63","109"
"Mixed","Redbridge","77","265"
"Mixed","Redcar and Cleveland","78","25"
"Mixed","Richmond upon Thames","90","197"
"Mixed","Rochdale","71","104"
"Mixed","Rotherham","67","62"
"Mixed","Rutland","93","13"
"Mixed","Salford","79","171"
"Mixed","Sandwell","69","253"
"Mixed","Sefton","83","50"
"Mixed","Sheffield","72","325"
"Mixed","Shropshire","69","53"
"Mixed","Slough","71","150"
"Mixed","Solihull","76","176"
"Mixed","Somerset","73","105"
"Mixed","South Gloucestershire","75","121"
"Mixed","South Tyneside","76","25"
"Mixed","Southampton","79","138"
"Mixed","Southend-on-Sea","75","97"
"Mixed","Southwark","79","272"
"Mixed","St. Helens","62","26"
"Mixed","Staffordshire","73","222"
"Mixed","Stockport","77","149"
"Mixed","Stockton-on-Tees","80","44"
"Mixed","Stoke-on-Trent","66","101"
"Mixed","Suffolk","72","323"
"Mixed","Sunderland","78","39"
"Mixed","Surrey","79","566"
"Mixed","Sutton","84","185"
"Mixed","Swindon","70","109"
"Mixed","Tameside","77","95"
"Mixed","Telford and Wrekin","80","100"
"Mixed","Thurrock","75","104"
"Mixed","Torbay","80","35"
"Mixed","Tower Hamlets","76","155"
"Mixed","Trafford","83","172"
"Mixed","Wakefield","78","100"
"Mixed","Walsall","77","173"
"Mixed","Waltham Forest","82","287"
"Mixed","Wandsworth","79","247"
"Mixed","Warrington","79","54"
"Mixed","Warwickshire","76","211"
"Mixed","West Berkshire","79","72"
"Mixed","West Sussex","79","326"
"Mixed","Westminster","85","133"
"Mixed","Wigan","79","64"
"Mixed","Wiltshire","73","131"
"Mixed","Windsor and Maidenhead","78","98"
"Mixed","Wirral","72","84"
"Mixed","Wokingham","76","95"
"Mixed","Wolverhampton","70","265"
"Mixed","Worcestershire","72","162"
"Mixed","York","69","36"
"White","Barking and Dagenham","74","934"
"White","Barnet","85","1,788"
"White","Barnsley","77","1,991"
"White","Bath and North East Somerset","76","1,316"
"White","Bedford","60","803"
"White","Bexley","76","1,517"
"White","Birmingham","71","3,870"
"White","Blackburn with Darwen","77","814"
"White","Blackpool","76","1,179"
"White","Bolton","77","1,863"
"White","Bournemouth","77","1,089"
"White","Bracknell Forest","74","845"
"White","Bradford","72","2,641"
"White","Brent","79","757"
"White","Brighton and Hove","77","1,607"
"White","Bristol, City of","77","2,489"
"White","Bromley","83","2,145"
"White","Buckinghamshire","76","3,309"
"White","Bury","78","1,354"
"White","Calderdale","75","1,571"
"White","Cambridgeshire","72","4,241"
"White","Camden","83","489"
"White","Central Bedfordshire","73","2,083"
"White","Cheshire East","77","2,888"
"White","Cheshire West and Chester","75","2,689"
"White","City of London","93","14"
"White","Cornwall","72","4,006"
"White","County Durham","79","4,232"
"White","Coventry","71","1,714"
"White","Croydon","77","1,198"
"White","Cumbria","76","3,731"
"White","Darlington","76","881"
"White","Derby","69","1,475"
"White","Derbyshire","75","5,803"
"White","Devon","75","5,567"
"White","Doncaster","73","2,321"
"White","Dorset","71","2,903"
"White","Dudley","69","1,943"
"White","Ealing","83","986"
"White","East Riding of Yorkshire","76","2,606"
"White","East Sussex","74","3,552"
"White","Enfield","75","1,599"
"White","Essex","75","10,477"
"White","Gateshead","81","1,546"
"White","Gloucestershire","74","4,253"
"White","Greenwich","76","1,027"
"White","Hackney","80","671"
"White","Halton","74","1,041"
"White","Hammersmith and Fulham","86","461"
"White","Hampshire","78","10,204"
"White","Haringey","78","1,156"
"White","Harrow","83","612"
"White","Hartlepool","77","840"
"White","Havering","80","1,742"
"White","Herefordshire, County of","78","1,413"
"White","Hertfordshire","76","8,156"
"White","Hillingdon","76","1,122"
"White","Hounslow","77","788"
"White","Isle of Wight","66","822"
"White","Isles of Scilly","82","27"
"White","Islington","78","658"
"White","Kensington and Chelsea","87","319"
"White","Kent","74","11,174"
"White","Kingston upon Hull, City of","78","2,177"
"White","Kingston upon Thames","80","853"
"White","Kirklees","74","2,454"
"White","Knowsley","74","1,188"
"White","Lambeth","85","781"
"White","Lancashire","76","8,644"
"White","Leeds","74","4,675"
"White","Leicester","68","1,092"
"White","Leicestershire","76","4,909"
"White","Lewisham","80","883"
