"Ethnicity","Geography","Score","Pupils"
"All","Southampton","44.1","1,958"
"All","Southend-on-Sea","53.0","2,059"
"All","Southwark","49.5","2,509"
"All","St. Helens","44.5","1,757"
"All","Staffordshire","44.5","8,444"
"All","Stockport","47.4","2,657"
"All","Stockton-on-Tees","46.4","2,027"
"All","Stoke-on-Trent","42.8","2,376"
"All","Suffolk","44.9","6,972"
"All","Sunderland","42.9","2,788"
"All","Surrey","50.3","10,388"
"All","Sutton","58.6","2,796"
"All","Swindon","45.3","2,101"
"All","Tameside","44.2","2,486"
"All","Telford and Wrekin","46.2","1,947"
"All","Thurrock","43.6","1,748"
"All","Torbay","46.2","1,488"
"All","Tower Hamlets","48.4","2,808"
"All","Trafford","56.1","2,925"
"All","Wakefield","45.3","3,463"
"All","Walsall","44.0","3,304"
"All","Waltham Forest","46.2","2,605"
"All","Wandsworth","49.4","1,785"
"All","Warrington","48.8","2,297"
"All","Warwickshire","49.8","5,623"
"All","West Berkshire","47.7","1,851"
"All","West Midlands","45.6","60,984"
"All","West Sussex","46.9","8,002"
"All","Westminster","53.4","1,655"
"All","Wigan","45.4","3,352"
"All","Wiltshire","48.7","4,806"
"All","Windsor and Maidenhead","50.2","1,494"
"All","Wirral","48.4","3,388"
"All","Wokingham","50.9","1,744"
"All","Wolverhampton","45.1","2,770"
"All","Worcestershire","46.6","5,439"
"All","York","51.4","1,699"
"All","Yorkshire and The Humber","45.4","54,441"
"Asian","All - England","51.5","57,606"
"Asian","Barking and Dagenham","53.3","530"
"Asian","Barnet","68.6","536"
"Asian","Barnsley","43.7","7"
"Asian","Bath and North East Somerset","56.1","38"
"Asian","Bedford","46.3","271"
"Asian","Bexley","59.5","221"
"Asian","Birmingham","48.4","5,206"
"Asian","Blackburn with Darwen","50.3","889"
"Asian","Blackpool","52.8","27"
"Asian","Bolton","51.7","731"
"Asian","Bournemouth, Christchurch and Poole","61.4","88"
"Asian","Bracknell Forest","49.4","55"
"Asian","Bradford","43.1","2,774"
"Asian","Brent","53.1","876"
"Asian","Brighton and Hove","48.0","81"
"Asian","Bristol, City of","47.2","268"
"Asian","Bromley","67.2","206"
"Asian","Buckinghamshire","57.6","1,148"
"Asian","Bury","45.6","339"
"Asian","Calderdale","51.8","429"
"Asian","Cambridgeshire","57.6","194"
"Asian","Camden","47.8","278"
"Asian","Central Bedfordshire","53.5","50"
"Asian","Cheshire East","55.0","43"
"Asian","Cheshire West and Chester","51.9","46"
"Asian","Cornwall","48.1","15"
"Asian","County Durham","55.8","34"
"Asian","Coventry","50.7","683"
"Asian","Croydon","51.1","477"
"Asian","Cumbria","50.9","32"
"Asian","Darlington","45.3","19"
"Asian","Derby","48.3","528"
"Asian","Derbyshire","49.2","69"
"Asian","Devon","62.8","39"
"Asian","Doncaster","51.2","92"
"Asian","Dorset","53.8","37"
"Asian","Dudley","45.4","310"
"Asian","Ealing","52.8","906"
"Asian","East Midlands","50.7","4,087"
"Asian","East Riding of Yorkshire","53.1","10"
"Asian","East Sussex","56.6","86"
"Asian","East of England","53.0","3,873"
"Asian","Enfield","57.3","308"
"Asian","Essex","62.7","354"
"Asian","Gateshead","57.7","46"
"Asian","Gloucestershire","60.1","206"
"Asian","Greenwich","52.6","178"
"Asian","Hackney","52.3","280"
"Asian","Halton","55.5","6"
"Asian","Hammersmith and Fulham","54.9","120"
"Asian","Hampshire","54.8","327"
"Asian","Haringey","53.3","127"
"Asian","Harrow","56.3","939"
"Asian","Hartlepool","54.0","17"
"Asian","Havering","53.3","162"
"Asian","Herefordshire, County of","62.7","5"
"Asian","Hertfordshire","59.4","970"
"Asian","Hillingdon","53.4","760"
"Asian","Hounslow","53.9","833"
"Asian","Inner London","51.9","5,764"
"Asian","Isle of Wight","72.0","1"
"Asian","Isles of Scilly","NA","NA"
"Asian","Islington","52.5","171"
"Asian","Kensington and Chelsea","57.8","37"
"Asian","Kent","61.1","649"
"Asian","Kingston upon Hull, City of","59.8","40"
"Asian","Kingston upon Thames","66.1","404"
"Asian","Kirklees","46.5","1,272"
"Asian","Knowsley","55.5","5"
"Asian","Lambeth","50.9","91"
"Asian","Lancashire","48.2","1,366"
"Asian","Leeds","46.0","891"
"Asian","Leicester","48.5","1,736"
"Asian","Leicestershire","54.8","583"
"Asian","Lewisham","50.9","131"
"Asian","Lincolnshire","67.4","135"
"Asian","Liverpool","61.3","144"
"Asian","Luton","46.2","1,163"
"Asian","Manchester","48.4","1,179"
"Asian","Medway","58.7","182"
"Asian","Merton","54.3","249"
"Asian","Middlesbrough","48.5","157"
"Asian","Milton Keynes","49.6","273"
"Asian","Newcastle upon Tyne","48.2","249"
"Asian","Newham","52.4","1,852"
"Asian","Norfolk","55.2","94"
"Asian","North East","50.0","902"
"Asian","North East Lincolnshire","43.5","11"
"Asian","North Lincolnshire","48.6","65"
"Asian","North Somerset","48.7","24"
"Asian","North Tyneside","50.9","55"
"Asian","North West","49.3","7,488"
"Asian","North Yorkshire","56.3","130"
"Asian","Northamptonshire","53.3","338"
"Asian","Northumberland","52.1","39"
"Asian","Nottingham","48.4","494"
"Asian","Nottinghamshire","54.7","202"
"Asian","Oldham","43.1","964"
"Asian","Outer London","56.6","11,060"
"Asian","Oxfordshire","47.7","363"
"Asian","Peterborough","43.4","388"
"Asian","Plymouth","59.7","24"
"Asian","Portsmouth","53.6","96"
"Asian","Reading","58.7","283"
"Asian","Redbridge","57.0","1,961"
"Asian","Redcar and Cleveland","52.0","21"
"Asian","Richmond upon Thames","50.8","112"
"Asian","Rochdale","43.0","605"
"Asian","Rotherham","45.6","290"
"Asian","Rutland","43.5","2"
"Asian","Salford","50.0","57"
"Asian","Sandwell","45.6","1,052"
"Asian","Sefton","57.4","20"
"Asian","Sheffield","45.1","581"
"Asian","Shropshire","47.1","25"
"Asian","Slough","56.9","957"
"Asian","Solihull","50.7","374"
"Asian","Somerset","54.8","46"
"Asian","South East","54.9","6,176"
"Asian","South Gloucestershire","49.3","85"
"Asian","South Tyneside","50.9","65"
"Asian","South West","53.0","1,174"
"Asian","Southampton","51.1","212"
"Asian","Southend-on-Sea","68.0","189"
"Asian","Southwark","57.0","144"
"Asian","St. Helens","60.5","20"
"Asian","Staffordshire","46.9","279"
"Asian","Stockport","52.9","180"
"Asian","Stockton-on-Tees","47.3","105"
"Asian","Stoke-on-Trent","45.0","370"
"Asian","Suffolk","51.3","109"
"Asian","Sunderland","52.4","95"
"Asian","Surrey","51.4","647"
"Asian","Sutton","71.9","636"
"Asian","Swindon","46.5","221"
"Asian","Tameside","48.8","263"
"Asian","Telford and Wrekin","52.2","134"
"Asian","Thurrock","54.6","91"
"Asian","Torbay","75.5","12"
"Asian","Tower Hamlets","50.5","1,962"
"Asian","Trafford","64.2","407"
"Asian","Wakefield","45.4","142"
"Asian","Walsall","50.4","754"
"Asian","Waltham Forest","49.4","766"
"Asian","Wandsworth","52.6","354"
"Asian","Warrington","48.5","46"
"Asian","Warwickshire","57.8","327"
"Asian","West Berkshire","50.2","44"
"Asian","West Midlands","48.8","10,314"
"Asian","West Sussex","51.0","333"
"Asian","Westminster","56.9","217"
"Asian","Wigan","52.9","34"
"Asian","Wiltshire","56.1","71"
"Asian","Windsor and Maidenhead","49.3","208"
"Asian","Wirral","63.0","85"
"Asian","Wokingham","53.8","231"
"Asian","Wolverhampton","51.6","619"
"Asian","Worcestershire","48.7","176"
"Asian","York","58.2","34"
"Asian","Yorkshire and The Humber","45.6","6,768"
"Black","All - England","45.2","30,819"
"Black","Barking and Dagenham","48.0","642"
"Black","Barnet","49.8","532"
"Black","Barnsley","38.2","18"
"Black","Bath and North East Somerset","32.4","22"
"Black","Bedford","40.4","122"
"Black","Bexley","55.3","612"
"Black","Birmingham","43.0","1,708"
"Black","Blackburn with Darwen","46.1","19"
"Black","Blackpool","42.6","5"
"Black","Bolton","43.7","170"
"Black","Bournemouth, Christchurch and Poole","48.7","24"
"Black","Bracknell Forest","48.7","33"
"Black","Bradford","42.2","97"
"Black","Brent","45.2","703"
"Black","Brighton and Hove","46.1","53"
"Black","Bristol, City of","39.9","385"
"Black","Bromley","48.6","338"
"Black","Buckinghamshire","49.8","156"
"Black","Bury","39.8","51"
"Black","Calderdale","45.4","44"
"Black","Cambridgeshire","44.8","65"
"Black","Camden","44.9","402"
"Black","Central Bedfordshire","42.3","62"
"Black","Cheshire East","43.9","13"
"Black","Cheshire West and Chester","38.5","16"
"Black","Cornwall","45.0","8"
"Black","County Durham","46.0","15"
"Black","Coventry","42.7","365"
"Black","Croydon","41.5","1,130"
"Black","Cumbria","44.3","10"
"Black","Darlington","39.2","3"
"Black","Derby","43.2","95"
"Black","Derbyshire","47.2","17"
"Black","Devon","35.5","11"
"Black","Doncaster","48.0","29"
"Black","Dorset","43.0","7"
"Black","Dudley","41.3","100"
"Black","Ealing","47.1","560"
"Black","East Midlands","44.1","1,440"
"Black","East Riding of Yorkshire","29.6","3"
"Black","East Sussex","43.7","31"
"Black","East of England","47.2","2,134"
"Black","Enfield","43.2","890"
"Black","Essex","48.1","477"
"Black","Gateshead","56.7","19"
"Black","Gloucestershire","44.4","86"
"Black","Greenwich","46.1","708"
"Black","Hackney","44.8","849"
"Black","Halton","NA","NA"
"Black","Hammersmith and Fulham","47.0","305"
"Black","Hampshire","43.8","105"
"Black","Haringey","41.2","634"
"Black","Harrow","42.4","326"
"Black","Hartlepool","34.8","3"
"Black","Havering","50.0","340"
"Black","Herefordshire, County of","NA","NA"
"Black","Hertfordshire","48.2","545"
"Black","Hillingdon","45.4","379"
"Black","Hounslow","48.5","352"
"Black","Inner London","44.3","8,148"
"Black","Isle of Wight","47.8","3"
"Black","Isles of Scilly","NA","NA"
"Black","Islington","42.3","414"
"Black","Kensington and Chelsea","49.0","169"
"Black","Kent","55.4","423"
"Black","Kingston upon Hull, City of","45.0","50"
"Black","Kingston upon Thames","47.1","76"
"Black","Kirklees","38.2","95"
"Black","Knowsley","41.7","9"
"Black","Lambeth","41.4","1,058"
"Black","Lancashire","46.7","44"
"Black","Leeds","43.3","466"
"Black","Leicester","40.9","405"
"Black","Leicestershire","44.0","94"
"Black","Lewisham","40.8","999"
"Black","Lincolnshire","50.2","44"
"Black","Liverpool","42.9","163"
"Black","Luton","41.8","323"
"Black","Manchester","43.3","952"
"Black","Medway","52.2","177"
"Black","Merton","44.7","263"
"Black","Middlesbrough","48.9","26"
"Black","Milton Keynes","43.6","392"
"Black","Newcastle upon Tyne","43.2","92"
"Black","Newham","45.7","978"
"Black","Norfolk","46.6","54"
"Black","North East","46.4","218"
"Black","North East Lincolnshire","34.8","2"
"Black","North Lincolnshire","47.6","9"
"Black","North Somerset","46.4","13"
"Black","North Tyneside","38.3","14"
"Black","North West","44.2","2,003"
"Black","North Yorkshire","52.7","23"
"Black","Northamptonshire","47.0","364"
"Black","Northumberland","48.4","6"
"Black","Nottingham","43.4","308"
"Black","Nottinghamshire","47.3","111"
"Black","Oldham","43.3","94"
"Black","Outer London","46.4","9,205"
"Black","Oxfordshire","43.4","149"
"Black","Peterborough","46.0","62"
"Black","Plymouth","49.3","13"
"Black","Portsmouth","45.4","48"
"Black","Reading","42.0","90"
"Black","Redbridge","47.6","486"
"Black","Redcar and Cleveland","46.2","3"
"Black","Richmond upon Thames","44.6","63"
"Black","Rochdale","47.9","82"
"Black","Rotherham","46.3","47"
"Black","Rutland","20.5","2"
"Black","Salford","45.1","101"
"Black","Sandwell","40.2","319"
"Black","Sefton","33.1","11"
"Black","Sheffield","44.3","316"
"Black","Shropshire","34.0","5"
"Black","Slough","50.5","164"
"Black","Solihull","46.0","92"
"Black","Somerset","43.4","14"
"Black","South East","47.9","2,330"
"Black","South Gloucestershire","41.7","48"
"Black","South Tyneside","58.0","2"
"Black","South West","41.6","741"
"Black","Southampton","50.3","53"
"Black","Southend-on-Sea","63.0","162"
"Black","Southwark","47.7","1,146"
"Black","St. Helens","45.0","12"
"Black","Staffordshire","40.3","79"
"Black","Stockport","39.0","30"
"Black","Stockton-on-Tees","55.7","16"
"Black","Stoke-on-Trent","45.3","73"
"Black","Suffolk","41.2","69"
"Black","Sunderland","47.4","19"
"Black","Surrey","46.4","179"
"Black","Sutton","57.3","234"
"Black","Swindon","43.6","54"
"Black","Tameside","49.7","60"
"Black","Telford and Wrekin","48.3","56"
"Black","Thurrock","47.6","193"
"Black","Torbay","36.4","3"
"Black","Tower Hamlets","45.2","346"
"Black","Trafford","53.3","94"
"Black","Wakefield","49.8","42"
"Black","Walsall","44.2","160"
"Black","Waltham Forest","41.8","571"
"Black","Wandsworth","44.4","452"
"Black","Warrington","45.5","24"
"Black","Warwickshire","48.0","58"
"Black","West Berkshire","48.5","41"
"Black","West Midlands","43.1","3,355"
"Black","West Sussex","40.2","128"
"Black","Westminster","48.6","396"
"Black","Wigan","43.2","30"
"Black","Wiltshire","45.9","53"
"Black","Windsor and Maidenhead","48.3","28"
"Black","Wirral","57.8","13"
"Black","Wokingham","48.5","77"
"Black","Wolverhampton","45.0","312"
"Black","Worcestershire","45.3","28"
"Black","York","64.1","4"
"Black","Yorkshire and The Humber","43.8","1,245"
"Chinese","All - England","64.5","1,996"
"Chinese","Barking and Dagenham","69.0","3"
"Chinese","Barnet","72.9","44"
"Chinese","Barnsley","66.0","1"
"Chinese","Bath and North East Somerset","69.5","8"
"Chinese","Bedford","63.3","3"
"Chinese","Bexley","73.8","31"
"Chinese","Birmingham","69.8","38"
"Chinese","Blackburn with Darwen","59.0","3"
"Chinese","Blackpool","48.8","3"
"Chinese","Bolton","58.3","8"
"Chinese","Bournemouth, Christchurch and Poole","68.9","18"
"Chinese","Bracknell Forest","72.0","1"
"Chinese","Bradford","65.7","6"
"Chinese","Brent","65.9","4"
"Chinese","Brighton and Hove","50.1","9"
"Chinese","Bristol, City of","72.0","10"
"Chinese","Bromley","72.9","36"
"Chinese","Buckinghamshire","74.1","35"
"Chinese","Bury","64.7","9"
"Chinese","Calderdale","63.8","4"
"Chinese","Cambridgeshire","65.2","27"
"Chinese","Camden","67.1","9"
"Chinese","Central Bedfordshire","59.2","10"
"Chinese","Cheshire East","64.8","16"
"Chinese","Cheshire West and Chester","50.7","8"
"Chinese","Cornwall","53.4","4"
"Chinese","County Durham","56.6","7"
"Chinese","Coventry","70.4","9"
"Chinese","Croydon","63.2","17"
"Chinese","Cumbria","60.3","17"
"Chinese","Darlington","43.0","3"
"Chinese","Derby","65.9","8"
"Chinese","Derbyshire","61.8","16"
"Chinese","Devon","58.6","20"
"Chinese","Doncaster","67.1","9"
"Chinese","Dorset","61.6","8"
"Chinese","Dudley","45.1","8"
"Chinese","Ealing","73.3","7"
"Chinese","East Midlands","62.5","123"
"Chinese","East Riding of Yorkshire","52.0","2"
"Chinese","East Sussex","64.7","10"
"Chinese","East of England","64.5","245"
"Chinese","Enfield","70.3","19"
"Chinese","Essex","64.3","60"
"Chinese","Gateshead","72.7","6"
"Chinese","Gloucestershire","66.0","20"
"Chinese","Greenwich","57.6","28"
"Chinese","Hackney","67.0","10"
"Chinese","Halton","55.5","1"
"Chinese","Hammersmith and Fulham","66.8","5"
"Chinese","Hampshire","56.7","42"
"Chinese","Haringey","61.5","13"
"Chinese","Harrow","52.3","11"
"Chinese","Hartlepool","70.3","2"
"Chinese","Havering","63.2","16"
"Chinese","Herefordshire, County of","49.5","1"
"Chinese","Hertfordshire","67.2","78"
"Chinese","Hillingdon","54.7","9"
"Chinese","Hounslow","35.3","4"
"Chinese","Inner London","63.9","183"
"Chinese","Isle of Wight","NA","NA"
"Chinese","Isles of Scilly","NA","NA"
"Chinese","Islington","68.1","7"
"Chinese","Kensington and Chelsea","81.8","4"
"Chinese","Kent","65.5","66"
"Chinese","Kingston upon Hull, City of","42.0","2"
"Chinese","Kingston upon Thames","75.3","19"
"Chinese","Kirklees","64.5","11"
"Chinese","Knowsley","54.8","2"
"Chinese","Lambeth","64.2","18"
"Chinese","Lancashire","65.4","42"
"Chinese","Leeds","67.5","35"
"Chinese","Leicester","64.1","10"
"Chinese","Leicestershire","59.8","22"
"Chinese","Lewisham","58.8","21"
"Chinese","Lincolnshire","72.7","10"
"Chinese","Liverpool","63.4","44"
"Chinese","Luton","64.5","2"
"Chinese","Manchester","58.9","40"
"Chinese","Medway","64.1","12"
"Chinese","Merton","72.3","5"
"Chinese","Middlesbrough","NA","NA"
"Chinese","Milton Keynes","58.8","12"
"Chinese","Newcastle upon Tyne","61.5","14"
"Chinese","Newham","63.7","14"
"Chinese","Norfolk","60.8","26"
"Chinese","North East","63.3","60"
"Chinese","North East Lincolnshire","NA","NA"
"Chinese","North Lincolnshire","59.0","3"
"Chinese","North Somerset","54.2","6"
"Chinese","North Tyneside","67.4","9"
"Chinese","North West","63.3","319"
"Chinese","North Yorkshire","73.9","7"
"Chinese","Northamptonshire","61.4","21"
"Chinese","Northumberland","63.0","11"
"Chinese","Nottingham","49.6","8"
"Chinese","Nottinghamshire","64.4","28"
"Chinese","Oldham","52.3","7"
"Chinese","Outer London","68.4","344"
"Chinese","Oxfordshire","50.7","16"
"Chinese","Peterborough","68.1","7"
"Chinese","Plymouth","62.2","10"
"Chinese","Portsmouth","60.1","10"
"Chinese","Reading","77.9","13"
"Chinese","Redbridge","68.4","18"
"Chinese","Redcar and Cleveland","NA","NA"
"Chinese","Richmond upon Thames","68.5","6"
"Chinese","Rochdale","72.1","4"
"Chinese","Rotherham","58.0","6"
"Chinese","Rutland","NA","NA"
"Chinese","Salford","40.0","1"
"Chinese","Sandwell","50.9","6"
"Chinese","Sefton","56.5","10"
"Chinese","Sheffield","66.6","19"
"Chinese","Shropshire","60.2","10"
"Chinese","Slough","76.5","2"
"Chinese","Solihull","48.2","7"
"Chinese","Somerset","55.9","6"
"Chinese","South East","62.8","325"
"Chinese","South Gloucestershire","68.7","6"
"Chinese","South Tyneside","NA","NA"
"Chinese","South West","64.6","140"
"Chinese","Southampton","51.8","12"
"Chinese","Southend-on-Sea","67.6","14"
"Chinese","Southwark","63.0","31"
"Chinese","St. Helens","59.0","2"
"Chinese","Staffordshire","68.1","12"
"Chinese","Stockport","58.6","13"
"Chinese","Stockton-on-Tees","69.0","4"
"Chinese","Stoke-on-Trent","69.8","7"
"Chinese","Suffolk","59.0","9"
"Chinese","Sunderland","65.1","4"
"Chinese","Surrey","64.7","48"
"Chinese","Sutton","75.4","52"
"Chinese","Swindon","72.0","6"
"Chinese","Tameside","69.8","8"
"Chinese","Telford and Wrekin","66.7","10"
"Chinese","Thurrock","54.6","9"
"Chinese","Torbay","67.0","6"
"Chinese","Tower Hamlets","63.7","15"
"Chinese","Trafford","73.6","41"
"Chinese","Wakefield","56.1","4"
"Chinese","Walsall","65.6","10"
"Chinese","Waltham Forest","55.5","15"
"Chinese","Wandsworth","58.5","11"
"Chinese","Warrington","70.6","9"
"Chinese","Warwickshire","59.9","9"
"Chinese","West Berkshire","61.8","6"
"Chinese","West Midlands","64.0","144"
"Chinese","West Sussex","55.0","20"
"Chinese","Westminster","66.2","25"
"Chinese","Wigan","60.7","9"
"Chinese","Wiltshire","66.7","12"
"Chinese","Windsor and Maidenhead","66.5","6"
"Chinese","Wirral","64.2","22"
"Chinese","Wokingham","59.2","5"
"Chinese","Wolverhampton","59.5","6"
"Chinese","Worcestershire","67.5","11"
"Chinese","York","69.1","4"
"Chinese","Yorkshire and The Humber","65.4","113"
"Mixed","All - England","47.7","26,905"
"Mixed","Barking and Dagenham","44.7","227"
"Mixed","Barnet","55.7","398"
"Mixed","Barnsley","49.0","36"
"Mixed","Bath and North East Somerset","45.6","87"
"Mixed","Bedford","42.2","148"
"Mixed","Bexley","51.8","216"
"Mixed","Birmingham","45.4","1,015"
"Mixed","Blackburn with Darwen","45.3","54"
"Mixed","Blackpool","36.8","32"
"Mixed","Bolton","42.9","128"
"Mixed","Bournemouth, Christchurch and Poole","52.0","165"
"Mixed","Bracknell Forest","50.9","56"
"Mixed","Bradford","41.1","248"
"Mixed","Brent","50.6","216"
"Mixed","Brighton and Hove","47.5","198"
"Mixed","Bristol, City of","44.3","280"
"Mixed","Bromley","53.5","323"
"Mixed","Buckinghamshire","53.7","366"
"Mixed","Bury","43.3","104"
"Mixed","Calderdale","46.8","114"
"Mixed","Cambridgeshire","50.9","243"
"Mixed","Camden","49.7","195"
"Mixed","Central Bedfordshire","46.0","146"
"Mixed","Cheshire East","50.4","114"
"Mixed","Cheshire West and Chester","50.2","71"
"Mixed","Cornwall","46.5","94"
"Mixed","County Durham","52.0","60"
"Mixed","Coventry","41.5","221"
"Mixed","Croydon","45.3","570"
"Mixed","Cumbria","51.7","66"
"Mixed","Darlington","52.1","25"
"Mixed","Derby","40.9","179"
"Mixed","Derbyshire","45.1","163"
"Mixed","Devon","47.0","120"
"Mixed","Doncaster","43.8","73"
"Mixed","Dorset","49.0","89"
"Mixed","Dudley","42.9","231"
"Mixed","Ealing","51.2","204"
"Mixed","East Midlands","44.8","2,028"
"Mixed","East Riding of Yorkshire","48.9","53"
"Mixed","East Sussex","47.8","204"
"Mixed","East of England","48.3","2,895"
"Mixed","Enfield","49.9","318"
"Mixed","Essex","49.0","507"
"Mixed","Gateshead","42.7","22"
"Mixed","Gloucestershire","50.5","225"
"Mixed","Greenwich","44.9","247"
"Mixed","Hackney","49.2","200"
"Mixed","Halton","50.0","20"
"Mixed","Hammersmith and Fulham","52.5","140"
"Mixed","Hampshire","49.8","346"
"Mixed","Haringey","50.1","235"
"Mixed","Harrow","49.4","191"
"Mixed","Hartlepool","47.4","12"
"Mixed","Havering","50.4","157"
"Mixed","Herefordshire, County of","39.3","29"
"Mixed","Hertfordshire","51.5","800"
"Mixed","Hillingdon","50.4","325"
"Mixed","Hounslow","50.1","227"
"Mixed","Inner London","47.8","2,619"
"Mixed","Isle of Wight","40.6","28"
"Mixed","Isles of Scilly","46.0","1"
"Mixed","Islington","47.8","188"
"Mixed","Kensington and Chelsea","53.9","109"
"Mixed","Kent","51.7","701"
"Mixed","Kingston upon Hull, City of","50.4","69"
"Mixed","Kingston upon Thames","55.4","140"
"Mixed","Kirklees","40.7","269"
"Mixed","Knowsley","30.8","17"
"Mixed","Lambeth","44.3","267"
"Mixed","Lancashire","49.1","319"
"Mixed","Leeds","43.7","398"
"Mixed","Leicester","39.2","215"
"Mixed","Leicestershire","45.7","311"
"Mixed","Lewisham","44.3","267"
"Mixed","Lincolnshire","54.4","190"
"Mixed","Liverpool","44.2","259"
"Mixed","Luton","42.1","195"
"Mixed","Manchester","43.2","395"
"Mixed","Medway","48.4","173"
"Mixed","Merton","52.0","196"
"Mixed","Middlesbrough","41.2","60"
"Mixed","Milton Keynes","48.4","228"
"Mixed","Newcastle upon Tyne","47.2","76"
"Mixed","Newham","46.4","226"
"Mixed","Norfolk","46.6","219"
"Mixed","North East","48.1","471"
"Mixed","North East Lincolnshire","45.6","28"
"Mixed","North Lincolnshire","44.6","27"
"Mixed","North Somerset","48.1","58"
"Mixed","North Tyneside","48.4","40"
"Mixed","North West","46.5","2,623"
"Mixed","North Yorkshire","51.5","140"
"Mixed","Northamptonshire","42.9","385"
"Mixed","Northumberland","52.0","57"
"Mixed","Nottingham","41.2","290"
"Mixed","Nottinghamshire","49.8","281"
"Mixed","Oldham","41.1","130"
