"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","81","%","35743","29090"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","75","%","4528","3390"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","82","%","31215","25700"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","77","%","11959","9205"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","67","%","1591","1059"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","79","%","10368","8146"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","73","%","6187","4512"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","62","%","864","539"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","75","%","5323","3973"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","81","%","5772","4693"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","72","%","727","520"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Asian Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","83","%","5045","4173"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","75","%","10849","8189"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","72","%","2045","1480"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","76","%","8804","6709"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","71","%","5555","3932"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","68","%","1053","715"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","71","%","4502","3217"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","80","%","5294","4257"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","77","%","992","765"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Bangladeshi","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","81","%","4302","3492"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","76","%","34906","26505"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","71","%","8712","6189"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","78","%","26194","20316"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","70","%","17719","12482"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","65","%","4491","2941"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","72","%","13228","9541"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","82","%","17187","14023"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","77","%","4221","3248"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","83","%","12966","10775"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","78","%","23752","18439"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","74","%","5560","4112"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","79","%","18192","14327"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","73","%","12110","8780"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","69","%","2855","1959"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","74","%","9255","6821"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","83","%","11642","9659"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","80","%","2705","2153"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","84","%","8937","7506"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","71","%","6083","4349"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","65","%","1918","1246"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","75","%","4165","3103"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","65","%","3069","2003"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","59","%","975","571"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","68","%","2094","1432"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","78","%","3014","2346"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","72","%","943","675"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","81","%","2071","1671"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","73","%","5071","3717"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","67","%","1234","831"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","75","%","3837","2886"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","67","%","2540","1699"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","62","%","661","411"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","69","%","1879","1288"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","80","%","2531","2018"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","73","%","573","420"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","82","%","1958","1598"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","84","%","3327","2808"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","82","%","241","197"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","85","%","3086","2611"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","81","%","1709","1391"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","77","%","116","89"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","82","%","1593","1302"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","88","%","1618","1417"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","86","%","125","108"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","88","%","1493","1309"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","83","%","21443","17806"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","75","%","990","739"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","83","%","20453","17067"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","79","%","11056","8765"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","67","%","541","365"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","80","%","10515","8400"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","87","%","10387","9041"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","83","%","449","374"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","87","%","9938","8667"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","77","%","42695","32941"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","66","%","9340","6140"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","80","%","33355","26801"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","73","%","21896","15984"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","60","%","4799","2864"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","77","%","17097","13120"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","82","%","20799","16957"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","72","%","4541","3276"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","84","%","16258","13681"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","78","%","15821","12346"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","66","%","3045","2019"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","81","%","12776","10327"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","74","%","8162","6030"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","61","%","1639","994"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","77","%","6523","5036"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","82","%","7659","6316"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","73","%","1406","1025"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","85","%","6253","5291"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","82","%","10377","8482"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","68","%","1564","1069"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","84","%","8813","7413"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","79","%","5325","4181"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","62","%","773","483"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","81","%","4552","3698"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","85","%","5052","4301"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","74","%","791","586"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","87","%","4261","3715"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","77","%","5875","4513"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","70","%","1292","910"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","79","%","4583","3603"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","73","%","2979","2167"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","63","%","648","406"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","76","%","2331","1761"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","81","%","2896","2346"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","78","%","644","504"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","82","%","2252","1842"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","72","%","10622","7600"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","62","%","3439","2142"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","76","%","7183","5458"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","66","%","5430","3606"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","56","%","1739","981"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","71","%","3691","2625"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","77","%","5192","3994"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","68","%","1700","1161"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","81","%","3492","2833"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","68","%","12672","8605"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","60","%","2911","1733"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","70","%","9761","6872"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","64","%","6561","4216"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","56","%","1512","850"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","67","%","5049","3366"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","72","%","6111","4389"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","63","%","1399","883"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","74","%","4712","3506"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","72","%","28870","20858"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","68","%","4694","3173"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","73","%","24176","17685"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","67","%","14580","9759"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","FSM","62","%","2334","1442"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","Non-FSM","68","%","12246","8317"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","All","78","%","14290","11099"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","FSM","73","%","2360","1731"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","6-7","Non-FSM","79","%","11930","9368"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","All","56","%","9213","5171"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","FSM","55","%","1080","595"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","6-7","Non-FSM","56","%","8133","4576"
"Percentage of pupils reaching the expected standard in key stage 1 reading","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","6-7","All","53","%","4685","2476"
