"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","67","%","8612","5788"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","77","%","8018","6203"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","74","%","2258","1667"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","69","%","1164","805"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","79","%","1094","862"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Blackpool","Local authority","E06000009","All","6-7","71","%","1736","1240"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Boys","6-7","68","%","877","593"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls","6-7","75","%","859","647"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bolton","Local authority","E08000001","All","6-7","72","%","4191","3026"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bolton","Local authority","E08000001","Boys","6-7","68","%","2146","1462"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls","6-7","76","%","2045","1564"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","All","6-7","76","%","4166","3183"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","6-7","72","%","2165","1563"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls","6-7","81","%","2001","1620"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","All","6-7","79","%","1448","1142"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys","6-7","74","%","721","536"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Girls","6-7","83","%","727","606"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bradford","Local authority","E08000032","All","6-7","73","%","7865","5735"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bradford","Local authority","E08000032","Boys","6-7","68","%","3993","2722"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bradford","Local authority","E08000032","Girls","6-7","78","%","3872","3013"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Brent","Local authority","E09000005","All","6-7","74","%","3881","2856"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys","6-7","68","%","1987","1357"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls","6-7","79","%","1894","1499"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All","6-7","76","%","2676","2037"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys","6-7","71","%","1324","940"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Girls","6-7","81","%","1352","1097"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","All","6-7","74","%","5351","3935"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys","6-7","71","%","2700","1912"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls","6-7","76","%","2651","2023"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bromley","Local authority","E09000006","All","6-7","80","%","3995","3202"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys","6-7","76","%","2004","1520"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls","6-7","84","%","1991","1682"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All","6-7","78","%","6575","5121"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys","6-7","74","%","3346","2487"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Girls","6-7","82","%","3229","2634"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bury","Local authority","E08000002","All","6-7","72","%","2484","1788"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys","6-7","68","%","1253","851"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls","6-7","76","%","1231","937"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Calderdale","Local authority","E08000033","All","6-7","72","%","2873","2082"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys","6-7","70","%","1456","1021"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls","6-7","75","%","1417","1061"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All","6-7","74","%","7574","5610"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","6-7","70","%","3876","2706"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","6-7","79","%","3698","2904"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Camden","Local authority","E09000007","All","6-7","77","%","1571","1202"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys","6-7","74","%","788","584"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Camden","Local authority","E09000007","Girls","6-7","79","%","783","618"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All","6-7","78","%","3656","2861"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","6-7","74","%","1851","1374"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","6-7","82","%","1805","1487"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","All","6-7","77","%","4363","3357"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys","6-7","74","%","2257","1659"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls","6-7","81","%","2106","1698"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","6-7","73","%","4069","2951"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","6-7","67","%","2137","1432"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","6-7","79","%","1932","1519"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","City of London","Local authority","E09000001","All","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","City of London","Local authority","E09000001","Boys","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","City of London","Local authority","E09000001","Girls","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cornwall","Local authority","E06000052","All","6-7","72","%","6170","4458"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys","6-7","68","%","3115","2127"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls","6-7","76","%","3055","2331"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","County Durham","Local authority","E06000047","All","6-7","76","%","5686","4321"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys","6-7","72","%","2988","2137"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls","6-7","81","%","2698","2184"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Coventry","Local authority","E08000026","All","6-7","72","%","4672","3342"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys","6-7","67","%","2401","1613"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls","6-7","76","%","2271","1729"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Croydon","Local authority","E09000008","All","6-7","77","%","4874","3774"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys","6-7","73","%","2439","1786"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls","6-7","82","%","2435","1988"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cumbria","Local authority","E10000006","All","6-7","75","%","5057","3773"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys","6-7","70","%","2538","1771"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls","6-7","79","%","2519","2002"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Darlington","Local authority","E06000005","All","6-7","75","%","1327","992"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Darlington","Local authority","E06000005","Boys","6-7","70","%","661","460"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls","6-7","80","%","666","532"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Derby","Local authority","E06000015","All","6-7","72","%","3561","2557"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Derby","Local authority","E06000015","Boys","6-7","69","%","1807","1245"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls","6-7","75","%","1754","1312"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All","6-7","74","%","8702","6477"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys","6-7","70","%","4431","3108"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Girls","6-7","79","%","4271","3369"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Devon","Local authority","E10000008","All","6-7","74","%","8235","6117"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys","6-7","70","%","4249","2956"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls","6-7","79","%","3986","3161"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All","6-7","73","%","3746","2728"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys","6-7","68","%","1903","1303"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls","6-7","77","%","1843","1425"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Dorset","Local authority","E06000059","All","6-7","76","%","3657","2790"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys","6-7","72","%","1878","1357"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Dorset","Local authority","E06000059","Girls","6-7","81","%","1779","1433"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Dudley","Local authority","E08000027","All","6-7","73","%","4115","3016"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys","6-7","69","%","2108","1464"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls","6-7","77","%","2007","1552"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Ealing","Local authority","E09000009","All","6-7","75","%","4441","3333"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys","6-7","70","%","2250","1567"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls","6-7","81","%","2191","1766"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","6-7","75","%","3790","2832"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","6-7","70","%","2030","1422"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","6-7","80","%","1760","1410"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All","6-7","77","%","5694","4394"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys","6-7","72","%","2937","2123"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Girls","6-7","82","%","2757","2271"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Enfield","Local authority","E09000010","All","6-7","70","%","4647","3249"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Enfield","Local authority","E09000010","Boys","6-7","66","%","2389","1586"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Enfield","Local authority","E09000010","Girls","6-7","74","%","2258","1663"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Essex","Local authority","E10000012","All","6-7","77","%","17175","13161"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Essex","Local authority","E10000012","Boys","6-7","73","%","8748","6401"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Essex","Local authority","E10000012","Girls","6-7","80","%","8427","6760"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Gateshead","Local authority","E08000037","All","6-7","75","%","2166","1633"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Boys","6-7","73","%","1116","811"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Girls","6-7","78","%","1050","822"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All","6-7","75","%","7045","5283"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Boys","6-7","71","%","3632","2584"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Girls","6-7","79","%","3413","2699"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Greenwich","Local authority","E09000011","All","6-7","79","%","3613","2843"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Boys","6-7","74","%","1871","1379"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Girls","6-7","84","%","1742","1464"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hackney","Local authority","E09000012","All","6-7","79","%","2674","2124"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hackney","Local authority","E09000012","Boys","6-7","75","%","1352","1020"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hackney","Local authority","E09000012","Girls","6-7","84","%","1322","1104"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Halton","Local authority","E06000006","All","6-7","72","%","1582","1133"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Halton","Local authority","E06000006","Boys","6-7","69","%","839","576"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Halton","Local authority","E06000006","Girls","6-7","75","%","743","557"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All","6-7","79","%","1433","1130"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys","6-7","76","%","707","537"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls","6-7","82","%","726","593"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hampshire","Local authority","E10000014","All","6-7","80","%","15875","12747"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Boys","6-7","76","%","8186","6246"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Girls","6-7","85","%","7689","6501"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Haringey","Local authority","E09000014","All","6-7","76","%","3017","2301"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Haringey","Local authority","E09000014","Boys","6-7","73","%","1569","1152"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Haringey","Local authority","E09000014","Girls","6-7","79","%","1448","1149"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Harrow","Local authority","E09000015","All","6-7","79","%","3159","2486"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Harrow","Local authority","E09000015","Boys","6-7","75","%","1618","1217"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Harrow","Local authority","E09000015","Girls","6-7","82","%","1541","1269"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","All","6-7","74","%","1197","880"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Boys","6-7","67","%","635","428"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Girls","6-7","80","%","562","452"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Havering","Local authority","E09000016","All","6-7","77","%","3279","2538"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Havering","Local authority","E09000016","Boys","6-7","73","%","1682","1236"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Havering","Local authority","E09000016","Girls","6-7","82","%","1597","1302"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","All","6-7","79","%","1939","1524"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys","6-7","72","%","994","714"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls","6-7","86","%","945","810"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","All","6-7","77","%","14697","11341"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Boys","6-7","74","%","7502","5543"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Girls","6-7","81","%","7195","5798"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","All","6-7","75","%","4139","3089"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Boys","6-7","71","%","2194","1559"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Girls","6-7","79","%","1945","1530"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hounslow","Local authority","E09000018","All","6-7","78","%","3588","2797"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Boys","6-7","74","%","1828","1352"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Girls","6-7","82","%","1760","1445"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","All","6-7","71","%","1366","972"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Boys","6-7","66","%","723","477"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Girls","6-7","77","%","643","495"
"Percentage of pupils reaching the expected standard in key stage 1 reading","All","All","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","All","6-7","!","%","!","!"
