"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","80","%","1866","1486"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","86","%","2301","1975"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","82","%","575","473"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Black Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","87","%","1726","1502"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","91","%","3298","3017"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","86","%","219","189"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","92","%","3079","2828"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","89","%","1687","1508"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","80","%","111","89"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","90","%","1576","1419"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","94","%","1611","1509"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","93","%","108","100"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Chinese","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","94","%","1503","1409"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","90","%","20915","18860"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","82","%","931","766"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","91","%","19984","18094"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","88","%","10637","9349"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","80","%","456","367"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","88","%","10181","8982"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","93","%","10278","9511"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","84","%","475","399"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Indian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","93","%","9803","9112"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","84","%","42432","35437"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","75","%","9547","7181"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","86","%","32885","28256"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","80","%","21803","17445"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","70","%","4914","3457"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","83","%","16889","13988"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","87","%","20629","17992"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","80","%","4633","3724"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","89","%","15996","14268"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","84","%","16105","13578"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","77","%","3079","2375"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","86","%","13026","11203"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","81","%","8249","6695"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","72","%","1531","1105"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","83","%","6718","5590"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","88","%","7856","6883"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","82","%","1548","1270"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed Other","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","89","%","6308","5613"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","87","%","10423","9032"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","77","%","1579","1220"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","88","%","8844","7812"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","83","%","5350","4460"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","73","%","813","592"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","85","%","4537","3868"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","90","%","5073","4572"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","82","%","766","628"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Asian","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","92","%","4307","3944"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","84","%","5735","4801"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","77","%","1397","1080"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","86","%","4338","3721"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","81","%","2985","2404"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","74","%","741","548"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","83","%","2244","1856"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","87","%","2750","2397"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","81","%","656","532"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black African","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","89","%","2094","1865"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","79","%","10169","8026"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","72","%","3492","2506"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","83","%","6677","5520"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","74","%","5219","3886"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","66","%","1829","1212"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","79","%","3390","2674"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","84","%","4950","4140"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","78","%","1663","1294"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Mixed White and Black Caribbean","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","87","%","3287","2846"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","79","%","12690","10014"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","74","%","2886","2131"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","80","%","9804","7883"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","75","%","6526","4912"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","70","%","1466","1024"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","77","%","5060","3888"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","83","%","6164","5102"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","78","%","1420","1107"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","84","%","4744","3995"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","All","82","%","27672","22591"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","FSM","78","%","4257","3329"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","All","5-6","Non-FSM","82","%","23415","19262"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","All","78","%","14105","10981"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","FSM","74","%","2159","1591"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Boys","5-6","Non-FSM","79","%","11946","9390"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","All","86","%","13567","11610"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","FSM","83","%","2098","1738"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Pakistani","ONS 2011 18+1","2018-2019","Academic Year","England","Country","E92000001","Girls","5-6","Non-FSM","86","%","11469","9872"
