"Ethnicity","Geography","Score","Pupils"
"Asian","Cambridgeshire","58.6","209"
"Asian","Camden","54.4","296"
"Asian","Central Bedfordshire","56.4","64"
"Asian","Cheshire East","58.8","63"
"Asian","Cheshire West and Chester","48.5","47"
"Asian","Cornwall","56.0","11"
"Asian","County Durham","62.4","41"
"Asian","Coventry","55.5","730"
"Asian","Croydon","56.2","522"
"Asian","Cumbria","67.0","34"
"Asian","Darlington","59.0","33"
"Asian","Derby","50.7","591"
"Asian","Derbyshire","59.5","76"
"Asian","Devon","56.5","48"
"Asian","Doncaster","51.5","93"
"Asian","Dorset","61.1","36"
"Asian","Dudley","52.6","328"
"Asian","Ealing","53.3","998"
"Asian","East Midlands","54.5","4,508"
"Asian","East Riding of Yorkshire","62.4","13"
"Asian","East Sussex","57.3","85"
"Asian","East of England","56.9","4,482"
"Asian","Enfield","62.1","308"
"Asian","Essex","67.5","425"
"Asian","Gateshead","59.4","59"
"Asian","Gloucestershire","64.3","259"
"Asian","Greenwich","56.3","200"
"Asian","Hackney","56.2","282"
"Asian","Halton","!","2"
"Asian","Hammersmith and Fulham","59.5","124"
"Asian","Hampshire","59.8","375"
"Asian","Haringey","55.4","146"
"Asian","Harrow","58.7","1,109"
"Asian","Hartlepool","53.1","26"
"Asian","Havering","57.7","171"
"Asian","Herefordshire, County of","49.0","10"
"Asian","Hertfordshire","64.2","1,154"
"Asian","Hillingdon","57.6","847"
"Asian","Hounslow","57.5","968"
"Asian","Inner London","56.9","6,048"
"Asian","Isle of Wight","43.7","9"
"Asian","Isles of Scilly","N/A","0"
"Asian","Islington","60.0","175"
"Asian","Kensington and Chelsea","65.4","31"
"Asian","Kent","63.6","737"
"Asian","Kingston upon Hull, City of","59.9","40"
"Asian","Kingston upon Thames","69.8","426"
"Asian","Kirklees","50.7","1,365"
"Asian","Knowsley","48.2","9"
"Asian","Lambeth","57.5","106"
"Asian","Lancashire","52.9","1,534"
"Asian","Leeds","51.6","1,003"
"Asian","Leicester","52.1","1,982"
"Asian","Leicestershire","60.3","604"
"Asian","Lewisham","57.3","126"
"Asian","Lincolnshire","69.6","159"
"Asian","Liverpool","62.1","199"
"Asian","London","59.2","18,292"
"Asian","Luton","49.3","1,362"
"Asian","Manchester","51.6","1,385"
"Asian","Medway","61.5","170"
"Asian","Merton","57.5","281"
"Asian","Middlesbrough","52.7","187"
"Asian","Milton Keynes","56.1","295"
"Asian","Newcastle upon Tyne","55.0","300"
"Asian","Newham","58.2","2,051"
"Asian","Norfolk","60.1","99"
"Asian","North East","54.7","1,028"
"Asian","North East Lincolnshire","58.6","14"
"Asian","North Lincolnshire","49.1","67"
"Asian","North Northamptonshire","60.5","125"
"Asian","North Somerset","58.3","27"
"Asian","North Tyneside","52.0","41"
"Asian","North West","53.7","8,447"
"Asian","North Yorkshire","62.5","133"
"Asian","Northumberland","57.0","47"
"Asian","Nottingham","51.2","534"
"Asian","Nottinghamshire","60.3","217"
"Asian","Oldham","47.7","1,030"
"Asian","Outer London","60.4","12,244"
"Asian","Oxfordshire","52.1","377"
"Asian","Peterborough","46.6","442"
"Asian","Plymouth","60.7","27"
"Asian","Portsmouth","57.4","109"
"Asian","Reading","66.0","389"
"Asian","Redbridge","60.9","2,055"
"Asian","Redcar and Cleveland","50.8","16"
"Asian","Richmond upon Thames","58.2","121"
"Asian","Rochdale","48.5","703"
"Asian","Rotherham","50.4","297"
"Asian","Rutland","56.8","3"
"Asian","Salford","52.8","48"
"Asian","Sandwell","50.6","1,206"
"Asian","Sefton","61.2","43"
"Asian","Sheffield","49.2","642"
"Asian","Shropshire","59.3","28"
"Asian","Slough","61.0","1,009"
"Asian","Solihull","54.8","416"
"Asian","Somerset","56.6","46"
"Asian","South East","59.6","6,851"
"Asian","South Gloucestershire","58.4","68"
"Asian","South Tyneside","51.5","64"
"Asian","South West","57.7","1,321"
"Asian","Southampton","53.1","264"
"Asian","Southend-on-Sea","70.8","221"
"Asian","Southwark","62.4","157"
"Asian","St. Helens","62.9","27"
"Asian","Staffordshire","48.3","338"
"Asian","Stockport","57.5","191"
"Asian","Stockton-on-Tees","51.2","108"
"Asian","Stoke-on-Trent","48.2","412"
"Asian","Suffolk","56.9","117"
"Asian","Sunderland","57.1","106"
"Asian","Surrey","57.5","704"
"Asian","Sutton","74.7","784"
"Asian","Swindon","50.8","262"
"Asian","Tameside","52.5","305"
"Asian","Telford and Wrekin","56.1","171"
"Asian","Thurrock","59.4","90"
"Asian","Torbay","62.6","16"
"Asian","Tower Hamlets","55.0","1,974"
"Asian","Trafford","68.3","520"
"Asian","Wakefield","51.2","142"
"Asian","Walsall","54.6","858"
"Asian","Waltham Forest","57.0","756"
"Asian","Wandsworth","54.8","383"
"Asian","Warrington","51.6","40"
"Asian","Warwickshire","64.0","369"
"Asian","West Berkshire","57.5","55"
"Asian","West Midlands","53.1","11,469"
"Asian","West Northamptonshire","56.7","217"
"Asian","West Sussex","55.5","386"
"Asian","Westminster","60.6","197"
"Asian","Wigan","62.9","35"
"Asian","Wiltshire","59.5","82"
"Asian","Windsor and Maidenhead","52.5","210"
"Asian","Wirral","67.0","112"
"Asian","Wokingham","62.0","234"
"Asian","Wolverhampton","55.9","775"
"Asian","Worcestershire","54.8","217"
"Asian","York","64.8","31"
"Asian","Yorkshire and The Humber","50.1","7,306"
"Black","All - England","50.0","34,911"
"Black","Barking and Dagenham","53.0","775"
"Black","Barnet","53.4","506"
"Black","Barnsley","50.9","18"
"Black","Bath and North East Somerset","49.7","21"
"Black","Bedford","47.5","152"
"Black","Bexley","58.4","640"
"Black","Birmingham","47.6","1,894"
"Black","Blackburn with Darwen","55.1","30"
"Black","Blackpool","59.8","6"
"Black","Bolton","42.9","199"
"Black","Bournemouth, Christchurch and Poole","54.8","25"
"Black","Bracknell Forest","52.0","37"
"Black","Bradford","47.0","119"
"Black","Brent","48.9","665"
"Black","Brighton and Hove","48.7","51"
"Black","Bristol, City of","45.6","429"
"Black","Bromley","56.2","379"
"Black","Buckinghamshire","54.1","213"
"Black","Bury","44.8","62"
"Black","Calderdale","56.1","38"
"Black","Cambridgeshire","47.1","85"
"Black","Camden","49.7","370"
"Black","Central Bedfordshire","51.1","85"
"Black","Cheshire East","44.7","20"
"Black","Cheshire West and Chester","50.0","21"
"Black","Cornwall","37.6","5"
"Black","County Durham","54.6","16"
"Black","Coventry","47.1","504"
"Black","Croydon","47.4","1,230"
"Black","Cumbria","50.8","10"
"Black","Darlington","33.7","4"
"Black","Derby","45.0","131"
"Black","Derbyshire","58.1","29"
"Black","Devon","46.9","12"
"Black","Doncaster","46.3","33"
"Black","Dorset","51.7","7"
"Black","Dudley","44.3","114"
"Black","Ealing","48.6","594"
"Black","East Midlands","48.5","1,763"
"Black","East Riding of Yorkshire","52.4","6"
"Black","East Sussex","46.0","37"
"Black","East of England","51.7","2,557"
"Black","Enfield","48.0","988"
"Black","Essex","53.4","596"
"Black","Gateshead","60.4","37"
"Black","Gloucestershire","48.8","100"
"Black","Greenwich","52.2","912"
"Black","Hackney","48.8","813"
"Black","Halton","41.3","3"
"Black","Hammersmith and Fulham","52.5","324"
"Black","Hampshire","50.8","149"
"Black","Haringey","45.9","655"
"Black","Harrow","47.7","363"
"Black","Hartlepool","42.1","7"
"Black","Havering","52.9","345"
"Black","Herefordshire, County of","40.7","3"
"Black","Hertfordshire","51.1","654"
"Black","Hillingdon","51.8","383"
"Black","Hounslow","53.6","352"
"Black","Inner London","49.9","8,413"
"Black","Isle of Wight","30.0","3"
"Black","Isles of Scilly","N/A","0"
"Black","Islington","49.5","428"
"Black","Kensington and Chelsea","55.6","183"
"Black","Kent","59.2","574"
"Black","Kingston upon Hull, City of","45.9","54"
"Black","Kingston upon Thames","51.9","75"
"Black","Kirklees","47.4","102"
"Black","Knowsley","38.9","11"
"Black","Lambeth","49.7","1,025"
"Black","Lancashire","48.8","58"
"Black","Leeds","47.4","689"
"Black","Leicester","45.8","469"
"Black","Leicestershire","50.0","96"
"Black","Lewisham","46.6","999"
"Black","Lincolnshire","54.9","47"
"Black","Liverpool","47.7","218"
"Black","London","50.5","18,410"
"Black","Luton","47.0","340"
"Black","Manchester","50.3","1,125"
"Black","Medway","60.2","265"
"Black","Merton","49.3","302"
"Black","Middlesbrough","53.6","20"
"Black","Milton Keynes","50.1","471"
"Black","Newcastle upon Tyne","46.8","132"
"Black","Newham","51.6","999"
"Black","Norfolk","50.8","80"
"Black","North East","51.4","299"
"Black","North East Lincolnshire","73.5","3"
"Black","North Lincolnshire","38.5","12"
"Black","North Northamptonshire","50.2","169"
"Black","North Somerset","49.3","33"
"Black","North Tyneside","51.7","12"
"Black","North West","49.3","2,549"
"Black","North Yorkshire","48.9","19"
"Black","Northumberland","33.5","4"
"Black","Nottingham","45.6","344"
"Black","Nottinghamshire","51.4","144"
"Black","Oldham","47.3","136"
"Black","Outer London","51.0","9,997"
"Black","Oxfordshire","48.3","164"
"Black","Peterborough","44.2","94"
"Black","Plymouth","45.3","26"
"Black","Portsmouth","46.4","62"
"Black","Reading","49.0","116"
"Black","Redbridge","49.5","504"
"Black","Redcar and Cleveland","53.5","5"
"Black","Richmond upon Thames","49.2","78"
"Black","Rochdale","46.0","136"
"Black","Rotherham","49.3","41"
"Black","Rutland","64.9","5"
"Black","Salford","49.5","141"
"Black","Sandwell","43.7","401"
"Black","Sefton","46.0","17"
"Black","Sheffield","46.8","323"
"Black","Shropshire","53.5","11"
"Black","Slough","52.0","201"
"Black","Solihull","48.4","93"
"Black","Somerset","50.5","24"
"Black","South East","53.0","2,951"
"Black","South Gloucestershire","52.1","60"
"Black","South Tyneside","53.1","9"
"Black","South West","47.3","860"
"Black","Southampton","54.6","61"
"Black","Southend-on-Sea","67.3","201"
"Black","Southwark","52.9","1,386"
"Black","St. Helens","51.2","9"
"Black","Staffordshire","49.9","65"
"Black","Stockport","46.8","43"
"Black","Stockton-on-Tees","60.4","37"
"Black","Stoke-on-Trent","47.3","114"
"Black","Suffolk","45.9","73"
"Black","Sunderland","52.9","16"
"Black","Surrey","50.2","259"
"Black","Sutton","59.5","334"
"Black","Swindon","49.1","67"
"Black","Tameside","50.1","80"
"Black","Telford and Wrekin","49.7","87"
"Black","Thurrock","52.1","197"
"Black","Torbay","!","1"
"Black","Tower Hamlets","49.1","300"
"Black","Trafford","61.0","126"
"Black","Wakefield","47.5","53"
"Black","Walsall","47.7","201"
"Black","Waltham Forest","47.2","572"
"Black","Wandsworth","45.4","525"
"Black","Warrington","46.4","18"
"Black","Warwickshire","48.3","81"
"Black","West Berkshire","52.0","21"
"Black","West Midlands","47.2","4,003"
"Black","West Northamptonshire","52.3","329"
"Black","West Sussex","45.4","154"
"Black","Westminster","55.1","406"
"Black","Wigan","45.2","61"
"Black","Wiltshire","45.0","50"
"Black","Windsor and Maidenhead","52.8","43"
"Black","Wirral","68.1","19"
"Black","Wokingham","58.3","70"
"Black","Wolverhampton","48.4","386"
"Black","Worcestershire","46.8","49"
"Black","York","58.6","9"
"Black","Yorkshire and The Humber","47.6","1,519"
"Chinese","All - England","69.2","2,101"
"Chinese","Barking and Dagenham","67.6","14"
"Chinese","Barnet","72.2","40"
"Chinese","Barnsley","!","2"
"Chinese","Bath and North East Somerset","74.3","7"
"Chinese","Bedford","73.9","5"
"Chinese","Bexley","69.7","39"
"Chinese","Birmingham","69.1","43"
"Chinese","Blackburn with Darwen","69.5","5"
"Chinese","Blackpool","51.2","3"
"Chinese","Bolton","57.7","3"
"Chinese","Bournemouth, Christchurch and Poole","73.3","13"
"Chinese","Bracknell Forest","!","2"
"Chinese","Bradford","64.9","10"
"Chinese","Brent","70.9","7"
"Chinese","Brighton and Hove","63.6","9"
"Chinese","Bristol, City of","67.1","15"
"Chinese","Bromley","71.6","38"
"Chinese","Buckinghamshire","77.8","46"
"Chinese","Bury","67.3","6"
"Chinese","Calderdale","!","2"
"Chinese","Cambridgeshire","63.8","33"
"Chinese","Camden","80.3","7"
"Chinese","Central Bedfordshire","59.0","11"
"Chinese","Cheshire East","66.2","17"
"Chinese","Cheshire West and Chester","58.4","9"
"Chinese","Cornwall","66.6","8"
"Chinese","County Durham","64.4","14"
"Chinese","Coventry","79.4","7"
"Chinese","Croydon","69.0","11"
"Chinese","Cumbria","60.0","19"
"Chinese","Darlington","!","1"
"Chinese","Derby","77.6","9"
"Chinese","Derbyshire","67.5","14"
"Chinese","Devon","60.0","12"
"Chinese","Doncaster","61.3","14"
"Chinese","Dorset","64.3","6"
"Chinese","Dudley","56.9","8"
"Chinese","Ealing","82.4","9"
"Chinese","East Midlands","67.7","131"
"Chinese","East Riding of Yorkshire","!","2"
"Chinese","East Sussex","53.7","18"
"Chinese","East of England","69.7","255"
"Chinese","Enfield","72.4","13"
"Chinese","Essex","72.9","68"
"Chinese","Gateshead","71.2","7"
"Chinese","Gloucestershire","76.3","23"
"Chinese","Greenwich","65.1","28"
"Chinese","Hackney","75.3","14"
"Chinese","Halton","!","1"
"Chinese","Hammersmith and Fulham","45.0","3"
"Chinese","Hampshire","64.7","35"
"Chinese","Haringey","62.3","20"
"Chinese","Harrow","74.2","13"
"Chinese","Hartlepool","71.4","6"
"Chinese","Havering","76.6","15"
"Chinese","Herefordshire, County of","N/A","0"
"Chinese","Hertfordshire","74.5","58"
"Chinese","Hillingdon","70.6","5"
"Chinese","Hounslow","71.1","8"
"Chinese","Inner London","67.5","152"
"Chinese","Isle of Wight","!","1"
"Chinese","Isles of Scilly","N/A","0"
"Chinese","Islington","!","2"
"Chinese","Kensington and Chelsea","72.4","7"
"Chinese","Kent","76.1","56"
"Chinese","Kingston upon Hull, City of","!","2"
"Chinese","Kingston upon Thames","73.3","20"
"Chinese","Kirklees","64.1","7"
"Chinese","Knowsley","N/A","0"
"Chinese","Lambeth","57.5","11"
"Chinese","Lancashire","64.4","37"
"Chinese","Leeds","66.7","48"
"Chinese","Leicester","74.2","5"
"Chinese","Leicestershire","63.5","30"
"Chinese","Lewisham","69.9","17"
"Chinese","Lincolnshire","69.8","18"
"Chinese","Liverpool","67.6","50"
"Chinese","London","70.8","505"
"Chinese","Luton","72.4","5"
"Chinese","Manchester","66.4","50"
"Chinese","Medway","64.0","14"
"Chinese","Merton","72.8","4"
"Chinese","Middlesbrough","74.7","3"
"Chinese","Milton Keynes","70.9","11"
"Chinese","Newcastle upon Tyne","66.0","17"
"Chinese","Newham","70.2","9"
"Chinese","Norfolk","65.6","33"
"Chinese","North East","70.4","72"
"Chinese","North East Lincolnshire","!","2"
"Chinese","North Lincolnshire","63.6","7"
"Chinese","North Northamptonshire","53.0","7"
"Chinese","North Somerset","58.0","5"
"Chinese","North Tyneside","80.3","7"
"Chinese","North West","68.2","347"
"Chinese","North Yorkshire","70.3","16"
"Chinese","Northumberland","70.7","3"
"Chinese","Nottingham","66.7","13"
"Chinese","Nottinghamshire","72.3","25"
"Chinese","Oldham","70.4","5"
"Chinese","Outer London","72.2","353"
"Chinese","Oxfordshire","73.3","12"
"Chinese","Peterborough","53.5","5"
"Chinese","Plymouth","72.1","10"
"Chinese","Portsmouth","68.5","7"
"Chinese","Reading","82.0","19"
"Chinese","Redbridge","74.5","17"
"Chinese","Redcar and Cleveland","N/A","0"
"Chinese","Richmond upon Thames","56.4","6"
"Chinese","Rochdale","79.5","3"
"Chinese","Rotherham","70.7","8"
"Chinese","Rutland","!","1"
"Chinese","Salford","74.6","5"
"Chinese","Sandwell","61.0","3"
"Chinese","Sefton","81.3","5"
"Chinese","Sheffield","71.5","25"
"Chinese","Shropshire","55.6","7"
"Chinese","Slough","!","2"
"Chinese","Solihull","68.5","11"
"Chinese","Somerset","66.8","6"
"Chinese","South East","69.6","329"
"Chinese","South Gloucestershire","55.0","3"
"Chinese","South Tyneside","N/A","0"
"Chinese","South West","68.2","133"
"Chinese","Southampton","64.0","7"
"Chinese","Southend-on-Sea","78.2","15"
"Chinese","Southwark","62.9","28"
"Chinese","St. Helens","63.1","4"
"Chinese","Staffordshire","71.5","19"
"Chinese","Stockport","64.1","15"
"Chinese","Stockton-on-Tees","74.3","8"
"Chinese","Stoke-on-Trent","71.7","12"
"Chinese","Suffolk","55.6","9"
"Chinese","Sunderland","72.0","6"
"Chinese","Surrey","68.9","43"
"Chinese","Sutton","80.7","47"
"Chinese","Swindon","!","2"
"Chinese","Tameside","70.6","11"
"Chinese","Telford and Wrekin","80.2","9"
"Chinese","Thurrock","69.1","13"
"Chinese","Torbay","72.6","8"
"Chinese","Tower Hamlets","75.3","8"
"Chinese","Trafford","73.5","53"
"Chinese","Wakefield","58.8","13"
"Chinese","Walsall","74.4","15"
"Chinese","Waltham Forest","66.2","19"
"Chinese","Wandsworth","63.6","12"
"Chinese","Warrington","71.1","14"
"Chinese","Warwickshire","69.4","15"
"Chinese","West Berkshire","53.0","3"
"Chinese","West Midlands","69.1","163"
"Chinese","West Northamptonshire","65.6","9"
"Chinese","West Sussex","62.3","33"
"Chinese","Westminster","72.9","14"
"Chinese","Wigan","77.4","9"
"Chinese","Wiltshire","64.1","15"
"Chinese","Windsor and Maidenhead","!","2"
"Chinese","Wirral","72.7","23"
"Chinese","Wokingham","54.7","9"
"Chinese","Wolverhampton","62.3","5"
"Chinese","Worcestershire","60.3","9"
"Chinese","York","63.4","8"
"Chinese","Yorkshire and The Humber","66.1","166"
"Mixed","All - England","51.3","31,772"
"Mixed","Barking and Dagenham","48.1","303"
"Mixed","Barnet","58.7","450"
"Mixed","Barnsley","49.2","52"
"Mixed","Bath and North East Somerset","58.0","124"
"Mixed","Bedford","46.0","193"
"Mixed","Bexley","56.9","197"
"Mixed","Birmingham","49.1","1,023"
"Mixed","Blackburn with Darwen","52.7","61"
"Mixed","Blackpool","35.3","29"
"Mixed","Bolton","52.0","133"
"Mixed","Bournemouth, Christchurch and Poole","56.0","192"
"Mixed","Bracknell Forest","54.8","71"
"Mixed","Bradford","43.4","352"
"Mixed","Brent","52.8","208"
"Mixed","Brighton and Hove","51.6","193"
"Mixed","Bristol, City of","48.0","339"
"Mixed","Bromley","54.8","323"
"Mixed","Buckinghamshire","59.2","368"
"Mixed","Bury","44.7","80"
"Mixed","Calderdale","52.1","115"
"Mixed","Cambridgeshire","55.8","313"
"Mixed","Camden","49.6","187"
"Mixed","Central Bedfordshire","48.1","161"
"Mixed","Cheshire East","51.9","122"
"Mixed","Cheshire West and Chester","57.7","97"
"Mixed","Cornwall","47.9","123"
"Mixed","County Durham","54.2","74"
"Mixed","Coventry","48.7","268"
"Mixed","Croydon","48.8","514"
"Mixed","Cumbria","54.8","76"
"Mixed","Darlington","49.8","29"
"Mixed","Derby","43.7","210"
"Mixed","Derbyshire","52.4","204"
"Mixed","Devon","55.5","172"
"Mixed","Doncaster","47.4","96"
"Mixed","Dorset","48.9","114"
"Mixed","Dudley","47.0","220"
"Mixed","Ealing","55.8","257"
"Mixed","East Midlands","48.8","2,447"
"Mixed","East Riding of Yorkshire","50.6","63"
"Mixed","East Sussex","49.7","245"
"Mixed","East of England","51.7","3,634"
"Mixed","Enfield","53.9","372"
"Mixed","Essex","51.1","723"
"Mixed","Gateshead","54.5","38"
"Mixed","Gloucestershire","52.9","317"
"Mixed","Greenwich","51.7","275"
"Mixed","Hackney","52.5","232"
"Mixed","Halton","46.1","45"
"Mixed","Hammersmith and Fulham","57.0","233"
"Mixed","Hampshire","53.2","498"
"Mixed","Haringey","53.3","290"
"Mixed","Harrow","55.0","215"
"Mixed","Hartlepool","45.0","11"
"Mixed","Havering","50.0","202"
"Mixed","Herefordshire, County of","51.8","50"
"Mixed","Hertfordshire","53.9","932"
"Mixed","Hillingdon","54.7","352"
"Mixed","Hounslow","51.7","277"
"Mixed","Inner London","52.2","3,094"
"Mixed","Isle of Wight","49.4","31"
"Mixed","Isles of Scilly","N/A","0"
"Mixed","Islington","52.5","189"
"Mixed","Kensington and Chelsea","58.3","143"
"Mixed","Kent","56.8","899"
"Mixed","Kingston upon Hull, City of","56.1","113"
"Mixed","Kingston upon Thames","59.6","176"
"Mixed","Kirklees","44.8","299"
"Mixed","Knowsley","40.2","15"
"Mixed","Lambeth","48.7","268"
"Mixed","Lancashire","52.1","408"
"Mixed","Leeds","49.8","513"
"Mixed","Leicester","45.2","272"
"Mixed","Leicestershire","47.9","350"
"Mixed","Lewisham","48.5","315"
"Mixed","Lincolnshire","56.0","237"
"Mixed","Liverpool","48.6","277"
"Mixed","London","53.1","8,449"
"Mixed","Luton","45.3","202"
"Mixed","Manchester","44.5","476"
"Mixed","Medway","52.6","204"
"Mixed","Merton","47.1","161"
"Mixed","Middlesbrough","44.5","74"
"Mixed","Milton Keynes","47.7","259"
"Mixed","Newcastle upon Tyne","52.4","102"
"Mixed","Newham","50.0","263"
"Mixed","Norfolk","53.7","297"
"Mixed","North East","50.8","611"
"Mixed","North East Lincolnshire","44.4","28"
"Mixed","North Lincolnshire","49.9","42"
"Mixed","North Northamptonshire","49.1","170"
