"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Investment income","66","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","98","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","28","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Occupational pension income","63","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Investment income","67","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","87","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","36","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Occupational pension income","46","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Personal pension income","13","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Investment income","55","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Personal pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Investment income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Earnings income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Other income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","88","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","49","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","24","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Occupational pension income","45","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Personal pension income","10","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Investment income","27","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Earnings income","14","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Other income","44","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","85","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","44","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","26","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Occupational pension income","32","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Personal pension income","11","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Investment income","39","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Other income","39","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","90","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","34","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","13","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Occupational pension income","40","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Personal pension income","15","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Investment income","54","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Earnings income","22","%",""
"The percentage of pensioner units in receipt","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Other income","31","%",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Gross income","511","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Benefit income","220","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","168","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","25","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Occupational pension income","136","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Personal pension income","20","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Investment income","36","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Earnings income","95","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Gross income","514","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Benefit income","221","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","170","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","24","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Occupational pension income","139","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Personal pension income","20","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Investment income","37","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Earnings income","94","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Gross income","515","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Benefit income","221","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","170","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","24","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Occupational pension income","139","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Personal pension income","20","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Investment income","36","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Earnings income","94","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Gross income","488","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Benefit income","207","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","143","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","38","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Occupational pension income","110","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Personal pension income","16","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Investment income","53","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Earnings income","95","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Other income ","7","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Gross income","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Benefit income","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Occupational pension income","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Personal pension income","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Investment income","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Earnings income","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Other income ","..","£","Value not available due to small sample size"
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Gross income","377","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","133","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","60","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","16","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Occupational pension income","65","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Personal pension income","4","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Investment income","4","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Earnings income","81","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Gross income","447","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit income","207","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","124","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","50","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","22","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Occupational pension income","78","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Investment income","36","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Earnings income","102","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Other income ","5","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Gross income","547","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Benefit income","192","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","132","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","35","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","13","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Occupational pension income","135","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Personal pension income","36","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Investment income","46","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Earnings income","135","£",""
"Gross income, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Other income ","3","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Mean","424","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Mean","427","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Mean","427","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Mean","402","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Mean","..","£","Value not available due to small sample size"
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Mean","323","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Mean","363","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Mean","431","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Median","335","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Median","338","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Median","339","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Median","295","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Median","..","£","Value not available due to small sample size"
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Median","267","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Median","266","£",""
"Net income BHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Median","290","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Mean","391","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Mean","394","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Mean","395","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Mean","361","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Mean","..","£","Value not available due to small sample size"
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Mean","272","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Mean","321","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Mean","389","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Median","300","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Median","304","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Median","305","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Median","244","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Median","..","£","Value not available due to small sample size"
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Median","219","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Median","234","£",""
"Net income AHC, £ per week","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Median","247","£",""
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","All","ONS 5+2","Count","8,700,000","",""
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","White All","ONS 5+2","Count","8,300,000","",""
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","White British","ONS 5+2","Count","8,000,000","",""
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","White Other","ONS 5+2","Count","200,000","",""
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 5+2","Count","100,000","",""
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 5+2","Count","200,000","",""
"Total Population Figures","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 5+2","Count","100,000","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","All","ONS 5+2","Count","23,443","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","White All","ONS 5+2","Count","22,663","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","White British","ONS 5+2","Count","22,114","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","White Other","ONS 5+2","Count","549","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","Mixed","ONS 5+2","Count","41","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","Black","ONS 5+2","Count","213","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","Asian","ONS 5+2","Count","416","",""
"Sample Sizes","2010/11; 2011/12; 2012/13","3-Year sum","Other","ONS 5+2","Count","110","",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","28","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","22","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Occupational pension income","62","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Investment income","64","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","All","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","98","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","27","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","22","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Occupational pension income","63","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Investment income","65","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White All","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","98","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","27","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","22","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Occupational pension income","63","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Investment income","65","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White British","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","84","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","37","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","19","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Occupational pension income","42","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Personal pension income","14","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Investment income","56","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Earnings income","20","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","White Other","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
