"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","80","%","34570","27769"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","72","%","3736","2687"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","81","%","30834","25082"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","81","%","11786","9489"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","71","%","1278","902"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","82","%","10508","8587"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","79","%","6073","4804"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","68","%","661","451"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","80","%","5412","4353"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","5713","4685"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","73","%","617","451"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","83","%","5096","4234"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","78","%","10629","8277"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","74","%","1666","1228"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","79","%","8963","7049"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","76","%","5385","4068"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","71","%","826","590"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","76","%","4559","3478"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","80","%","5244","4209"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","76","%","840","638"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Bangladeshi","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","81","%","4404","3571"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","74","%","35585","26421"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","68","%","7577","5173"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","76","%","28008","21248"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","72","%","17924","12926"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","67","%","3743","2495"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","74","%","14181","10431"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","76","%","17661","13495"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","70","%","3834","2678"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","78","%","13827","10817"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","76","%","24153","18434"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","71","%","4950","3530"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","78","%","19203","14904"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","74","%","12179","9035"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","69","%","2471","1717"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","75","%","9708","7318"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","11974","9399"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","73","%","2479","1813"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","80","%","9495","7586"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","69","%","6409","4395"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","61","%","1587","967"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","71","%","4822","3428"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","66","%","3182","2110"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","59","%","742","439"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","68","%","2440","1671"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","71","%","3227","2285"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","62","%","845","528"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","74","%","2382","1757"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","72","%","5023","3592"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","65","%","1040","676"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","73","%","3983","2916"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","69","%","2563","1781"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","64","%","530","339"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","71","%","2033","1442"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","74","%","2460","1811"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","66","%","510","337"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","76","%","1950","1474"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","91","%","3082","2802"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","83","%","210","174"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","92","%","2872","2628"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","90","%","1609","1449"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","81","%","121","98"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","91","%","1488","1351"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","92","%","1473","1353"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","85","%","89","76"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","92","%","1384","1277"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","85","%","20428","17443"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","73","%","787","571"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","86","%","19641","16872"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","84","%","10531","8830"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","70","%","416","290"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","84","%","10115","8540"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","87","%","9897","8613"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","76","%","371","281"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Indian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","87","%","9526","8332"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","77","%","41906","32065"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","65","%","8122","5254"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","79","%","33784","26811"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","75","%","21280","16015"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","63","%","4064","2548"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","78","%","17216","13467"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","20626","16050"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","67","%","4058","2706"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","81","%","16568","13344"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","78","%","15399","11958"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","66","%","2675","1757"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","80","%","12724","10201"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","77","%","7927","6094"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","65","%","1338","868"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","79","%","6589","5226"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","7472","5864"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","66","%","1337","889"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed Other","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","81","%","6135","4975"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","81","%","9937","8049"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","68","%","1342","909"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","83","%","8595","7140"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","80","%","5056","4028"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","66","%","688","451"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","82","%","4368","3577"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","82","%","4881","4021"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","70","%","654","458"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Asian","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","84","%","4227","3563"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","76","%","5866","4485"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","1106","745"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","79","%","4760","3740"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","75","%","2916","2198"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","64","%","532","343"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","78","%","2384","1855"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","78","%","2950","2287"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","70","%","574","402"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black African","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","79","%","2376","1885"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","71","%","10704","7573"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","61","%","2999","1843"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","74","%","7705","5730"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","69","%","5381","3695"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","59","%","1506","886"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","72","%","3875","2809"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","73","%","5323","3878"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","64","%","1493","957"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Mixed White and Black Caribbean","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","76","%","3830","2921"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","72","%","12481","9026"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","64","%","2475","1589"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","74","%","10006","7437"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","72","%","6556","4710"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","64","%","1324","845"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","74","%","5232","3865"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","73","%","5925","4316"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","65","%","1151","744"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Other","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","75","%","4774","3572"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","All","73","%","27862","20281"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","67","%","3862","2578"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","74","%","24000","17703"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","71","%","14146","10019"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","65","%","1954","1261"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","72","%","12192","8758"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","75","%","13716","10262"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","69","%","1908","1317"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Pakistani","ONS 2011 18+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","76","%","11808","8945"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","59","%","7888","4675"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","61","%","811","494"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","59","%","7077","4181"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","59","%","4111","2410"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","56","%","424","239"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","Non-FSM","59","%","3687","2171"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","All","60","%","3777","2265"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","FSM","66","%","387","255"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Unknown","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Girls","Non-FSM","59","%","3390","2010"
"Percentage of pupils reaching the expected standard in key stage 1 maths","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","All","76","%","493332","375258"
"Percentage of pupils reaching the expected standard in key stage 1 maths","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","FSM","58","%","64386","37321"
"Percentage of pupils reaching the expected standard in key stage 1 maths","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","All","Non-FSM","79","%","428946","337937"
"Percentage of pupils reaching the expected standard in key stage 1 maths","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","All","75","%","253297","190092"
"Percentage of pupils reaching the expected standard in key stage 1 maths","White","ONS 2011 5+1","2017-18","Academic Year","England","Country","E92000001","Boys","FSM","56","%","33300","18689"
